"site","year","season","date","web","transect","block","plot","subplot","quad","treatment","kartez","genus","sp.epithet","family","LifeHistory","PhotoPath","FunctionalGroup","cover","volume","biomass.BM","biomass.BIM","SiteCluster","MetStation","season.precip","GDD","SPEI.comp"
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"4",NA,"2","F","OECA10","Oenothera","caespitosa","Onagraceae","perennial","C3","forb",0.5,6.5,0.93775,0.93775,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"3",NA,"4","C","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",16,364,24.64,24.64,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"13",NA,"3","C","SCBR2","Scleropogon","brevifolius","Poaceae","perennial","C4","grass",7.1,36.05,8.2307947,9.159,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"19",NA,"3","F","HODR","Hoffmannseggia","drepanocarpa","Fabaceae","perennial","C3","forb",0.5,3.5,0.57,0.57,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"15",NA,"4","C","PLPA2","Plantago","patagonica","Plantaginaceae","annual","C3","forb",1.55,11.8,1.5812,1.5812,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"14",NA,"4","F","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",7.25,83.75,8.985810633,7.656,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"12",NA,"1","C","CHER2","Chaetopappa","ericoides","Asteraceae","perennial","C3","forb",18.05,200.3,46.7495,46.7495,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"2",NA,"1","C","PLPA2","Plantago","patagonica","Plantaginaceae","annual","C3","forb",1.63,10.87,1.45658,1.45658,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"4",NA,"1","F","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",17.25,346.75,19.57151609,18.216,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"2",NA,"4","C","PLPA2","Plantago","patagonica","Plantaginaceae","annual","C3","forb",0.85,6.95,0.9313,0.9313,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"4",NA,"2","F","PLPA2","Plantago","patagonica","Plantaginaceae","annual","C3","forb",1.95,25,3.35,3.35,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"10",NA,"1","F","DEPI","Descurainia","pinnata","Brassicaceae","perennial","C3","forb",4,120,7.502,7.502,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"8",NA,"1","F","CRCR3","Cryptantha","crassisepala","Boraginaceae","annual","C3","forb",2.15,18.95,8.8451,8.8451,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"15",NA,"1","C","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",19.11,328.76,29.4294,29.4294,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"20",NA,"4","C","MAPIP","Machaeranthera","pinnatifida","Asteraceae","perennial","C3","forb",4.1,48,8.2123,8.2123,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"6",NA,"3","F","CRCR3","Cryptantha","crassisepala","Boraginaceae","annual","C3","forb",4.95,66.15,20.3643,20.3643,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"12",NA,"3","C","MAPIP","Machaeranthera","pinnatifida","Asteraceae","perennial","C3","forb",4.2,43.3,8.4126,8.4126,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"18",NA,"1","C","CYACF","Cymopterus","acaulis","Apiaceae","perennial","C3","forb",0.25,1.75,0.468875,0.468875,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"10",NA,"3","F","CRCR3","Cryptantha","crassisepala","Boraginaceae","annual","C3","forb",1.7,23.3,6.9938,6.9938,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"6",NA,"1","F","DEWO","Delphinium","wootonii","Ranunculaceae","perennial","C3","forb",0.5,10,0.93775,0.93775,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"8",NA,"4","F","ASNU4","Astragalus","nuttallianus","Fabaceae","perennial","C3","forb",0.02,0.04,0.13134406,0.00336,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"8",NA,"2","F","CRCR3","Cryptantha","crassisepala","Boraginaceae","annual","C3","forb",1.12,8.78,4.60768,4.60768,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"6",NA,"3","F","DEPI","Descurainia","pinnata","Brassicaceae","perennial","C3","forb",7.5,240,14.06625,14.06625,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"7",NA,"4","C","PLPA2","Plantago","patagonica","Plantaginaceae","annual","C3","forb",0.9,8.5,1.139,1.139,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"15",NA,"4","C","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",19.45,252.6,29.953,29.953,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"13",NA,"1","C","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",5.45,47.45,6.705762458,5.7552,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"13",NA,"1","C","SCBR2","Scleropogon","brevifolius","Poaceae","perennial","C4","grass",1.55,7.15,1.92266285,1.9995,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"3",NA,"2","C","SOEL","Solanum","elaeagnifolium","Solanaceae","perennial","C3","forb",0.1,0.3,0.092,0.092,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"16",NA,"4","F","CRCR3","Cryptantha","crassisepala","Boraginaceae","annual","C3","forb",1,14.3,4.114,4.114,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"9",NA,"4","C","DEPI","Descurainia","pinnata","Brassicaceae","perennial","C3","forb",0.5,6,0.93775,0.93775,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"5",NA,"1","C","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",3.25,52.75,4.18959666,3.432,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"4",NA,"3","F","TOAN","Townsendia","annua","Asteraceae","annual","C3","forb",0.1,1,0.0485,0.0485,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"8",NA,"1","F","DEPI","Descurainia","pinnata","Brassicaceae","perennial","C3","forb",2.25,99.5,4.219875,4.219875,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"16",NA,"2","F","ASNU4","Astragalus","nuttallianus","Fabaceae","perennial","C3","forb",0.1,0.6,0.1535349,0.0504,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"18",NA,"3","C","HODR","Hoffmannseggia","drepanocarpa","Fabaceae","perennial","C3","forb",0.5,1.5,0.57,0.57,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"1",NA,"3","F","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",14.5,216,16.84775769,15.312,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"17",NA,"2","F","SPCR","Sporobolus","cryptandrus","Poaceae","perennial","C4","grass",2,44,4.922,4.922,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"8",NA,"1","F","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",10.3,307.8,15.862,15.862,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"2",NA,"4","C","NAHI","Nama","hispidum","Hydrophyllaceae","annual","C3","forb",0.05,0.15,0.02425,0.02425,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"20",NA,"1","C","TOAN","Townsendia","annua","Asteraceae","annual","C3","forb",0.1,0.2,0.0485,0.0485,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"19",NA,"1","F","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",2.05,15.7,4.2148,4.2148,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"4",NA,"1","F","PLPA2","Plantago","patagonica","Plantaginaceae","annual","C3","forb",4.05,62.7,8.4018,8.4018,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"2",NA,"1","C","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",24.95,254.9,29.40830467,26.3472,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"16",NA,"1","F","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",34.36,551.76,52.9144,52.9144,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"10",NA,"2","F","SPFL2","Sporobolus","flexuosus","Poaceae","perennial","C4","grass",9,181.25,36.33596575,21.87,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"14",NA,"4","F","CRCR3","Cryptantha","crassisepala","Boraginaceae","annual","C3","forb",2.25,19.75,9.2565,9.2565,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"9",NA,"4","C","MAPIP","Machaeranthera","pinnatifida","Asteraceae","perennial","C3","forb",4.5,60.75,9.0135,9.0135,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"10",NA,"4","F","MAPIP","Machaeranthera","pinnatifida","Asteraceae","perennial","C3","forb",4.05,53.7,8.11215,8.11215,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"20",NA,"4","C","CRCR3","Cryptantha","crassisepala","Boraginaceae","annual","C3","forb",0.05,0.2,0.2057,0.2057,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"18",NA,"3","C","LIPU4","Linum","puberulum","Linaceae","annual","C3","forb",0.5,10,0.2425,0.2425,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"9",NA,"4","C","CYACF","Cymopterus","acaulis","Apiaceae","perennial","C3","forb",0.1,0.5,0.18755,0.18755,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"17",NA,"4","F","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",5.5,85,6.196759196,5.808,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"7",NA,"2","C","SPFL2","Sporobolus","flexuosus","Poaceae","perennial","C4","grass",1.6,11.1,2.5077157,3.888,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"4",NA,"2","F","CRCR3","Cryptantha","crassisepala","Boraginaceae","annual","C3","forb",9.6,149.4,39.4944,39.4944,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"11",NA,"3","F","MELE2","Melampodium","leucanthum","Asteraceae","perennial","C3","forb",1.25,6.25,4.495,4.495,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"15",NA,"1","C","MUAR2","Muhlenbergia","arenicola","Poaceae","perennial","C4","grass",0.25,2,0.73103175,0.46725,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"10",NA,"1","F","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",11.5,158.25,23.644,23.644,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"8",NA,"3","F","MAPIP","Machaeranthera","pinnatifida","Asteraceae","perennial","C3","forb",4.75,85.5,9.51425,9.51425,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"9",NA,"3","C","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",8.95,82,18.4012,18.4012,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"13",NA,"1","C","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",13.45,159.4,20.713,20.713,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"11",NA,"1","F","GUSA2","Gutierrezia","sarothrae","Asteraceae","perennial","C3","shrub",1.25,21.25,9.4475,9.4475,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"13",NA,"2","C","SCBR2","Scleropogon","brevifolius","Poaceae","perennial","C4","grass",5.95,32.35,6.93266665,7.6755,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"19",NA,"4","F","SPCR","Sporobolus","cryptandrus","Poaceae","perennial","C4","grass",1.5,24,3.6915,3.6915,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"20",NA,"4","C","SPCR","Sporobolus","cryptandrus","Poaceae","perennial","C4","grass",0.02,0.16,0.04922,0.04922,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"14",NA,"3","F","OECA10","Oenothera","caespitosa","Onagraceae","perennial","C3","forb",0.1,0.5,0.18755,0.18755,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"20",NA,"2","C","MAPIP","Machaeranthera","pinnatifida","Asteraceae","perennial","C3","forb",23.6,247.6,47.2708,47.2708,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"8",NA,"4","F","DEPI","Descurainia","pinnata","Brassicaceae","perennial","C3","forb",0.05,0.6,0.093775,0.093775,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"9",NA,"2","C","CRCR3","Cryptantha","crassisepala","Boraginaceae","annual","C3","forb",0.62,4.33,2.55068,2.55068,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"2",NA,"3","C","PLPA2","Plantago","patagonica","Plantaginaceae","annual","C3","forb",1.6,7.7,1.0318,1.0318,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"6",NA,"4","F","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",21.05,394.65,32.417,32.417,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"16",NA,"4","F","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",39.75,747.25,61.215,61.215,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"1",NA,"4","F","SEFLF","Senecio","flaccidus","Asteraceae","perennial","C3","forb",0.25,3,0.615,0.615,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"1",NA,"4","F","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",30.85,559.3,47.509,47.509,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"14",NA,"3","F","SPCO4","Sporobolus","contractus","Poaceae","perennial","C4","grass",4,64,19.24126166,13.788,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"2",NA,"3","C","SPCO4","Sporobolus","contractus","Poaceae","perennial","C4","grass",3.5,60.5,17.1335486,12.0645,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"7",NA,"3","C","MAPIP","Machaeranthera","pinnatifida","Asteraceae","perennial","C3","forb",0.05,0.2,0.10015,0.10015,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"6",NA,"1","F","SOEL","Solanum","elaeagnifolium","Solanaceae","perennial","C3","forb",0.25,2,0.23,0.23,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"19",NA,"3","F","PSTAT","Psilostrophe","tagetina","Asteraceae","perennial","C3","forb",4,54,7.502,7.502,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"11",NA,"4","F","ASNU4","Astragalus","nuttallianus","Fabaceae","perennial","C3","forb",0.22,0.82,0.29201173,0.06888,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"10",NA,"3","F","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",8.85,85.5,18.1956,18.1956,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"4",NA,"4","F","DEPI","Descurainia","pinnata","Brassicaceae","perennial","C3","forb",14,490,26.257,26.257,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"18",NA,"4","C","LIPU4","Linum","puberulum","Linaceae","annual","C3","forb",0.35,7.45,0.16975,0.16975,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"13",NA,"4","C","SOEL","Solanum","elaeagnifolium","Solanaceae","perennial","C3","forb",0.2,1,0.184,0.184,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"14",NA,"1","F","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",9.75,120.75,11.25761581,10.296,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"18",NA,"1","C","ASNU4","Astragalus","nuttallianus","Fabaceae","perennial","C3","forb",0.5,3.5,0.26845175,0.294,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"20",NA,"3","C","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",7.95,59.75,16.3452,16.3452,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"13",NA,"4","C","OECA10","Oenothera","caespitosa","Onagraceae","perennial","C3","forb",0.35,3.45,0.656425,0.656425,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"1",NA,"3","F","SPCR","Sporobolus","cryptandrus","Poaceae","perennial","C4","grass",1.5,19.5,3.6915,3.6915,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"6",NA,"2","F","BELY","Berlandiera","lyrata","Asteraceae","perennial","C3","forb",0.6,8.8,1.1253,1.1253,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"11",NA,"3","F","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",6.12,71.58,12.58272,12.58272,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"8",NA,"2","F","SPCR","Sporobolus","cryptandrus","Poaceae","perennial","C4","grass",1.5,42,3.6915,3.6915,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"3",NA,"2","C","PLPA2","Plantago","patagonica","Plantaginaceae","annual","C3","forb",3.8,40.6,5.4404,5.4404,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"6",NA,"2","F","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",15.6,180.5,17.4502535,16.4736,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"12",NA,"3","C","EPTO","Ephedra","torreyana","Ephedraceae","perennial","C3","shrub",1,18,6.499,6.499,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"2",NA,"2","C","PLPA2","Plantago","patagonica","Plantaginaceae","annual","C3","forb",1.96,16.38,2.19492,2.19492,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"4",NA,"4","F","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",29.45,510.3,45.353,45.353,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"20",NA,"1","C","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",1.25,8.25,2.57,2.57,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"2",NA,"2","C","CRCR3","Cryptantha","crassisepala","Boraginaceae","annual","C3","forb",0.92,7.48,3.78488,3.78488,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"19",NA,"3","F","MAPIP","Machaeranthera","pinnatifida","Asteraceae","perennial","C3","forb",3.75,56.75,7.51125,7.51125,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"4",NA,"3","F","SPCR","Sporobolus","cryptandrus","Poaceae","perennial","C4","grass",3.75,62,9.22875,9.22875,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"20",NA,"2","C","ASNU4","Astragalus","nuttallianus","Fabaceae","perennial","C3","forb",0.1,0.3,0.14164695,0.0252,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"7",NA,"3","C","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",4.15,52.75,8.5324,8.5324,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"6",NA,"2","F","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",12.6,260.5,19.404,19.404,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"12",NA,"4","C","DIWI2","Dimorphocarpa","wislizeni","Brassicaceae","annual","C3","forb",0.1,1,0.0485,0.0485,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"11",NA,"3","F","MAPIP","Machaeranthera","pinnatifida","Asteraceae","perennial","C3","forb",0.75,12,1.50225,1.50225,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"10",NA,"4","F","BAMU","Baileya","multiradiata","Asteraceae","perennial","C3","forb",0.25,1.25,0.468875,0.468875,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"13",NA,"1","C","PLPA2","Plantago","patagonica","Plantaginaceae","annual","C3","forb",2,19.4,2.5996,2.5996,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"4",NA,"4","F","CYACF","Cymopterus","acaulis","Apiaceae","perennial","C3","forb",0.75,11.25,1.406625,1.406625,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"20",NA,"2","C","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",1.25,7.25,2.57,2.57,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"7",NA,"3","C","APRAH","Aphanostephus","ramosissimus","Asteraceae","perennial","C3","forb",0.1,0.4,0.18755,0.18755,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"8",NA,"1","F","DIWI2","Dimorphocarpa","wislizeni","Brassicaceae","annual","C3","forb",0.1,2.1,0.0485,0.0485,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"7",NA,"3","C","CYACF","Cymopterus","acaulis","Apiaceae","perennial","C3","forb",0.75,8.25,1.406625,1.406625,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"8",NA,"3","F","GUSA2","Gutierrezia","sarothrae","Asteraceae","perennial","C3","shrub",10,268,75.58,75.58,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"16",NA,"1","F","DEPI","Descurainia","pinnata","Brassicaceae","perennial","C3","forb",3.25,96.25,6.095375,6.095375,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"8",NA,"3","F","SATR12","Salsola","tragus","Chenopodiaceae","annual","C4","forb",0.25,1,1.00825,1.00825,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"8",NA,"4","F","CRCR3","Cryptantha","crassisepala","Boraginaceae","annual","C3","forb",1,6.4,4.114,4.114,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"18",NA,"1","C","CRCR3","Cryptantha","crassisepala","Boraginaceae","annual","C3","forb",0.1,0.7,0.4114,0.4114,"DeepWell","40",43.253,1231.097,0.508996186
"fertilizer",2010,"spring",2010-05-10,NA,NA,NA,"15",NA,"4","C","SPCR","Sporobolus","cryptandrus","Poaceae","perennial","C4","grass",3,45,7.383,7.383,"DeepWell","40",43.253,1231.097,0.508996186
