DATE,Block-plot-rep,MONTH,YEAR,Reported_CO2_Flux_ug_C_cm-2_hr-1,Reported_CH4_Flux_ng_C_cm-2_hr-1,Reported_N2O_Flux_ng_N_cm-2_hr-1
9/20/2006,B-4-3,Sep,2006,16.26,2727.54,3.73
9/20/2006,B-4-4,Sep,2006,16.5,0,0
9/20/2006,B-4-5,Sep,2006,13.52,-22.69,0.26
9/20/2006,C-1-1,Sep,2006,35.66,0,0
9/20/2006,C-1-2,Sep,2006,17.94,0,0.42
9/20/2006,C-1-3,Sep,2006,20.04,0,0
9/20/2006,C-1-4,Sep,2006,12.2,0,0
9/20/2006,C-1-5,Sep,2006,19.73,0,0
9/20/2006,C-2-1,Sep,2006,16.03,0,5
9/20/2006,C-2-2,Sep,2006,5.79,0,0
9/20/2006,C-2-3,Sep,2006,26.88,0,1.22
9/20/2006,C-2-4,Sep,2006,23.82,-7.04,0
9/20/2006,C-2-5,Sep,2006,21.78,-2.66,2.08
9/20/2006,C-3-1,Sep,2006,18.97,0,2.17
9/20/2006,C-3-2,Sep,2006,18.93,-2.5,0
9/20/2006,C-3-3,Sep,2006,20.96,0,8.18
9/20/2006,C-3-4,Sep,2006,13.11,0,0
9/20/2006,C-3-5,Sep,2006,11.4,-4.89,4.5
9/20/2006,C-4-1,Sep,2006,20.12,0,1.48
9/20/2006,C-4-2,Sep,2006,21.23,-2.83,0
9/20/2006,C-4-3,Sep,2006,23.49,0,9.16
9/20/2006,C-4-4,Sep,2006,14.29,0,0
9/20/2006,C-4-5,Sep,2006,7.94,-6.77,3.61
10/26/2006,A-1-1,Oct,2006,22.66,-1.69,0
10/26/2006,A-1-2,Oct,2006,16.21,23.59,0
10/26/2006,A-1-3,Oct,2006,6.93,0,0
10/26/2006,A-1-4,Oct,2006,30.36,-3.32,0
10/26/2006,A-1-5,Oct,2006,23.71,-3.5,1.9
10/26/2006,A-2-1,Oct,2006,21.26,0,0
10/26/2006,A-2-2,Oct,2006,5.34,0,4.23
10/26/2006,A-2-3,Oct,2006,13.61,0,1.2
10/26/2006,A-2-4,Oct,2006,16.86,0,2.33
10/26/2006,A-2-5,Oct,2006,11.15,0,0
10/26/2006,A-3-1,Oct,2006,22.39,-1.89,3.54
10/26/2006,A-3-2,Oct,2006,23.28,-4.45,1.83
10/26/2006,A-3-3,Oct,2006,13.44,0,5.42
10/26/2006,A-3-4,Oct,2006,20.88,-2.5,0.55
10/26/2006,A-3-5,Oct,2006,11.44,0,4.19
10/26/2006,A-4-1,Oct,2006,28.72,0,8.8
10/26/2006,A-4-2,Oct,2006,19.16,10.26,0.76
10/26/2006,A-4-3,Oct,2006,16.81,0,0.52
10/26/2006,A-4-4,Oct,2006,22.05,0,1.32
10/26/2006,A-4-5,Oct,2006,21.79,123.19,1.55
10/26/2006,B-1-1,Oct,2006,27.22,-5.48,0
10/26/2006,B-1-2,Oct,2006,17.87,-4.91,0
10/26/2006,B-1-3,Oct,2006,22.71,-5.68,0
10/26/2006,B-1-4,Oct,2006,18.92,0,0
10/26/2006,B-1-5,Oct,2006,9.84,1.51,0
10/26/2006,B-2-1,Oct,2006,26.01,0,0
10/26/2006,B-2-2,Oct,2006,10.6,0,0
10/26/2006,B-2-3,Oct,2006,17.06,-54.51,0
10/26/2006,B-2-4,Oct,2006,16.64,0,4.68
10/26/2006,B-2-5,Oct,2006,12.83,0,0
10/26/2006,B-3-1,Oct,2006,16.59,-2.68,0.64
10/26/2006,B-3-2,Oct,2006,18.27,-1.27,1.52
10/26/2006,B-3-3,Oct,2006,42.41,0,1.98
10/26/2006,B-3-4,Oct,2006,17.3,-4.95,0
10/26/2006,B-3-5,Oct,2006,28.31,0,3.34
10/26/2006,B-4-1,Oct,2006,6.38,67.2,3.79
10/26/2006,B-4-2,Oct,2006,13.26,-3.41,0
10/26/2006,B-4-3,Oct,2006,16.47,0,1.77
10/26/2006,B-4-4,Oct,2006,1.67,0,0
10/26/2006,B-4-5,Oct,2006,,,
10/26/2006,C-1-1,Oct,2006,24.12,-2.52,0
10/26/2006,C-1-2,Oct,2006,43.14,0,0
10/26/2006,C-1-3,Oct,2006,14.75,-1.15,0
10/26/2006,C-1-4,Oct,2006,11.61,-3.85,2.41
10/26/2006,C-1-5,Oct,2006,13.66,-3.46,0
10/26/2006,C-2-1,Oct,2006,19.61,0,0
10/26/2006,C-2-2,Oct,2006,27.33,-2.54,4.17
10/26/2006,C-2-3,Oct,2006,17.18,0,0
10/26/2006,C-2-4,Oct,2006,22.11,-1.03,0.85
10/26/2006,C-2-5,Oct,2006,26.48,-2.72,1.95
10/26/2006,C-3-1,Oct,2006,8.86,0,0
10/26/2006,C-3-2,Oct,2006,11.29,0,1.1
10/26/2006,C-3-3,Oct,2006,22.07,0,1.79
10/26/2006,C-3-4,Oct,2006,18.38,-5.23,0
10/26/2006,C-3-5,Oct,2006,18.11,0,1.49
10/26/2006,C-4-1,Oct,2006,22.39,0,0
10/26/2006,C-4-2,Oct,2006,12.84,0,0
10/26/2006,C-4-3,Oct,2006,11.8,0,0
10/26/2006,C-4-4,Oct,2006,8.66,0,0.89
10/26/2006,C-4-5,Oct,2006,21.02,0,0
11/17/2006,A-1-1,Nov,2006,8.32,0,0
11/17/2006,A-1-2,Nov,2006,7.26,0,0
11/17/2006,A-1-3,Nov,2006,13.76,0,0.55
11/17/2006,A-1-4,Nov,2006,16.63,0,0
11/17/2006,A-1-5,Nov,2006,13.29,0,3.58
11/17/2006,A-2-1,Nov,2006,9.94,0,0
11/17/2006,A-2-2,Nov,2006,15.22,0,5.82
11/17/2006,A-2-3,Nov,2006,3.76,0,-0.86
11/17/2006,A-2-4,Nov,2006,14.27,0,0
11/17/2006,A-2-5,Nov,2006,39.76,0,0
11/17/2006,A-3-1,Nov,2006,14.67,0,7.65
11/17/2006,A-3-2,Nov,2006,11.43,0,0
11/17/2006,A-3-3,Nov,2006,12.46,100.01,0
11/17/2006,A-3-4,Nov,2006,21.63,0,0
11/17/2006,A-3-5,Nov,2006,7.99,0,0
11/17/2006,A-4-1,Nov,2006,11.09,0,0
11/17/2006,A-4-2,Nov,2006,32.98,0,0
11/17/2006,A-4-3,Nov,2006,21.36,0,0
11/17/2006,A-4-4,Nov,2006,12.83,127.11,0
11/17/2006,A-4-5,Nov,2006,15.95,0,0
11/17/2006,B-1-1,Nov,2006,22.16,0,0
11/17/2006,B-1-2,Nov,2006,7.66,0,0
11/17/2006,B-1-3,Nov,2006,16.98,0,0.42
11/17/2006,B-1-4,Nov,2006,8.96,0,0
11/17/2006,B-1-5,Nov,2006,6.38,12.39,0
11/17/2006,B-2-1,Nov,2006,26.9,0,0.36
11/17/2006,B-2-2,Nov,2006,10.58,-1.75,0
11/17/2006,B-2-3,Nov,2006,18.63,0,0.43
11/17/2006,B-2-4,Nov,2006,8.63,54.89,2.9
11/17/2006,B-2-5,Nov,2006,8.67,0,0.68
11/17/2006,B-3-1,Nov,2006,18.06,0,0.77
11/17/2006,B-3-2,Nov,2006,4.31,-1.25,0
11/17/2006,B-3-3,Nov,2006,23.33,-8.41,1.02
11/17/2006,B-3-4,Nov,2006,28.39,0,1.65
11/17/2006,B-3-5,Nov,2006,17.47,0,2.5
11/17/2006,B-4-1,Nov,2006,19.43,0,0.87
11/17/2006,B-4-2,Nov,2006,12.45,0,0.54
11/17/2006,B-4-3,Nov,2006,9.28,1190.51,3.49
11/17/2006,B-4-4,Nov,2006,3.62,0,0
11/17/2006,B-4-5,Nov,2006,19.69,0,0
11/16/2006,C-1-1,Nov,2006,15.82,0,0.51
11/16/2006,C-1-2,Nov,2006,20.63,0,0.43
11/16/2006,C-1-3,Nov,2006,20.3,0,1.11
11/16/2006,C-1-4,Nov,2006,11.29,0,0.64
11/16/2006,C-1-5,Nov,2006,13.74,-5.06,0
11/16/2006,C-2-1,Nov,2006,10.4,0,2.02
11/16/2006,C-2-2,Nov,2006,12.59,0,0
11/16/2006,C-2-3,Nov,2006,26,0,0.85
11/16/2006,C-2-4,Nov,2006,13.33,0,0
11/16/2006,C-2-5,Nov,2006,10.48,-7.86,0.3
11/16/2006,C-3-1,Nov,2006,10.86,0,6.84
11/16/2006,C-3-2,Nov,2006,12.86,0,1.33
11/16/2006,C-3-3,Nov,2006,10.31,0,2.41
11/16/2006,C-3-4,Nov,2006,18.48,0,0
11/16/2006,C-3-5,Nov,2006,25.04,0,2.12
11/16/2006,C-4-1,Nov,2006,30.43,0,1.01
11/16/2006,C-4-2,Nov,2006,25.57,0,1.15
11/16/2006,C-4-3,Nov,2006,10.22,0,1.11
11/16/2006,C-4-4,Nov,2006,16.28,0,0.71
11/16/2006,C-4-5,Nov,2006,30.55,0,0
12/20/2006,A-1-1,Dec,2006,16.52,3.37,0
12/20/2006,A-1-2,Dec,2006,11.91,0,0
12/20/2006,A-1-3,Dec,2006,17.34,83.67,0
12/20/2006,A-1-4,Dec,2006,12.34,13.87,1.34
12/20/2006,A-1-5,Dec,2006,6.6,0,0
12/20/2006,A-2-1,Dec,2006,8.19,0,3.69
12/20/2006,A-2-2,Dec,2006,8.58,0,2.42
12/20/2006,A-2-3,Dec,2006,8.42,0,0
12/20/2006,A-2-4,Dec,2006,,,0
12/20/2006,A-2-5,Dec,2006,14.71,0,3.88
12/20/2006,A-3-1,Dec,2006,18.55,6.03,4.73
12/20/2006,A-3-2,Dec,2006,15.56,0,4.96
12/20/2006,A-3-3,Dec,2006,13.4,0,0
12/20/2006,A-3-4,Dec,2006,10.71,202.44,0
12/20/2006,A-3-5,Dec,2006,16.24,0,3.25
12/20/2006,A-4-1,Dec,2006,16.24,0,0
12/20/2006,A-4-2,Dec,2006,13.59,0,0
12/20/2006,A-4-3,Dec,2006,31.58,0,0
12/20/2006,A-4-4,Dec,2006,21.56,0,0
12/20/2006,A-4-5,Dec,2006,10.03,138.81,-0.44
12/20/2006,B-1-1,Dec,2006,24.4,8.2,0
12/20/2006,B-1-2,Dec,2006,12.21,-27.14,0
12/20/2006,B-1-3,Dec,2006,37.95,0,2.31
12/20/2006,B-1-4,Dec,2006,23.27,0,0.23
12/20/2006,B-1-5,Dec,2006,13.39,1343.88,0
12/20/2006,B-2-1,Dec,2006,8.87,0,0
12/20/2006,B-2-2,Dec,2006,11.74,-8.18,-2.46
12/20/2006,B-2-3,Dec,2006,21.07,0,0
12/20/2006,B-2-4,Dec,2006,6.92,-22.11,3.63
12/20/2006,B-2-5,Dec,2006,25.28,15.65,0
12/20/2006,B-3-1,Dec,2006,20.14,0,1.18
12/20/2006,B-3-2,Dec,2006,18.49,-11.18,0.7
12/20/2006,B-3-3,Dec,2006,14.62,0,0.58
12/20/2006,B-3-4,Dec,2006,6.05,-12.56,0
12/20/2006,B-3-5,Dec,2006,20.47,0,0
12/20/2006,B-4-1,Dec,2006,11.69,0,0
12/20/2006,B-4-2,Dec,2006,9.13,0,2.83
12/20/2006,B-4-3,Dec,2006,,,2.02
12/20/2006,B-4-4,Dec,2006,2.74,0,-2.57
12/20/2006,B-4-5,Dec,2006,32.59,0,0
12/20/2006,C-1-1,Dec,2006,12.11,0,0
12/20/2006,C-1-2,Dec,2006,4.82,0,0
12/20/2006,C-1-3,Dec,2006,16.61,0,0
12/20/2006,C-1-4,Dec,2006,13.99,0,0
12/20/2006,C-1-5,Dec,2006,8.55,0,0
12/20/2006,C-2-1,Dec,2006,9.23,26.26,-4.36
12/20/2006,C-2-2,Dec,2006,11.06,0,0
12/20/2006,C-2-3,Dec,2006,4.61,38,-3.35
12/20/2006,C-2-4,Dec,2006,15.98,0,0
12/20/2006,C-2-5,Dec,2006,10.02,0,0
12/20/2006,C-3-1,Dec,2006,4.37,0,0
12/20/2006,C-3-2,Dec,2006,4.62,52.39,0
12/20/2006,C-3-3,Dec,2006,20.32,0,0
12/20/2006,C-3-4,Dec,2006,21.06,-3.38,5.52
12/20/2006,C-3-5,Dec,2006,12.24,0,1.03
12/20/2006,C-4-1,Dec,2006,16.6,0,0
12/20/2006,C-4-2,Dec,2006,10.93,0,0
12/20/2006,C-4-3,Dec,2006,7.05,-4.99,8.28
12/20/2006,C-4-4,Dec,2006,22.13,0,0
12/20/2006,C-4-5,Dec,2006,17.61,0,0
1/26/2007,A-1-1,Jan,2007,4.58,-7.45,0
1/26/2007,A-1-2,Jan,2007,7.71,0,0
1/26/2007,A-1-3,Jan,2007,5.25,0,0.13
1/26/2007,A-1-4,Jan,2007,5.05,0,0
1/26/2007,A-1-5,Jan,2007,16.8,0,8.22
1/26/2007,A-2-1,Jan,2007,6.53,0,3.87
1/26/2007,A-2-2,Jan,2007,8.1,35.5,1.91
1/26/2007,A-2-3,Jan,2007,6.22,-7.69,2.74
1/26/2007,A-2-4,Jan,2007,10.51,0,0
1/26/2007,A-2-5,Jan,2007,9.09,51.63,0.55
1/26/2007,A-3-1,Jan,2007,21.72,0,0
1/26/2007,A-3-2,Jan,2007,7.21,14.77,0
1/26/2007,A-3-3,Jan,2007,7.11,-3.22,1.94
1/26/2007,A-3-4,Jan,2007,9.42,0,0
1/26/2007,A-3-5,Jan,2007,5.87,1319.37,4.35
1/26/2007,A-4-1,Jan,2007,23.81,0,0
1/26/2007,A-4-2,Jan,2007,11.57,-30.32,0
1/26/2007,A-4-3,Jan,2007,5.14,0,0
1/26/2007,A-4-4,Jan,2007,9.19,1122.88,6.41
1/26/2007,A-4-5,Jan,2007,,,0
1/26/2007,B-1-1,Jan,2007,20.31,-15.66,1.06
1/26/2007,B-1-2,Jan,2007,16.59,0,0
1/26/2007,B-1-3,Jan,2007,16.55,0,0
1/26/2007,B-1-4,Jan,2007,21.77,0,0
1/26/2007,B-1-5,Jan,2007,9.48,0,0
1/26/2007,B-2-1,Jan,2007,47.81,0,0
1/26/2007,B-2-2,Jan,2007,17.77,0,0
1/26/2007,B-2-3,Jan,2007,9.64,0,0
1/26/2007,B-2-4,Jan,2007,10.38,0,8.24
1/26/2007,B-2-5,Jan,2007,13.93,0,2.31
1/26/2007,B-3-1,Jan,2007,22.61,-2.43,2.39
1/26/2007,B-3-2,Jan,2007,21.5,0,3.16
1/26/2007,B-3-3,Jan,2007,23.14,-5.72,0
1/26/2007,B-3-4,Jan,2007,11.45,2.28,1.3
1/26/2007,B-3-5,Jan,2007,9.25,0,1.05
1/26/2007,B-4-1,Jan,2007,9.68,0,2
1/26/2007,B-4-2,Jan,2007,13.19,0,0
1/26/2007,B-4-3,Jan,2007,7.35,5551.31,2.57
1/26/2007,B-4-4,Jan,2007,4.22,7.95,1.57
1/26/2007,B-4-5,Jan,2007,9.87,0,0
1/25/2007,C-1-1,Jan,2007,13.58,0,0
1/25/2007,C-1-2,Jan,2007,23.04,0,1.1
1/25/2007,C-1-3,Jan,2007,14.19,0,0.92
1/25/2007,C-1-4,Jan,2007,12.66,0,0
1/25/2007,C-1-5,Jan,2007,18.21,0,0
1/25/2007,C-2-1,Jan,2007,8.69,0,0
1/25/2007,C-2-2,Jan,2007,13.18,0,0
1/25/2007,C-2-3,Jan,2007,10.31,0,0
1/25/2007,C-2-4,Jan,2007,17.54,0,0
1/25/2007,C-2-5,Jan,2007,17.23,0,0
1/25/2007,C-3-1,Jan,2007,11.82,0,0
1/25/2007,C-3-2,Jan,2007,15.46,0,2.54
1/25/2007,C-3-3,Jan,2007,33.03,0,4.95
1/25/2007,C-3-4,Jan,2007,12.62,0,-2.71
1/25/2007,C-3-5,Jan,2007,12.94,0,5.89
1/25/2007,C-4-1,Jan,2007,7.86,-15.04,0
1/25/2007,C-4-2,Jan,2007,11.23,-32.55,0
1/25/2007,C-4-3,Jan,2007,9.5,0,-1.9
1/25/2007,C-4-4,Jan,2007,7.36,0,0
1/25/2007,C-4-5,Jan,2007,12.38,0,-0.24
2/22/2007,A-1-1,Feb,2007,9.77,-4.26,0
2/22/2007,A-1-2,Feb,2007,4.76,0,0
2/22/2007,A-1-3,Feb,2007,6.97,0,0
2/22/2007,A-1-4,Feb,2007,7.32,0,0
2/22/2007,A-1-5,Feb,2007,10.05,0,0.81
2/22/2007,A-2-1,Feb,2007,2.56,0,8.76
2/22/2007,A-2-2,Feb,2007,3.06,0,3.3
2/22/2007,A-2-3,Feb,2007,13.7,0,1.32
2/22/2007,A-2-4,Feb,2007,16.27,0,0
2/22/2007,A-2-5,Feb,2007,8.01,-6.57,-0.36
2/22/2007,A-3-1,Feb,2007,6.67,0,6.23
2/22/2007,A-3-2,Feb,2007,8.95,0,0
2/22/2007,A-3-3,Feb,2007,,,
2/22/2007,A-3-4,Feb,2007,22.87,-4.5,0
2/22/2007,A-3-5,Feb,2007,4.96,0,3.17
2/22/2007,A-4-1,Feb,2007,5.63,0,0
2/22/2007,A-4-2,Feb,2007,5.53,0,0
2/22/2007,A-4-3,Feb,2007,9.84,0,0
2/22/2007,A-4-4,Feb,2007,10.05,0,0
2/22/2007,A-4-5,Feb,2007,7.92,0,0
2/23/2007,B-1-1,Feb,2007,9.94,-14.57,0
2/23/2007,B-1-2,Feb,2007,12.25,-3.42,0
2/23/2007,B-1-3,Feb,2007,9.09,0,0
2/23/2007,B-1-4,Feb,2007,9.67,0,0
2/23/2007,B-1-5,Feb,2007,7.01,0,0
2/23/2007,B-2-1,Feb,2007,15.97,0,0.67
2/23/2007,B-2-2,Feb,2007,13.75,0,0
2/23/2007,B-2-3,Feb,2007,12.07,0,0
2/23/2007,B-2-4,Feb,2007,8.96,6.59,0
2/23/2007,B-2-5,Feb,2007,6.23,0,0
2/23/2007,B-3-1,Feb,2007,7.01,0,0
2/23/2007,B-3-2,Feb,2007,5.77,0,1.38
2/23/2007,B-3-3,Feb,2007,14.59,0,0
2/23/2007,B-3-4,Feb,2007,11.11,-16.06,1.62
2/23/2007,B-3-5,Feb,2007,11.93,0,2.11
2/23/2007,B-4-1,Feb,2007,4.98,68.82,3.03
2/23/2007,B-4-2,Feb,2007,10.85,-4.09,0
2/23/2007,B-4-3,Feb,2007,9.34,0,0
2/23/2007,B-4-4,Feb,2007,,,
2/23/2007,B-4-5,Feb,2007,12.57,0,0
2/21/2007,C-1-1,Feb,2007,2.77,-13.42,0
2/21/2007,C-1-2,Feb,2007,5.66,0,0
2/21/2007,C-1-3,Feb,2007,8.82,0,0
2/21/2007,C-1-4,Feb,2007,,,
2/21/2007,C-1-5,Feb,2007,4.04,0,0
2/21/2007,C-2-1,Feb,2007,2.88,0,0
2/21/2007,C-2-2,Feb,2007,9.32,0,0
2/21/2007,C-2-3,Feb,2007,4.44,0,0
2/21/2007,C-2-4,Feb,2007,5.13,0,0
2/21/2007,C-2-5,Feb,2007,8.39,0,1.26
2/21/2007,C-3-1,Feb,2007,,,
2/21/2007,C-3-2,Feb,2007,11.05,0,0.88
2/21/2007,C-3-3,Feb,2007,4.69,0,0
2/21/2007,C-3-4,Feb,2007,6.57,0,0
2/21/2007,C-3-5,Feb,2007,9.01,0,0
2/21/2007,C-4-1,Feb,2007,15.71,0,0
2/21/2007,C-4-2,Feb,2007,12.61,0,0
2/21/2007,C-4-3,Feb,2007,3.89,0,-0.21
2/21/2007,C-4-4,Feb,2007,8.71,0,1.98
2/21/2007,C-4-5,Feb,2007,3.78,0,0
3/22/2007,A-1-1,Mar,2007,3.3,0,-0.24
3/22/2007,A-1-2,Mar,2007,9.97,0,0
3/22/2007,A-1-3,Mar,2007,7.53,0,-0.27
3/22/2007,A-1-4,Mar,2007,4.24,0,0
3/22/2007,A-1-5,Mar,2007,6.97,0,0.71
3/22/2007,A-2-1,Mar,2007,3.89,0,3.73
3/22/2007,A-2-2,Mar,2007,13.94,0,6.86
3/22/2007,A-2-3,Mar,2007,7.73,0,0.4
3/22/2007,A-2-4,Mar,2007,20.67,0,1.14
3/22/2007,A-2-5,Mar,2007,10.89,-3.49,0.67
3/22/2007,A-3-1,Mar,2007,13.19,-22.29,4.16
3/22/2007,A-3-2,Mar,2007,10.62,0,0
3/22/2007,A-3-3,Mar,2007,4.37,0,3.09
3/22/2007,A-3-4,Mar,2007,13.48,-8.92,-0.53
3/22/2007,A-3-5,Mar,2007,3.47,0,0.61
3/22/2007,A-4-1,Mar,2007,13.44,-7.76,0
3/22/2007,A-4-2,Mar,2007,24.38,0,0
3/22/2007,A-4-3,Mar,2007,13.78,0,0
3/22/2007,A-4-4,Mar,2007,15.03,33.65,22.51
3/22/2007,A-4-5,Mar,2007,7.45,0,0
3/21/2007,B-1-1,Mar,2007,20.32,0,0
3/21/2007,B-1-2,Mar,2007,6.03,0,0
3/21/2007,B-1-3,Mar,2007,8.76,-10.33,0
3/21/2007,B-1-4,Mar,2007,8.4,-0.47,0
3/21/2007,B-1-5,Mar,2007,7.4,-3.53,2.1
3/21/2007,B-2-1,Mar,2007,9.36,0,0
3/21/2007,B-2-2,Mar,2007,10.84,-4.6,0
3/21/2007,B-2-3,Mar,2007,11.01,0,0
3/21/2007,B-2-4,Mar,2007,3.54,0,2.79
3/21/2007,B-2-5,Mar,2007,8.31,0,0.52
3/21/2007,B-3-1,Mar,2007,11.55,-6.58,0.65
3/21/2007,B-3-2,Mar,2007,8.36,0,0
3/21/2007,B-3-3,Mar,2007,17.74,0,3.11
3/21/2007,B-3-4,Mar,2007,14.58,0,14.78
3/21/2007,B-3-5,Mar,2007,15.18,-8.27,16.19
3/21/2007,B-4-1,Mar,2007,,,
3/21/2007,B-4-2,Mar,2007,11.14,0,0
3/21/2007,B-4-3,Mar,2007,4.21,-14.24,2.29
3/21/2007,B-4-4,Mar,2007,,,
3/21/2007,B-4-5,Mar,2007,5.99,-3.52,0
3/21/2007,C-1-1,Mar,2007,6.29,-6.53,0
3/21/2007,C-1-2,Mar,2007,9.56,0,1.36
3/21/2007,C-1-3,Mar,2007,14.48,-15.69,1.53
3/21/2007,C-1-4,Mar,2007,6.37,-1.54,1.11
3/21/2007,C-1-5,Mar,2007,8.44,0,1.45
3/21/2007,C-2-1,Mar,2007,9.35,-14.29,0
3/21/2007,C-2-2,Mar,2007,8.77,-9.45,0
3/21/2007,C-2-3,Mar,2007,8.04,0,0
3/21/2007,C-2-4,Mar,2007,11.4,0,0.3
3/21/2007,C-2-5,Mar,2007,13.19,-4.57,0
3/21/2007,C-3-1,Mar,2007,7.57,0,6.78
3/21/2007,C-3-2,Mar,2007,10.64,0,0.84
3/21/2007,C-3-3,Mar,2007,10.82,0,0
3/21/2007,C-3-4,Mar,2007,7.88,0,0
3/21/2007,C-3-5,Mar,2007,19.96,0,0.59
3/21/2007,C-4-1,Mar,2007,16.42,0,0.41
3/21/2007,C-4-2,Mar,2007,21.36,0,0
3/21/2007,C-4-3,Mar,2007,6.36,0,0
3/21/2007,C-4-4,Mar,2007,20.53,8.26,0
3/21/2007,C-4-5,Mar,2007,11.89,0,0
4/26/2007,A-1-1,Apr,2007,4.9,0,0
4/26/2007,A-1-2,Apr,2007,3.25,0,0
4/26/2007,A-1-3,Apr,2007,28.11,0,0
4/26/2007,A-1-4,Apr,2007,6.86,0,0
4/26/2007,A-1-5,Apr,2007,1.32,0,1.01
4/26/2007,A-2-1,Apr,2007,14.52,0,1.65
4/26/2007,A-2-2,Apr,2007,,,
4/26/2007,A-2-3,Apr,2007,,,
4/26/2007,A-2-4,Apr,2007,6.91,-5.04,-0.59
4/26/2007,A-2-5,Apr,2007,,,
4/26/2007,A-3-1,Apr,2007,,,
4/26/2007,A-3-2,Apr,2007,,,
4/26/2007,A-3-3,Apr,2007,58.81,0,0
4/26/2007,A-3-4,Apr,2007,14.21,0,0
4/26/2007,A-3-5,Apr,2007,,,
4/26/2007,A-4-1,Apr,2007,,,
4/26/2007,A-4-2,Apr,2007,,,
4/26/2007,A-4-3,Apr,2007,14.8,0,-0.82
4/26/2007,A-4-4,Apr,2007,,,
4/26/2007,A-4-5,Apr,2007,8.67,0,0
4/27/2007,B-1-1,Apr,2007,12.27,0,8.8
4/27/2007,B-1-2,Apr,2007,11.42,-6.37,5.12
4/27/2007,B-1-3,Apr,2007,9.38,0,0.93
4/27/2007,B-1-4,Apr,2007,14.81,0,0
4/27/2007,B-1-5,Apr,2007,3.23,5.8,0.79
4/27/2007,B-2-1,Apr,2007,14.85,0,0
4/27/2007,B-2-2,Apr,2007,,,
4/27/2007,B-2-3,Apr,2007,8.69,-8.16,0
4/27/2007,B-2-4,Apr,2007,7.19,0,0
4/27/2007,B-2-5,Apr,2007,12.95,0,0
4/27/2007,B-3-1,Apr,2007,16.66,0,16.81
4/27/2007,B-3-2,Apr,2007,5.6,0,0
4/27/2007,B-3-3,Apr,2007,12.98,-2.95,0
4/27/2007,B-3-4,Apr,2007,4.73,0,3.04
4/27/2007,B-3-5,Apr,2007,4.63,0,0
4/27/2007,B-4-1,Apr,2007,10.1,0,0.35
4/27/2007,B-4-2,Apr,2007,7.49,0,0
4/27/2007,B-4-3,Apr,2007,0.71,302.84,0
4/27/2007,B-4-4,Apr,2007,1.23,0,0
4/27/2007,B-4-5,Apr,2007,6.92,0,0
4/25/2007,C-1-1,Apr,2007,22.84,1.62,1.75
4/25/2007,C-1-2,Apr,2007,15.08,0,0.26
4/25/2007,C-1-3,Apr,2007,9.13,1.61,0.45
4/25/2007,C-1-4,Apr,2007,15.77,0,0.56
4/25/2007,C-1-5,Apr,2007,13.1,-0.87,0
4/25/2007,C-2-1,Apr,2007,13.34,0,0
4/25/2007,C-2-2,Apr,2007,14.56,0,1.9
4/25/2007,C-2-3,Apr,2007,10.46,-2.15,0
4/25/2007,C-2-4,Apr,2007,13.46,0,0
4/25/2007,C-2-5,Apr,2007,13.44,0,0
4/25/2007,C-3-1,Apr,2007,9.75,0,2.39
4/25/2007,C-3-2,Apr,2007,4.41,0,0.56
4/25/2007,C-3-3,Apr,2007,30.69,-2.81,1.08
4/25/2007,C-3-4,Apr,2007,16.8,0,0
4/25/2007,C-3-5,Apr,2007,18.04,-1.03,1.31
4/25/2007,C-4-1,Apr,2007,17.14,-3.65,0.89
4/25/2007,C-4-2,Apr,2007,14.51,0,0.13
4/25/2007,C-4-3,Apr,2007,7.74,0,0
4/25/2007,C-4-4,Apr,2007,9.4,0,0
4/25/2007,C-4-5,Apr,2007,13.33,0,0
5/24/2007,A-1-1,May ,2007,6.1,0,-4
5/24/2007,A-1-2,May ,2007,14.13,0,0
5/24/2007,A-1-3,May ,2007,12.62,0,1.35
5/24/2007,A-1-4,May ,2007,,,
5/24/2007,A-1-5,May ,2007,9.96,0,1.01
5/24/2007,A-2-1,May ,2007,8.81,0,19.54
5/24/2007,A-2-2,May ,2007,22.63,0,4
5/24/2007,A-2-3,May ,2007,17.52,0,0
5/24/2007,A-2-4,May ,2007,23.6,-2.65,0
5/24/2007,A-2-5,May ,2007,26.11,0,1.48
5/24/2007,A-3-1,May ,2007,13.43,0,0.8
5/24/2007,A-3-2,May ,2007,13.42,0,1.33
5/24/2007,A-3-3,May ,2007,1.51,-16,0
5/24/2007,A-3-4,May ,2007,7.55,0,0
5/24/2007,A-3-5,May ,2007,27.54,0,7.5
5/24/2007,A-4-1,May ,2007,23.9,0,0
5/24/2007,A-4-2,May ,2007,26.22,0,0.77
5/24/2007,A-4-3,May ,2007,25.59,-2.54,0.83
5/24/2007,A-4-4,May ,2007,44.5,0,10.25
5/24/2007,A-4-5,May ,2007,16.99,0,0
5/24/2007,B-1-1,May ,2007,9.24,-13.71,-0.35
5/24/2007,B-1-2,May ,2007,11.69,0,0
5/24/2007,B-1-3,May ,2007,4.51,-18.09,-0.27
5/24/2007,B-1-4,May ,2007,9.51,0,0
5/24/2007,B-1-5,May ,2007,12.37,0,0
5/24/2007,B-2-1,May ,2007,13.72,-4.82,0
5/24/2007,B-2-2,May ,2007,6.09,0,0
5/24/2007,B-2-3,May ,2007,13.69,-2.51,0
5/24/2007,B-2-4,May ,2007,5.52,0,0
5/24/2007,B-2-5,May ,2007,,,
