DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,PLOT,REPLICATE,BURN,MOW,NUTRIENT,LVGRASS,FORBS,CUYRDD,PRYRDD,WOODY,COMMENTS
PBB01,1,2001,10,17,45,b,b,m,n,63.1,0,13.63,0,0,
PBB01,1,2001,10,17,46,a,b,m,c,12.29,0,14.87,0,0,
PBB01,1,2001,10,17,46,b,b,m,c,11.85,0.14,16.52,0,0,
PBB01,1,2001,10,17,47,a,b,m,p,31.2,0,9.65,0,0,
PBB01,1,2001,10,17,47,b,b,m,p,40.46,0,11.56,0,0,
PBB01,1,2001,10,17,48,a,b,m,n+p,82.23,0.43,17.62,0,0,
PBB01,1,2001,10,17,48,b,b,m,n+p,11.03,0,23.67,0,0,
PBB01,1,2001,10,17,49,a,b,m,n+p,36.64,0.02,31.58,0,0,
PBB01,1,2001,10,17,49,b,b,m,n+p,32.6,0,21.61,0,0,
PBB01,1,2001,10,17,50,a,b,m,n,28.14,0.04,15.84,0,0,
PBB01,1,2001,10,17,50,b,b,m,n,45.6,0,15.99,0,0,
PBB01,1,2001,10,17,51,a,b,m,p,11.81,0.03,16.46,0,0,
PBB01,1,2001,10,17,51,b,b,m,p,9.03,0.01,15.23,0,0,
PBB01,1,2001,10,17,52,a,b,m,c,.,.,.,.,.,missing
PBB01,1,2001,10,17,52,b,b,m,c,19.14,0,9.84,0,0,
PBB01,1,2001,10,17,53,a,b,u,n+p,95.06,0,32.55,0,0,
PBB01,1,2001,10,17,53,b,b,u,n+p,95.19,0,25.36,0,0,
PBB01,1,2001,10,17,54,a,b,u,n,70.95,0,14.51,0,0,
PBB01,1,2001,10,17,54,b,b,u,n,130.85,1.03,33.2,0,0,
PBB01,1,2001,10,17,55,a,b,u,p,12.36,0.16,26.92,0,0,
PBB01,1,2001,10,17,55,b,b,u,p,5.04,2.05,31.01,0,0,
PBB01,1,2001,10,17,56,a,b,u,c,13.9,0.26,30.5,0,0,
PBB01,1,2001,10,17,56,b,b,u,c,5.27,1.21,31.86,0,0,
PBB01,1,2001,10,17,57,a,u,u,c,15.31,9.14,20.07,52.93,0,
PBB01,1,2001,10,17,57,b,u,u,c,3.54,26.29,11.96,15.86,7.19,
PBB01,1,2001,10,17,58,a,u,u,n+p,16.49,7.88,38.35,88.68,0,
PBB01,1,2001,10,17,58,b,u,u,n+p,2.62,29.28,6.45,71.88,0,
PBB01,1,2001,10,17,59,a,u,u,p,4.15,16.6,12.64,70.4,0,
PBB01,1,2001,10,17,59,b,u,u,p,11.68,11.55,17.55,35.39,0,
PBB01,1,2001,10,17,60,a,u,u,n,0,112.01,0,151.99,57.52,
PBB01,1,2001,10,17,60,b,u,u,n,10.82,49.38,5.67,132.45,0,
PBB01,1,2001,10,17,61,a,u,m,c,8.43,1.9,5.41,6.5,0,
PBB01,1,2001,10,17,61,b,u,m,c,12.87,0.24,11.01,7.02,0,
PBB01,1,2001,10,17,62,a,u,m,n+p,32.7,0,10.9,22.61,0,
PBB01,1,2001,10,17,62,b,u,m,n+p,37.2,0,12.45,18.53,0,
PBB01,1,2001,10,17,63,a,u,m,p,14.69,0.09,10.09,16.96,0,
PBB01,1,2001,10,17,63,b,u,m,p,28.21,0,11.13,8.78,0,
PBB01,1,2001,10,17,64,a,u,m,n,32.21,0,16.96,10.21,0,
PBB01,1,2001,10,17,64,b,u,m,n,89.02,0,6.38,49.18,0,grass=B.bladhii
PBB01,1,2002,6,27,5,a,u,m,n,21.96,10.68,0,32.25,0,lvgrass=live+current year's dead; CUYRDD is not sorted-it will be added to LVGRASS
PBB01,1,2002,6,27,5,b,u,m,n,17.09,7.25,0,19.14,0,
PBB01,1,2002,6,27,6,a,u,m,c,13.98,2.64,0,9.85,0,all B. bladhii
PBB01,1,2002,6,27,6,b,u,m,c,14.01,3.03,0,18.67,0,
PBB01,1,2002,6,27,7,a,u,m,p,29.33,0.01,0,8.24,0,
PBB01,1,2002,6,27,7,b,u,m,p,35.72,0.94,0,26.07,0,
PBB01,1,2002,6,27,8,a,u,m,n+p,45.92,3.85,0,86.58,0,some B. bladhii
PBB01,1,2002,6,27,8,b,u,m,n+p,49.95,2.29,0,53.89,0,
PBB01,1,2002,6,27,9,a,b,m,c,19.66,0,0,0,0,all B. bladhii
PBB01,1,2002,6,27,9,b,b,m,c,15.97,3.01,0,0,0,all B. bladhii
PBB01,1,2002,6,27,10,a,b,m,p,10.86,2.24,0,0,0,mostly B. bladhii
PBB01,1,2002,6,27,10,b,b,m,p,11.82,6.8,0,0,0,mostly B. bladhii
PBB01,1,2002,6,27,11,a,b,m,n+p,35.19,0,0,0,0,
PBB01,1,2002,6,27,11,b,b,m,n+p,37.09,0.23,0,0,0,
PBB01,1,2002,6,27,12,a,b,m,n,32.19,2.28,0,0,0,all B. bladhii
PBB01,1,2002,6,27,12,b,b,m,n,20.86,0.07,0,0,0,some B. bladhii
PBB01,1,2002,6,27,21,a,u,m,n+p,33.53,0.65,0,41.64,0,
PBB01,1,2002,6,27,21,b,u,m,n+p,74.28,0,0,92.46,0,
PBB01,1,2002,6,27,22,a,u,m,n,73.96,0.05,0,49.31,0,
PBB01,1,2002,6,27,22,b,u,m,n,22.87,0.59,0,53.18,0,
PBB01,1,2002,6,27,23,a,u,m,p,25.34,0.18,0,21.47,0,
PBB01,1,2002,6,27,23,b,u,m,p,27.34,4.08,0,46.7,0,
PBB01,1,2002,6,27,24,a,u,m,c,16.44,1.36,0,27.28,0,
PBB01,1,2002,6,27,24,b,u,m,c,21.08,4.68,0,17.11,0,
PBB01,1,2002,6,27,29,a,b,m,c,33.85,0.69,0,0,0,
PBB01,1,2002,6,27,29,b,b,m,c,12.75,0,0,0,0,
PBB01,1,2002,6,27,30,a,b,m,n+p,50.89,2.89,0,0,0,
PBB01,1,2002,6,27,30,b,b,m,n+p,50.97,5.08,0,0,0,
PBB01,1,2002,6,27,31,a,b,m,p,19.14,0,0,0,0,
PBB01,1,2002,6,27,31,b,b,m,p,13.2,2.57,0,0,0,
PBB01,1,2002,6,27,32,a,b,m,n,45.59,1.84,0,0,0,
PBB01,1,2002,6,27,32,b,b,m,n,51.01,0.24,0,0,0,
PBB01,1,2002,6,27,33,a,u,m,n+p,49.99,0.15,0,71.59,0,
PBB01,1,2002,6,27,33,b,u,m,n+p,50.88,0,0,68.66,0,
PBB01,1,2002,6,27,34,a,u,m,c,15.66,0.83,0,11.97,0,
PBB01,1,2002,6,27,34,b,u,m,c,32.22,0.6,0,32.2,0,
PBB01,1,2002,6,27,35,a,u,m,p,26.34,0.83,0,29.51,0,some B. bladhii
PBB01,1,2002,6,27,35,b,u,m,p,28.45,0,0,48.68,0,some B. bladhii
PBB01,1,2002,6,27,36,a,u,m,n,16.61,0,0,75.45,0,some B. bladhii
PBB01,1,2002,6,27,36,b,u,m,n,65.23,0,0,48.63,0,some B. bladhii
PBB01,1,2002,6,27,45,a,b,m,n,44.58,0.12,0,0,0,some B. bladhii
PBB01,1,2002,6,27,45,b,b,m,n,63.38,0,0,0,0,some B. bladhii
PBB01,1,2002,6,27,46,a,b,m,c,27.3,0.02,0,0,0,some B. bladhii
PBB01,1,2002,6,27,46,b,b,m,c,20.42,1.04,0,0,0,some B. bladhii
PBB01,1,2002,6,27,47,a,b,m,p,41.21,0.27,0,0,0,all B. bladhii
PBB01,1,2002,6,27,47,b,b,m,p,22.04,7.93,0,0,0,mostly B. bladhii
PBB01,1,2002,6,27,48,a,b,m,n+p,29.88,0,0,0,0,mostly B. bladhii
PBB01,1,2002,6,27,48,b,b,m,n+p,48.4,0,0,0,0,mostly B. bladhii
PBB01,1,2002,6,27,49,a,b,m,n+p,40.78,0.15,0,0,0,
PBB01,1,2002,6,27,49,b,b,m,n+p,62.18,0.01,0,0,0,
PBB01,1,2002,6,27,50,a,b,m,n,34.05,12.29,0,0,0,
PBB01,1,2002,6,27,50,b,b,m,n,43.01,0,0,0,0,
PBB01,1,2002,6,27,51,a,b,m,p,25.3,10.75,0,0,0,
PBB01,1,2002,6,27,51,b,b,m,p,21.94,0.11,0,0,0,
PBB01,1,2002,6,27,52,a,b,m,c,23.95,0,0,0,0,
PBB01,1,2002,6,27,52,b,b,m,c,11.68,0,0,0,0,
PBB01,1,2002,6,27,61,a,u,m,c,20.21,1.94,0,12.16,0,
PBB01,1,2002,6,27,61,b,u,m,c,18.59,1.52,0,17.7,0,
PBB01,1,2002,6,27,62,a,u,m,n+p,53.12,0,0,63.72,0,
PBB01,1,2002,6,27,62,b,u,m,n+p,27.34,0,0,33.22,0,
PBB01,1,2002,6,27,63,a,u,m,p,24.07,0.57,0,21.32,0,
PBB01,1,2002,6,27,63,b,u,m,p,25.65,1.92,0,29.85,0,
PBB01,1,2002,6,27,64,a,u,m,n,47.52,0.01,0,41.22,0,mostly B. bladhii;forb=<0.01
PBB01,1,2002,6,27,64,b,u,m,n,28.51,0,0,79.87,0,
PBB01,1,2002,11,6,41,a,b,u,n,69.64,0,0,0,0,
PBB01,1,2002,11,6,41,b,b,u,n,73.11,0,0,0,0,
PBB01,1,2002,11,6,42,a,b,u,c,47.67,0,0,0,0,
PBB01,1,2002,11,6,42,b,b,u,c,30.61,0.48,0,0,0,
PBB01,1,2002,11,6,43,a,b,u,p,32.77,0.13,0,0,0,some B. bladhii
PBB01,1,2002,11,6,43,b,b,u,p,26.46,0.44,0,0,0,
PBB01,1,2002,11,6,44,a,b,u,n+p,49.89,0.6,0,0,0,
PBB01,1,2002,11,6,44,b,b,u,n+p,74.22,0,0,0,0,
PBB01,1,2002,11,6,45,a,b,m,n,66.93,0,0,0,0,some B. bladhii
PBB01,1,2002,11,6,45,b,b,m,n,67.32,0.04,0,0,0,some B. bladhii
PBB01,1,2002,11,6,46,a,b,m,c,19.96,0,0,0,0,mostly B. bladhii
PBB01,1,2002,11,6,46,b,b,m,c,18.5,0,0,0,0,mostly B. bladhii
PBB01,1,2002,11,6,47,a,b,m,p,40.84,0,0,0,0,all B. bladhii
PBB01,1,2002,11,6,47,b,b,m,p,27.67,2.15,0,0,0,mostly B. bladhii
PBB01,1,2002,11,6,48,a,b,m,n+p,24.23,0,0,0,0,some B. bladhii
PBB01,1,2002,11,6,48,b,b,m,n+p,34.9,0,0,0,0,all B. bladhii
PBB01,1,2002,11,6,49,a,b,m,n+p,29.59,0,0,0,0,some B. bladhii
PBB01,1,2002,11,6,49,b,b,m,n+p,44.27,0,0,0,0,all B. bladhii
PBB01,1,2002,11,6,50,a,b,m,n,37.3,0,0,0,0,some B. bladhii
PBB01,1,2002,11,6,50,b,b,m,n,54.49,0,0,0,0,some B. bladhii
PBB01,1,2002,11,6,51,a,b,m,p,19.92,0.08,0,0,0,mostly B. bladhii
PBB01,1,2002,11,6,51,b,b,m,p,17.66,0.48,0,0,0,some B. bladhii
PBB01,1,2002,11,6,52,a,b,m,c,32.23,0,0,0,0,all B. bladhii
PBB01,1,2002,11,6,52,b,b,m,c,24.7,0,0,0,0,all B. bladhii
PBB01,1,2002,11,6,53,a,b,u,n+p,8.81,0,0,0,0,
PBB01,1,2002,11,6,53,b,b,u,n+p,18.09,0.13,0,0,0,forb=lvs only
PBB01,1,2002,11,6,54,a,b,u,n,59.5,0,0,0,0,
PBB01,1,2002,11,6,54,b,b,u,n,16.6,0,0,0,0,
PBB01,1,2002,11,6,55,a,b,u,p,44.98,2.25,0,0,0,
PBB01,1,2002,11,6,55,b,b,u,p,35.58,0.31,0,0,0,
PBB01,1,2002,11,6,56,a,b,u,c,42.41,1.17,0,0,0,
PBB01,1,2002,11,6,56,b,b,u,c,27.91,0,0,0,0,
PBB01,1,2002,11,7,1,a,u,u,n,22.41,0.87,0,43.5,0,
PBB01,1,2002,11,7,1,b,u,u,n,6.64,0.11,0,52.98,0,
PBB01,1,2002,11,7,2,a,u,u,c,13,1.04,0,26.38,0,
PBB01,1,2002,11,7,2,b,u,u,c,19.58,0.01,0,51.13,0,
PBB01,1,2002,11,7,3,a,u,u,p,29.55,22.85,0,92.4,0,
PBB01,1,2002,11,7,3,b,u,u,p,17.27,15.49,0,63.73,0,
PBB01,1,2002,11,7,4,a,u,u,n+p,25.2,0.72,0,47.4,0,
PBB01,1,2002,11,7,4,b,u,u,n+p,1.15,77.92,0,108.69,0,
PBB01,1,2002,11,7,5,a,u,m,n,37.5,0,0,15.11,0,
PBB01,1,2002,11,7,5,b,u,m,n,12.26,0,0,17.77,0,
PBB01,1,2002,11,7,6,a,u,m,c,20.49,0.56,0,13.96,0,
PBB01,1,2002,11,7,6,b,u,m,c,26.98,0.49,0,5.83,0,
PBB01,1,2002,11,7,7,a,u,m,p,36.05,0.01,0,15.19,0,B. bladhii
PBB01,1,2002,11,7,7,b,u,m,p,30.93,0,0,26.63,0,B. bladhii
PBB01,1,2002,11,7,8,a,u,m,n+p,45.73,0,0,21.18,0,B. bladhii
PBB01,1,2002,11,7,8,b,u,m,n+p,22.26,0,0,17.42,0,B. bladhii
PBB01,1,2002,11,7,9,a,b,m,c,18.48,0.19,0,0,0,mostly B. bladhii
PBB01,1,2002,11,7,9,b,b,m,c,38.66,0.07,0,0,0,mostly B. bladhii
PBB01,1,2002,11,7,10,a,b,m,p,14.94,1.03,0,0,0,
PBB01,1,2002,11,7,10,b,b,m,p,16.65,3.05,0,0,0,mostly B. bladhii
PBB01,1,2002,11,7,11,a,b,m,n+p,34.88,0,0,0,0,
PBB01,1,2002,11,7,11,b,b,m,n+p,37.54,0,0,0,0,
PBB01,1,2002,11,7,12,a,b,m,n,57.78,0,0,0,0,all B. bladhii
PBB01,1,2002,11,7,12,b,b,m,n,85.59,0,0,0,0,all B. bladhii
PBB01,1,2002,11,7,13,a,b,u,c,15.09,0.52,0,0,0,
PBB01,1,2002,11,7,13,b,b,u,c,21.83,0.54,0,0,0,
PBB01,1,2002,11,7,14,a,b,u,p,32.95,0.74,0,0,0,
PBB01,1,2002,11,7,14,b,b,u,p,26.74,1.69,0,0,0,
PBB01,1,2002,11,7,15,a,b,u,n+p,50.39,0,0,0,0,
PBB01,1,2002,11,7,15,b,b,u,n+p,69.93,1.17,0,0,0,
PBB01,1,2002,11,7,16,a,b,u,n,81.28,2.08,0,0,0,
PBB01,1,2002,11,7,16,b,b,u,n,26.65,0,0,0,0,
PBB01,1,2002,11,7,17,a,u,u,n+p,36.05,49.56,0,147.72,0,
PBB01,1,2002,11,7,17,b,u,u,n+p,52.71,107.92,0,116.5,0,
PBB01,1,2002,11,7,18,a,u,u,n,0.8,0.19,0,88.34,0,
PBB01,1,2002,11,7,18,b,u,u,n,11.3,1.11,0,9.98,0,
PBB01,1,2002,11,7,19,a,u,u,p,8.39,11.31,0,53.16,0,
PBB01,1,2002,11,7,19,b,u,u,p,20.1,5.87,0,28.22,0,
PBB01,1,2002,11,7,20,a,u,u,c,33.37,3.69,0,59.32,0,
PBB01,1,2002,11,7,20,b,u,u,c,10.15,5.87,0,64.04,0,
PBB01,1,2002,11,7,21,a,u,m,n+p,18.59,1.68,0,46.2,0,
PBB01,1,2002,11,7,21,b,u,m,n+p,36.97,0,0,35.27,0,
PBB01,1,2002,11,7,22,a,u,m,n,20.9,0,0,23.64,0,
PBB01,1,2002,11,7,22,b,u,m,n,40,0,0,18.3,0,
PBB01,1,2002,11,7,23,a,u,m,p,29.1,0.01,0,17.85,0,
PBB01,1,2002,11,7,23,b,u,m,p,35.95,0,0,12.16,0,
PBB01,1,2002,11,7,24,a,u,m,c,24.39,0.48,0,13,0,
PBB01,1,2002,11,7,24,b,u,m,c,29.1,0.43,0,21.36,0,
PBB01,1,2002,11,7,25,a,b,u,c,23.73,5.24,0,0,0,
PBB01,1,2002,11,7,25,b,b,u,c,29.52,0.58,0,0,0,
PBB01,1,2002,11,7,26,a,b,u,n+p,110.03,0,0,0,0,
PBB01,1,2002,11,7,26,b,b,u,n+p,22.89,2.37,0,0,0,
PBB01,1,2002,11,7,27,a,b,u,p,27.32,2.56,0,0,0,
PBB01,1,2002,11,7,27,b,b,u,p,40.49,2.28,0,0,0,
PBB01,1,2002,11,7,28,a,b,u,n,67.44,0,0,0,0,
PBB01,1,2002,11,7,28,b,b,u,n,95.01,0,0,0,0,
PBB01,1,2002,11,7,29,a,b,m,c,36.81,0.6,0,0,0,all B. bladhii
PBB01,1,2002,11,7,29,b,b,m,c,49.24,1.11,0,0,0,
PBB01,1,2002,11,7,30,a,b,m,n+p,25.03,0,0,0,0,
PBB01,1,2002,11,7,30,b,b,m,n+p,33.65,0,0,0,0,some B. bladhii
PBB01,1,2002,11,7,31,a,b,m,p,46.21,0,0,0,0,mostly B. bladhii
PBB01,1,2002,11,7,31,b,b,m,p,19.24,0,0,0,0,mostly B. bladhii
PBB01,1,2002,11,7,32,a,b,m,n,29.18,0,0,0,0,mostly B. bladhii
PBB01,1,2002,11,7,32,b,b,m,n,64.59,0,0,0,0,B. bladhii
PBB01,1,2002,11,7,33,a,u,m,n+p,24.4,0,0,41.78,0,
PBB01,1,2002,11,7,33,b,u,m,n+p,47.99,0.01,0,36.91,0,
PBB01,1,2002,11,7,34,a,u,m,c,19.32,0.13,0,15.3,0,some B. bladhii
PBB01,1,2002,11,7,34,b,u,m,c,23.19,0,0,15.18,0,
PBB01,1,2002,11,7,35,a,u,m,p,18.61,0.2,0,9.62,0,
PBB01,1,2002,11,7,35,b,u,m,p,44.07,0,0,22.44,0,
PBB01,1,2002,11,7,36,a,u,m,n,39.78,0,0,48.88,0,
PBB01,1,2002,11,7,36,b,u,m,n,55.77,0,0,24.66,0,
PBB01,1,2002,11,7,37,a,u,u,n+p,10.15,112.95,0,111.48,0,
PBB01,1,2002,11,7,37,b,u,u,n+p,0.01,35.06,0,137.19,0,
PBB01,1,2002,11,7,38,a,u,u,c,33.55,0,0,44.01,3.57,
PBB01,1,2002,11,7,38,b,u,u,c,33.31,0.45,0,44.58,0,forb=lvs only
PBB01,1,2002,11,7,39,a,u,u,p,37.46,0,0,48.93,0,
PBB01,1,2002,11,7,39,b,u,u,p,35.84,2.35,0,70.43,0,
PBB01,1,2002,11,7,40,a,u,u,n,24.08,0,0,31.56,0,
PBB01,1,2002,11,7,40,b,u,u,n,11.75,0,0,103.62,0,
PBB01,1,2002,11,7,57,a,u,u,c,14.72,0,0,62.31,0.81,wdy=lvs only
PBB01,1,2002,11,7,57,b,u,u,c,27.37,0,0,47.45,0,
PBB01,1,2002,11,7,58,a,u,u,n+p,17.77,0,0,69.91,7.89,
PBB01,1,2002,11,7,58,b,u,u,n+p,5.48,0.09,0,37.57,0,
PBB01,1,2002,11,7,59,a,u,u,p,36.49,0,0,63.3,0,
PBB01,1,2002,11,7,59,b,u,u,p,27.92,0,0,77.23,19.62,
PBB01,1,2002,11,7,60,a,u,u,n,45.19,0,0,153.2,8.85,
PBB01,1,2002,11,7,60,b,u,u,n,4.92,90.69,0,98.75,0,
PBB01,1,2002,11,7,61,a,u,m,c,23.03,0.24,0,19.12,0,
PBB01,1,2002,11,7,61,b,u,m,c,17.31,0.61,0,10.63,0,
PBB01,1,2002,11,7,62,a,u,m,n+p,27.24,0.02,0,50.5,0,
PBB01,1,2002,11,7,62,b,u,m,n+p,25.36,0.01,0,34.3,0,
PBB01,1,2002,11,7,63,a,u,m,p,21.23,0.25,0,17.55,0,
PBB01,1,2002,11,7,63,b,u,m,p,22,0.34,0,23.93,0,
PBB01,1,2002,11,7,64,a,u,m,n,70.63,0,0,5.02,0,
PBB01,1,2002,11,7,64,b,u,m,n,27.53,0,0,29.36,0,
PBB01,1,2003,6,20,5,a,u,m,n,29.85,1.18,0,33.26,0,
PBB01,1,2003,6,20,5,b,u,m,n,24.64,0.47,0,26.94,0,
PBB01,1,2003,6,20,6,a,u,m,c,17.65,0.87,0,10.18,0,
PBB01,1,2003,6,20,6,b,u,m,c,25.1,0.35,0,23.61,0,
PBB01,1,2003,6,20,7,a,u,m,p,26.02,0.04,0,25.24,0,
PBB01,1,2003,6,20,7,b,u,m,p,16.22,0.26,0,34.94,0,
PBB01,1,2003,6,20,8,a,u,m,n+p,33.75,2.22,0,35.01,0,
PBB01,1,2003,6,20,8,b,u,m,n+p,41.52,0.16,0,55.75,0,
PBB01,1,2003,6,20,9,a,b,m,c,16.69,0.64,0,0,0,
PBB01,1,2003,6,20,9,b,b,m,c,14.46,0.17,0,0,0,
PBB01,1,2003,6,20,10,a,b,m,p,12.52,1.85,0,0,0,
PBB01,1,2003,6,20,10,b,b,m,p,9.24,1.24,0,0,0,
PBB01,1,2003,6,20,11,a,b,m,n+p,47.62,0.01,0,0,0,
PBB01,1,2003,6,20,11,b,b,m,n+p,44.36,0.23,0,0,0,
PBB01,1,2003,6,20,12,a,b,m,n,47.77,0,0,0,0,
PBB01,1,2003,6,20,12,b,b,m,n,26.23,0.22,0,0,0,
PBB01,1,2003,6,20,21,a,u,m,n+p,28.54,0.63,0,38.17,0,
PBB01,1,2003,6,20,21,b,u,m,n+p,30.3,0.39,0,36.81,0,
PBB01,1,2003,6,20,22,a,u,m,n,32.17,0.02,0,33.05,0,
PBB01,1,2003,6,20,22,b,u,m,n,26.28,0.6,0,32.63,0,
PBB01,1,2003,6,20,23,a,u,m,p,21.78,0.14,0,13.73,0,
PBB01,1,2003,6,20,23,b,u,m,p,26.56,0.61,0,17.37,0,
PBB01,1,2003,6,20,24,a,u,m,c,36.96,1.72,0,30.5,0,
PBB01,1,2003,6,20,24,b,u,m,c,32.8,1.78,0,20.64,0,
PBB01,1,2003,6,20,29,a,b,m,c,17.57,0.14,0,0,0,some B.bladhii
PBB01,1,2003,6,20,29,b,b,m,c,18.96,5.36,0,0,0,some B.bladhii
PBB01,1,2003,6,20,30,a,b,m,n+p,33.69,2.57,0,0,0,some B.bladhii
PBB01,1,2003,6,20,30,b,b,m,n+p,42.58,1.04,0,0,0,some B.bladhii
PBB01,1,2003,6,20,31,a,b,m,p,18.55,1.28,0,0,0,some B.bladhii
PBB01,1,2003,6,20,31,b,b,m,p,11.37,0.01,0,0,0,forb=less than 0.01; some B.bladhii
PBB01,1,2003,6,20,32,a,b,m,n,23.59,1.71,0,0,0,some B.bladhii
PBB01,1,2003,6,20,32,b,b,m,n,40.88,5.24,0,0,0,some B.bladhii
PBB01,1,2003,6,20,33,a,u,m,n+p,26,0.83,0,36.51,0,
PBB01,1,2003,6,20,33,b,u,m,n+p,42.1,5.45,0,31.17,0,
PBB01,1,2003,6,20,34,a,u,m,c,23.68,0.02,0,7.99,0,
PBB01,1,2003,6,20,34,b,u,m,c,11.45,2.59,0,16.13,0,
PBB01,1,2003,6,20,35,a,u,m,p,20.41,0.01,0,19.82,0,
PBB01,1,2003,6,20,35,b,u,m,p,5.2,0.78,0,9.87,0,
PBB01,1,2003,6,20,36,a,u,m,n,13.96,3.78,0,43.16,0,
PBB01,1,2003,6,20,36,b,u,m,n,17.58,0.44,0,74.6,0,
PBB01,1,2003,6,20,45,a,b,m,n,57.2,0.05,0,0,0,some B.bladhii
PBB01,1,2003,6,20,45,b,b,m,n,47.42,0,0,0,0,mostly B.bladhii
PBB01,1,2003,6,20,46,a,b,m,c,22.76,0,0,0,0,B.bladhii
PBB01,1,2003,6,20,46,b,b,m,c,21.82,3.79,0,0,0,B.bladhii
PBB01,1,2003,6,20,47,a,b,m,p,25.32,0.08,0,0,0,B.bladhii
PBB01,1,2003,6,20,47,b,b,m,p,14,1.68,0,0,0,B.bladhii
PBB01,1,2003,6,20,48,a,b,m,n+p,25.05,3.39,0,0,0,B.bladhii
PBB01,1,2003,6,20,48,b,b,m,n+p,47.99,0,0,0,0,B.bladhii
PBB01,1,2003,6,20,49,a,b,m,n+p,36.25,0.01,0,0,0,
PBB01,1,2003,6,20,49,b,b,m,n+p,38.67,1.87,0,0,0,
PBB01,1,2003,6,20,50,a,b,m,n,57.67,0,0,0,0,
PBB01,1,2003,6,20,50,b,b,m,n,31.4,0,0,0,0,
PBB01,1,2003,6,20,51,a,b,m,p,11.17,0,0,0,0,
PBB01,1,2003,6,20,51,b,b,m,p,18.17,0,0,0,0,
PBB01,1,2003,6,20,52,a,b,m,c,16.16,0,0,0,0,
PBB01,1,2003,6,20,52,b,b,m,c,13.17,0.02,0,0,0,
PBB01,1,2003,6,20,61,a,u,m,c,28.43,0.12,0,16.21,0,
PBB01,1,2003,6,20,61,b,u,m,c,20.9,1.17,0,18.49,0,
PBB01,1,2003,6,20,62,a,u,m,n+p,56.4,2.79,0,64.07,0,
PBB01,1,2003,6,20,62,b,u,m,n+p,33.55,4.61,0,112.2,0,
PBB01,1,2003,6,20,63,a,u,m,p,18.89,0.4,0,9.08,0,
PBB01,1,2003,6,20,63,b,u,m,p,19.57,2.82,0,14.72,0,
PBB01,1,2003,6,20,64,a,u,m,n,25.67,2.6,0,40.91,0,
PBB01,1,2003,6,20,64,b,u,m,n,45.78,0.07,0,29.38,0,
PBB01,1,2003,9,19,1,a,u,u,n,15.16,2.25,0,103.27,0,
PBB01,1,2003,9,19,1,b,u,u,n,28.09,2.43,0,51.41,0,
PBB01,1,2003,9,19,2,a,u,u,c,11.71,8.76,0,20.1,0,
PBB01,1,2003,9,19,2,b,u,u,c,36.34,6.33,0,33.85,0,
PBB01,1,2003,9,19,3,a,u,u,p,24.09,0,0,91.49,0,
PBB01,1,2003,9,19,3,b,u,u,p,6.89,28.64,0,60.33,0,
PBB01,1,2003,9,19,4,a,u,u,n+p,38.34,0,0,68.85,28.33,
PBB01,1,2003,9,19,4,b,u,u,n+p,0,0,0,76.33,60.49,
PBB01,1,2003,9,19,5,a,u,m,n,24.86,0,0,16.6,0,
PBB01,1,2003,9,19,5,b,u,m,n,18.26,0,0,18.04,0,
PBB01,1,2003,9,19,6,a,u,m,c,18.33,0.05,0,17.52,0,B.bladhii
PBB01,1,2003,9,19,6,b,u,m,c,14.43,0.04,0,11.67,0,B.bladhii
PBB01,1,2003,9,19,7,a,u,m,p,71.27,0,0,53.89,0,B.bladhii
PBB01,1,2003,9,19,7,b,u,m,p,24.75,0,0,21.85,0,B.bladhii
PBB01,1,2003,9,19,8,a,u,m,n+p,73.36,0.02,0,66.18,0,B.bladhii
PBB01,1,2003,9,19,8,b,u,m,n+p,25.08,6.26,0,26.25,0,some B.bladhii
PBB01,1,2003,9,19,9,a,b,m,c,29.83,0,0,0,0,B.bladhii
PBB01,1,2003,9,19,9,b,b,m,c,6.93,0.28,0,0,0,B.bladhii
PBB01,1,2003,9,19,10,a,b,m,p,12.11,0.16,0,0,0,B.bladhii
PBB01,1,2003,9,19,10,b,b,m,p,9.7,1.72,0,0,0,B.bladhii
PBB01,1,2003,9,19,11,a,b,m,n+p,21.08,0.74,0,0,0,B.bladhii
PBB01,1,2003,9,19,11,b,b,m,n+p,24.67,0.07,0,0,0,B.bladhii
PBB01,1,2003,9,19,12,a,b,m,n,58.88,0,0,0,0,B.bladhii
PBB01,1,2003,9,19,12,b,b,m,n,41.58,0,0,0,0,B.bladhii
PBB01,1,2003,9,19,13,a,b,u,c,7.58,2.33,0,0,0,some B.bladhii
PBB01,1,2003,9,19,13,b,b,u,c,17.73,2.94,0,0,0,some B.bladhii
PBB01,1,2003,9,19,14,a,b,u,p,35.92,17.31,0,0,0,
PBB01,1,2003,9,19,14,b,b,u,p,35.12,12.25,0,0,0,
PBB01,1,2003,9,19,15,a,b,u,n+p,60.34,0,0,0,0,
PBB01,1,2003,9,19,15,b,b,u,n+p,114.19,16.51,0,0,0,
PBB01,1,2003,9,19,16,a,b,u,n,109.95,1.79,0,0,0,
PBB01,1,2003,9,19,16,b,b,u,n,72.72,4.51,0,0,0,
PBB01,1,2003,9,19,17,a,u,u,n+p,1.4,78.45,0,87.54,0,
PBB01,1,2003,9,19,17,b,u,u,n+p,38.11,25.08,0,107.96,0,
