Date,Site,Treatment,Growth Form,Species,Tissue,Biomass Categroy,B1Q1,B1Q2,B1Q3,B1Q4,B1Q5,B1Q6,B1Q7,B1Q8,B2Q1,B2Q2,B2Q3,B2Q4,B2Q5,B2Q6,B2Q7,B2Q8,B3Q1,B3Q2,B3Q3,B3Q4,B3Q5,B3Q6,B3Q7,B3Q8,B4Q1,B4Q2,B4Q3,B4Q4,B4Q5,B4Q6,B4Q7,B4Q8,Average,Std. Err.,Count,B1Q1gm2,B1Q2gm2,B1Q3gm2,B1Q4gm2,B1Q5gm2,B1Q6gm2,B1Q7gm2,B2Q1gm2,B2Q2gm2,B2Q3gm2,B2Q4gm2,B2Q5gm2,B2Q6gm2,B2Q7gm2,B3Q1gm2,B3Q2gm2,B3Q3gm2,B3Q4gm2,B3Q5gm2,B3Q6gm2,B3Q7gm2,B4Q1gm2,B4Q2gm2,B4Q3gm2,B4Q4gm2,B4Q5gm2,B4Q6gm2,B4Q7gm2,Average g/m^2,StdERR g/m^2,Count  g/m^2,Species Comments,Comments
26-Jul-1984,Toolik Tussock 1981 plots,NP,Graminoid,Carex bigelowii,blade,new above,0.428,0.000,1.596,0.000,0.653,.,.,.,0,0.040,0.197,1.085,0.000,.,.,.,0.106,0.000,0.472,0.500,0.000,.,.,.,0.47,0.251,1.208,0.554,0.577,.,.,.,0.407,0.102,20.000,10.7,0,39.9,0,16.325,.,.,0,1,4.925,27.125,0,.,.,2.65,0,11.8,12.5,0,.,.,11.675,6.275,30.2,13.85,14.425,.,.,10.168,2.543,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Graminoid,Carex bigelowii,sheath,new above,0.121,0.000,0.541,0.000,0.140,.,.,.,0,0.097,0.095,0.187,0.000,.,.,.,0.053,0.000,0.081,0.232,0.000,.,.,.,0.36,0.054,0.206,0.220,0.133,.,.,.,0.126,0.031,20.000,3.025,0,13.525,0,3.5,.,.,0,2.425,2.375,4.675,0,.,.,1.325,0,2.025,5.8,0,.,.,8.975,1.35,5.15,5.5,3.325,.,.,3.149,0.776,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Graminoid,Carex bigelowii,rhizome,below,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Graminoid,Carex bigelowii,v0,new above,0.000,0.000,0.105,0.000,0.018,.,.,.,0,0.000,0.031,0.000,0.000,.,.,.,0.000,0.000,0.078,0.000,0.000,.,.,.,0.02,0.011,0.089,0.038,0.014,.,.,.,0.020,0.007,20.000,0,0,2.625,0,0.45,.,.,0,0,0.775,0,0,.,.,0,0,1.95,0,0,.,.,0.5,0.275,2.225,0.95,0.35,.,.,0.505,0.183,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Graminoid,Carex bigelowii,inflorescence,new above,0.000,0.000,0.153,0.000,0.061,.,.,.,0,0.174,0.201,0.708,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.26,0.000,0.433,0.000,0.093,.,.,.,0.104,0.041,20.000,0,0,3.825,0,1.525,.,.,0,4.35,5.025,17.7,0,.,.,0,0,0,0,0,.,.,6.55,0,10.825,0,2.325,.,.,2.606,1.031,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Graminoid,Carex bigelowii,CYS blade,new above,0.004,0.000,0.037,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.003,0.000,0.000,0.000,0.000,.,.,.,0.02,0.000,0.000,0.000,0.000,.,.,.,0.003,0.002,20.000,0.1,0,0.925,0,0,.,.,0,0,0,0,0,.,.,0.075,0,0,0,0,.,.,0.4,0,0,0,0,.,.,0.075,0.049,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Graminoid,Carex bigelowii,CYS sheath,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.02,0.000,0.000,0.000,0.000,.,.,.,0.001,0.001,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.375,0,0,0,0,.,.,0.019,0.019,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Graminoid,Carex bigelowii,infl. bud,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Graminoid,Other sedges,blade,new above,0.000,0.000,0.147,0.163,0.000,.,.,.,0,0.000,0.121,1.401,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.092,0.070,20.000,0,0,3.675,4.075,0,.,.,0,0,3.025,35.025,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,2.290,1.748,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Graminoid,Other sedges,sheath,new above,0.000,0.000,0.034,0.023,0.000,.,.,.,0,0.000,0.024,0.116,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.010,0.006,20.000,0,0,0.85,0.575,0,.,.,0,0,0.6,2.9,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.246,0.151,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Graminoid,Other sedges,rhizome,below,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Graminoid,Other sedges,v0,new above,0.000,0.000,0.014,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.001,0.001,20.000,0,0,0.35,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.018,0.018,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Graminoid,Other sedges,inflorescence,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Graminoid,Other sedges,CYS blade,new above,0.000,0.000,0.000,0.006,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0.15,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.008,0.008,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Graminoid,Other sedges,CYS sheath,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Graminoid,Other sedges,infl. bud,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Deciduous,Betula nana,new leaves,new above,1.159,0.279,0.000,0.000,0.522,.,.,.,0.477,0.776,0.070,0.362,1.763,.,.,.,1.148,0.000,1.129,1.298,0.039,.,.,.,0.05,0.048,0.635,0.795,2.762,.,.,.,0.665,0.161,20.000,28.975,6.975,0,0,13.05,.,.,11.925,19.4,1.75,9.05,44.075,.,.,28.7,0,28.225,32.45,0.975,.,.,1.15,1.2,15.875,19.875,69.05,.,.,16.635,4.027,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Deciduous,Betula nana,new stems,new above,0.610,0.160,0.000,0.000,0.160,.,.,.,0.157,0.339,0.032,0.223,1.003,.,.,.,0.637,0.000,0.421,0.700,0.052,.,.,.,0.00,0.015,0.367,0.437,1.271,.,.,.,0.329,0.081,20.000,15.25,4,0,0,4,.,.,3.925,8.475,0.8,5.575,25.075,.,.,15.925,0,10.525,17.5,1.3,.,.,0.05,0.375,9.175,10.925,31.775,.,.,8.233,2.015,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Deciduous,Betula nana,old stems,old above,2.220,0.503,0.000,0.000,1.306,.,.,.,0.889,2.894,0.060,0.965,8.402,.,.,.,5.691,0.000,2.807,2.058,0.166,.,.,.,1.00,0.061,0.892,2.266,7.014,.,.,.,1.960,0.542,20.000,55.5,12.575,0,0,32.65,.,.,22.225,72.35,1.5,24.125,210.05,.,.,142.275,0,70.175,51.45,4.15,.,.,25.05,1.525,22.3,56.65,175.35,.,.,48.995,13.538,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Deciduous,Betula nana,below stems,below,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Deciduous,Betula nana,inflorescence,new above,0.027,0.000,0.000,0.000,0.000,.,.,.,0.005,0.000,0.000,0.000,0.241,.,.,.,0.000,0.000,0.006,0.000,0.000,.,.,.,0.00,0.000,0.086,0.068,0.006,.,.,.,0.022,0.013,20.000,0.675,0,0,0,0,.,.,0.125,0,0,0,6.025,.,.,0,0,0.15,0,0,.,.,0,0,2.15,1.7,0.15,.,.,0.549,0.318,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Deciduous,Rubus chamaemorus,new leaves,new above,0.790,0.000,0.000,0.000,0.000,.,.,.,0.241,0.537,0.000,0.000,0.582,.,.,.,0.000,0.119,0.366,0.308,0.293,.,.,.,0.10,0.521,0.962,0.000,0.744,.,.,.,0.278,0.070,20.000,19.75,0,0,0,0,.,.,6.025,13.425,0,0,14.55,.,.,0,2.975,9.15,7.7,7.325,.,.,2.5,13.025,24.05,0,18.6,.,.,6.954,1.745,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Deciduous,Rubus chamaemorus,new stems,new above,0.137,0.000,0.000,0.000,0.000,.,.,.,0.069,0.141,0.000,0.000,0.098,.,.,.,0.000,0.022,0.065,0.046,0.027,.,.,.,0.01,0.087,0.143,0.000,0.121,.,.,.,0.048,0.012,20.000,3.425,0,0,0,0,.,.,1.725,3.525,0,0,2.45,.,.,0,0.55,1.625,1.15,0.675,.,.,0.275,2.175,3.575,0,3.025,.,.,1.209,0.305,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Deciduous,Rubus chamaemorus,below stems,below,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Deciduous,Rubus chamaemorus,inflorescence,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.014,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.008,0.000,.,.,.,0.00,0.000,0.039,0.000,0.000,.,.,.,0.003,0.002,20.000,0,0,0,0,0,.,.,0,0.35,0,0,0,.,.,0,0,0,0.2,0,.,.,0,0,0.975,0,0,.,.,0.076,0.051,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Deciduous,Other deciduous,new leaves,new above,0.000,0.000,0.136,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.562,0.000,.,.,.,0.00,0.000,0.000,0.171,0.000,.,.,.,0.043,0.029,20.000,0,0,3.4,0,0,.,.,0,0,0,0,0,.,.,0,0,0,14.05,0,.,.,0,0,0,4.275,0,.,.,1.086,0.732,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Deciduous,Other deciduous,new stems,new above,0.000,0.000,0.036,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.107,0.000,.,.,.,0.00,0.000,0.000,0.020,0.000,.,.,.,0.008,0.006,20.000,0,0,0.9,0,0,.,.,0,0,0,0,0,.,.,0,0,0,2.675,0,.,.,0,0,0,0.5,0,.,.,0.204,0.139,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Deciduous,Other deciduous,old stems,old above,0.000,0.000,0.049,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,2.020,0.000,.,.,.,0.00,0.000,0.000,2.089,0.000,.,.,.,0.208,0.141,20.000,0,0,1.225,0,0,.,.,0,0,0,0,0,.,.,0,0,0,50.5,0,.,.,0,0,0,52.225,0,.,.,5.198,3.531,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Deciduous,Other deciduous,below stems,below,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Deciduous,Other deciduous,inflorescence,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Evergreen,Ledum palustre,old leaves,old above,0.118,0.124,0.217,0.054,0.115,.,.,.,1.315,0.965,1.631,0.843,0.396,.,.,.,0.245,1.045,0.484,0.251,0.632,.,.,.,0.36,1.082,0.524,0.466,0.264,.,.,.,0.557,0.100,20.000,2.95,3.1,5.425,1.35,2.875,.,.,32.875,24.125,40.775,21.075,9.9,.,.,6.125,26.125,12.1,6.275,15.8,.,.,9,27.05,13.1,11.65,6.6,.,.,13.914,2.499,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Evergreen,Ledum palustre,new leaves,new above,0.059,0.225,0.300,0.046,0.151,.,.,.,1.011,1.036,1.464,1.137,0.958,.,.,.,0.583,1.011,1.348,0.312,1.504,.,.,.,0.54,1.612,0.825,0.683,0.133,.,.,.,0.747,0.115,20.000,1.475,5.625,7.5,1.15,3.775,.,.,25.275,25.9,36.6,28.425,23.95,.,.,14.575,25.275,33.7,7.8,37.6,.,.,13.55,40.3,20.625,17.075,3.325,.,.,18.675,2.883,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Evergreen,Ledum palustre,new stems,new above,0.020,0.117,0.096,0.013,0.040,.,.,.,0.236,0.375,0.383,0.316,0.269,.,.,.,0.156,0.290,0.467,0.129,0.541,.,.,.,0.18,0.412,0.283,0.284,0.012,.,.,.,0.231,0.035,20.000,0.5,2.925,2.4,0.325,1,.,.,5.9,9.375,9.575,7.9,6.725,.,.,3.9,7.25,11.675,3.225,13.525,.,.,4.4,10.3,7.075,7.1,0.3,.,.,5.769,0.882,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Evergreen,Ledum palustre,old stems,old above,0.084,0.860,0.362,0.062,0.274,.,.,.,4.619,2.168,2.206,0.389,3.460,.,.,.,0.558,1.703,1.814,0.496,1.964,.,.,.,0.93,2.480,0.881,0.421,0.391,.,.,.,1.306,0.274,20.000,2.1,21.5,9.05,1.55,6.85,.,.,115.475,54.2,55.15,9.725,86.5,.,.,13.95,42.575,45.35,12.4,49.1,.,.,23.175,62,22.025,10.525,9.775,.,.,32.649,6.858,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Evergreen,Ledum palustre,below stems,below,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Evergreen,Ledum palustre,inflorescence,new above,0.000,0.000,0.090,0.013,0.000,.,.,.,0.013,0.000,0.254,0.046,0.000,.,.,.,0.060,0.066,0.000,0.000,0.000,.,.,.,0.06,0.032,0.000,0.000,0.000,.,.,.,0.032,0.013,20.000,0,0,2.25,0.325,0,.,.,0.325,0,6.35,1.15,0,.,.,1.5,1.65,0,0,0,.,.,1.575,0.8,0,0,0,.,.,0.796,0.334,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Evergreen,Vaccinium vitis-idaea,old leaves,old above,0.046,0.071,2.054,0.256,0.000,.,.,.,1.33,2.917,4.572,0.481,1.592,.,.,.,1.428,0.891,1.119,1.611,0.841,.,.,.,1.41,2.143,2.406,1.683,0.000,.,.,.,1.342,0.255,20.000,1.15,1.775,51.35,6.4,0,.,.,33.25,72.925,114.3,12.025,39.8,.,.,35.7,22.275,27.975,40.275,21.025,.,.,35.125,53.575,60.15,42.075,0,.,.,33.558,6.384,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Evergreen,Vaccinium vitis-idaea,new leaves,new above,0.000,0.069,1.122,0.115,0.000,.,.,.,0.167,0.594,1.097,0.056,0.404,.,.,.,0.435,0.372,0.499,0.224,0.874,.,.,.,0.43,0.871,1.792,0.966,0.010,.,.,.,0.505,0.108,20.000,0,1.725,28.05,2.875,0,.,.,4.175,14.85,27.425,1.4,10.1,.,.,10.875,9.3,12.475,5.6,21.85,.,.,10.825,21.775,44.8,24.15,0.25,.,.,12.625,2.693,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Evergreen,Vaccinium vitis-idaea,new stems,new above,0.000,0.014,0.136,0.027,0.000,.,.,.,0.025,0.100,0.094,0.019,0.073,.,.,.,0.074,0.069,0.073,0.073,0.183,.,.,.,0.04,0.170,0.315,0.188,0.004,.,.,.,0.084,0.018,20.000,0,0.35,3.4,0.675,0,.,.,0.625,2.5,2.35,0.475,1.825,.,.,1.85,1.725,1.825,1.825,4.575,.,.,1.1,4.25,7.875,4.7,0.1,.,.,2.101,0.450,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Evergreen,Vaccinium vitis-idaea,old stems,old above,0.010,0.036,0.663,0.098,0.000,.,.,.,0.568,1.245,0.973,0.223,0.755,.,.,.,0.755,0.366,0.329,0.563,0.457,.,.,.,0.66,0.950,0.971,0.583,0.000,.,.,.,0.510,0.083,20.000,0.25,0.9,16.575,2.45,0,.,.,14.2,31.125,24.325,5.575,18.875,.,.,18.875,9.15,8.225,14.075,11.425,.,.,16.475,23.75,24.275,14.575,0,.,.,12.755,2.084,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Evergreen,Vaccinium vitis-idaea,below stems,below,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Evergreen,Vaccinium vitis-idaea,inflorescence,new above,0.000,0.000,0.027,0.000,0.000,.,.,.,0,0.018,0.050,0.000,0.001,.,.,.,0.000,0.000,0.000,0.015,0.000,.,.,.,0.00,0.000,0.000,0.018,0.000,.,.,.,0.006,0.003,20.000,0,0,0.675,0,0,.,.,0,0.45,1.25,0,0.025,.,.,0,0,0,0.375,0,.,.,0,0,0,0.45,0,.,.,0.161,0.073,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Evergreen,Other Evergreen,old leaves,old above,0.061,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.231,0.000,2.486,0.751,0.360,.,.,.,0.03,0.000,0.000,0.000,0.000,.,.,.,0.196,0.127,20.000,1.525,0,0,0,0,.,.,0,0,0,0,0,.,.,5.775,0,62.15,18.775,9,.,.,0.825,0,0,0,0,.,.,4.903,3.184,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Evergreen,Other Evergreen,new leaves,new above,0.024,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.135,0.000,0.381,0.557,0.343,.,.,.,0.02,0.000,0.000,0.000,0.000,.,.,.,0.073,0.036,20.000,0.6,0,0,0,0,.,.,0,0,0,0,0,.,.,3.375,0,9.525,13.925,8.575,.,.,0.575,0,0,0,0,.,.,1.829,0.893,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Evergreen,Other Evergreen,new stems,new above,0.010,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.045,0.000,0.043,0.184,0.072,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.018,0.010,20.000,0.25,0,0,0,0,.,.,0,0,0,0,0,.,.,1.125,0,1.075,4.6,1.8,.,.,0.1,0,0,0,0,.,.,0.448,0.245,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Evergreen,Other Evergreen,old stems,old above,0.029,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.221,0.000,0.253,0.544,0.212,.,.,.,0.04,0.000,0.000,0.000,0.000,.,.,.,0.065,0.031,20.000,0.725,0,0,0,0,.,.,0,0,0,0,0,.,.,5.525,0,6.325,13.6,5.3,.,.,0.875,0,0,0,0,.,.,1.618,0.782,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Evergreen,Other Evergreen,below stems,below,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Evergreen,Other Evergreen,inflorescence,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.019,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.001,0.001,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0.475,0,.,.,0,0,0,0,0,.,.,0.024,0.024,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Forb,Forbs spp. ,new above,new above,0.167,0.430,1.466,0.000,0.000,.,.,.,0,0.432,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.009,0.000,.,.,.,0.00,0.013,0.071,0.318,0.040,.,.,.,0.147,0.076,20.000,4.175,10.75,36.65,0,0,.,.,0,10.8,0,0,0,.,.,0,0,0,0.225,0,.,.,0,0.325,1.775,7.95,1,.,.,3.683,1.912,20,,
26-Jul-1984,Toolik Tussock 1981 plots,NP,Forb,Forbs spp. ,below,below,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
21-Jul-1989,Toolik Tussock 1981 plots,Control,Graminoid,Eriophorum vaginatum,blade,new above,0.000,0.180,2.285,0.276,0.682,.,.,.,0,0.152,0.272,1.643,0.313,.,.,.,0.437,0.329,0.201,0.655,0.144,.,.,.,0.16,0.503,0.148,0.214,0.398,.,.,.,0.450,0.125,20,0,4.5,57.125,6.9,17.05,.,.,0,3.8,6.8,41.075,7.825,.,.,10.925,8.225,5.025,16.375,3.6,.,.,4.025,12.575,3.7,5.35,9.95,.,.,11.241,3.126,20,,
21-Jul-1989,Toolik Tussock 1981 plots,Control,Graminoid,Eriophorum vaginatum,sheath,new above,0.000,0.204,2.445,0.165,0.869,.,.,.,0,0.137,0.334,1.550,0.665,.,.,.,0.620,0.705,0.054,1.281,0.095,.,.,.,0.14,0.424,0.174,0.299,0.732,.,.,.,0.545,0.138,20,0,5.1,61.125,4.125,21.725,.,.,0,3.425,8.35,38.75,16.625,.,.,15.5,17.625,1.35,32.025,2.375,.,.,3.525,10.6,4.35,7.475,18.3,.,.,13.618,3.449,20,,
21-Jul-1989,Toolik Tussock 1981 plots,Control,Graminoid,Eriophorum vaginatum,rhizome,below,0.000,0.240,3.685,0.428,1.241,.,.,.,0,0.259,0.458,4.035,1.338,.,.,.,0.640,2.578,0.010,1.126,0.084,.,.,.,0.23,0.801,0.841,0.603,1.785,.,.,.,1.019,0.263,20,0,6,92.125,10.7,31.025,.,.,0,6.475,11.45,100.875,33.45,.,.,16,64.45,0.25,28.15,2.1,.,.,5.725,20.025,21.025,15.075,44.625,.,.,25.476,6.567,20,,
21-Jul-1989,Toolik Tussock 1981 plots,Control,Graminoid,Eriophorum vaginatum,v0,new above,0.000,0.000,0.048,0.012,0.055,.,.,.,0,0.000,0.027,0.054,0.007,.,.,.,0.057,0.008,0.000,0.042,0.008,.,.,.,0.00,0.010,0.000,0.025,0.001,.,.,.,0.018,0.005,20,0,0,1.2,0.3,1.375,.,.,0,0,0.675,1.35,0.175,.,.,1.425,0.2,0,1.05,0.2,.,.,0,0.25,0,0.625,0.025,.,.,0.443,0.120,20,,
