START_DATE,BLOCK,PLOT,SUB_QUAD,TAG,SPECIES,MAIN_STEM,DBH_CM,HEIGHT_Measured,HEIGHT_Estimated,SLP,A_D_NF,COMMENTS
2015-10-26,A,3,16,103,SLOBER,,,0.8,,S,A,Broken below 130
2015-10-26,A,3,16,104,DRYGLA,,6.8,7,,S,A,
2015-10-26,A,3,16,105,MANBID,,11,,1,S,A,
2015-10-26,A,3,16,110,SLOBER,,2.4,3.31,,S,A,
2015-10-26,A,3,16,111,SLOBER,110,,,,S,D,Tag not found
2015-10-26,A,3,16,112,EUGSTA,,6.8,,1,S,A,
2015-10-26,A,3,16,114,SLOBER,,2.33,4.25,,S,A,
2015-10-26,A,3,16,282,PREMON,,9.7,4.6,,S,A,POM 105 DTN-10
2015-10-26,A,3,16,286,SLOBER,103,2.51,4.45,,S,A,
2015-10-26,A,3,16,288,SLOBER,,,1.2,,S,A,Broken below 130
2015-10-26,A,3,16,313,PREMON,,,,,S,D,TCODS
2015-10-26,A,3,16,327,SLOBER,,1.08,2.07,,S,A,
2015-10-26,A,4,1,1,MANBID,,47.6,,1,S,A,
2015-10-26,A,4,1,107,PREMON,,9,3.15,,S,A,POM 50 DTN-10
2015-10-26,A,4,2,2,MANBID,,14.7,,1,S,A,
2015-10-26,A,4,2,3,MANBID,,16.2,,1,S,A,
2015-10-26,A,4,3,7,PREMON,,7,2.41,,S,A,POM 80; DTN-10
2015-10-26,A,4,3,8,PREMON,,9.2,4.95,,S,A,
2015-10-26,A,4,3,9,DACEXC,,15.2,,1,S,A,
2015-10-26,A,4,3,10,HOMRAC,,60.5,,1,S,A,
2015-10-26,A,4,3,12,PREMON,,12,,1,S,A,
2015-10-26,A,4,3,13,COCPYR,,6.6,5.8,,S,A,
2015-10-26,A,4,3,105,PREMON,,8.2,3.2,,S,A,POM 50 DTN-10
2015-10-26,A,4,4,15,ANTOBT,,9.3,,1,S,A,
2015-10-26,A,4,4,16,CSSGUI,,4.64,5.3,,S,A,
2015-10-26,A,4,4,17,PREMON,,16.1,,1,S,A,
2015-10-26,A,4,4,18,CSSGUI,,3.45,4.9,,S,A,
2015-10-26,A,4,4,19,PREMON,,,,,S,D,TCODS
2015-10-26,A,4,5,20,DACEXC,,40.2,,1,S,A,
2015-10-26,A,4,5,21,EUGSTA,,12,,1,S,A,
2015-10-26,A,4,5,22,TRIPAL,,3.85,4.74,,S,A,
2015-10-26,A,4,5,23,MANBID,,54.2,,1,S,A,
2015-10-26,A,4,5,24,MYRLEP,,3.52,4.1,,S,A,
2015-10-26,A,4,5,25,PREMON,,8.4,3.65,,S,A,POM 130 DTN-10
2015-10-26,A,4,5,27,EUGSTA,,6.7,,1,S,A,
2015-10-26,A,4,6,30,PREMON,,12,5,,S,A,
2015-10-26,A,4,6,31,DACEXC,,10.2,,,S,D,
2015-10-26,A,4,6,32,HOMRAC,,8,,1,S,A,
2015-10-26,A,4,6,33,PREMON,,7.8,3.88,,S,A,POM 130; OLD DBH 8.9 DTN-20
2015-10-26,A,4,6,66,MANBID,,,,,S,D,TCOG
2015-10-26,A,4,7,34,PREMON,,6.2,2.21,,S,A,DTN-10 POM 90
2015-10-26,A,4,7,35,PREMON,,13.5,,1,S,A,
2015-10-26,A,4,7,36,CROPOE,,13.4,,1,S,A,
2015-10-26,A,4,7,37,PREMON,,15.6,,1,S,A,
2015-10-26,A,4,7,38,MANBID,,2.07,2.68,,S,A,
2015-10-26,A,4,7,39,COCDIV,,,0.2,,S,A,Broken below 130; Sprouting
2015-10-26,A,4,7,106,PREMON,,9.9,3.21,,S,A,POM 70 DTN-10
2015-10-26,A,4,8,41,DACEXC,,19.8,,1,S,A,
2015-10-26,A,4,8,42,CORSUL,,20.7,,1,S,A,
2015-10-26,A,4,8,44,MANBID,,21,,1,S,A,
2015-10-26,A,4,8,46,SLOBER,,,,,S,D,TCODS
2015-10-26,A,4,8,49,PREMON,,8.2,3.21,,S,A,POM 110 DTN-10
2015-10-26,A,4,9,50,PREMON,,8.5,4.05,,S,A,POM 90 DTN-10
2015-10-26,A,4,9,51,MANBID,,2.62,2.24,,S,A,
2015-10-26,A,4,9,52,DACEXC,,13.8,,1,S,A,
2015-10-26,A,4,9,53,PREMON,,7.2,2.21,,S,A,POM 50 DTN-10
2015-10-26,A,4,9,54,DACEXC,,12,,1,S,A,
2015-10-26,A,4,9,55,MANBID,,9.7,,1,S,A,
2015-10-26,A,4,10,56,DACEXC,,6.3,,1,S,A,
2015-10-26,A,4,10,57,DACEXC,,20.6,,1,S,A,
2015-10-26,A,4,10,58,PREMON,,,,,S,D,TCODS
2015-10-26,A,4,10,59,DACEXC,,28.6,,1,S,A,
2015-10-26,A,4,10,61,PREMON,,13.3,,1,S,A,
2015-10-26,A,4,10,63,DACEXC,,39.9,,1,S,A,
2015-10-26,A,4,10,64,DACEXC,,32.5,,1,S,A,
2015-10-26,A,4,10,65,DACEXC,,13.5,,1,S,A,
2015-10-26,A,4,11,67,PREMON,,12.4,,1,S,A,
2015-10-26,A,4,11,68,PREMON,,,,,S,D,TCODS
2015-10-26,A,4,11,69,PREMON,,14.6,,1,S,A,
2015-10-26,A,4,12,73,PREMON,,15.5,,1,S,A,
2015-10-26,A,4,12,75,MANBID,,27.6,,1,S,A,
2015-10-26,A,4,13,76,GUAGLA,,7.4,,1,S,A,
2015-10-26,A,4,13,77,HIRRUG,,,,,S,D,TCODS
2015-10-26,A,4,13,78,HIRRUG,77,,,,S,D,TCODS
2015-10-26,A,4,13,79,DACEXC,,29.6,,1,S,A,
2015-10-26,A,4,13,80,DACEXC,,8,,1,S,A,
2015-10-26,A,4,13,81,PREMON,,9,3.78,,S,A,POM 55 DTN-10
2015-10-26,A,4,13,82,TETBAL,,24.5,,1,S,A,Measured with vine
2015-10-26,A,4,13,83,DACEXC,,21.8,,1,S,A,
2015-10-26,A,4,13,84,PREMON,,7.9,2.8,,S,A,POM 90 DTN-10
2015-10-26,A,4,13,108,PREMON,,7.8,2.01,,S,A,POM 50 DTN-10
2015-10-26,A,4,14,85,SLOBER,,5.2,6.8,,S,A,
2015-10-26,A,4,14,89,PREMON,,13,,1,S,A,
2015-10-26,A,4,15,90,PREMON,,,,,S,D,TCODS
2015-10-26,A,4,15,92,PREMON,,10,5.2,,S,A,
2015-10-26,A,4,15,93,SLOBER,,9,,1,S,A,
2015-10-26,A,4,15,95,DACEXC,,31.2,,1,S,A,
2015-10-26,A,4,15,96,PREMON,,10.4,5,,S,A,
2015-10-26,A,4,16,97,MANBID,,19.6,,1,S,A,
2015-10-26,A,4,16,98,PREMON,,15,,1,S,A,
2015-10-26,A,4,16,99,MANBID,,7.5,,1,S,A,
2015-10-26,A,4,16,100,DACEXC,,47.5,,1,S,A,
2015-10-26,A,4,16,101,CASSYL,,7.2,,1,S,A,
2015-10-26,A,4,16,102,PREMON,,,,,S,D,TCODS
2015-10-26,B,1,1,1,PREMON,,11.8,6,,S,A,
2015-10-26,B,1,1,3,CECSCH,,19.3,,1,S,A,
2015-10-26,B,1,1,4,SLOBER,,,1,,P,A,Prone dying; broken below 130
2015-10-26,B,1,1,5,SLOBER,4,4.12,,1,S,A,
2015-10-26,B,1,1,6,SLOBER,4,12.5,,1,S,A,
2015-10-26,B,1,1,10,HIRRUG,,7.7,,1,L,A,
2015-10-26,B,1,2,13,CASARB,,15.1,,1,S,A,
2015-10-26,B,1,2,14,CHIDOM,,5.1,,1,S,A,
2015-10-26,B,1,2,17,SLOBER,,12.7,4.8,,L,A,
2015-10-26,B,1,2,18,SLOBER,17,7.8,,1,S,A,
2015-10-26,B,1,2,19,SLOBER,17,3.95,5.4,,S,A,
2015-10-26,B,1,2,20,CSSGUI,,2.04,2.74,,S,A,
2015-10-26,B,1,2,21,SLOBER,,13.05,,1,S,A,
2015-10-26,B,1,2,22,SLOBER,,1.51,2.43,,L,A,
2015-10-26,B,1,3,28,SLOBER,,1.85,2.86,,S,A,
2015-10-26,B,1,3,31,TETBAL,,2.82,5.1,,S,A,
2015-10-26,B,1,3,32,HIRRUG,,7,,1,S,A,
2015-10-26,B,1,3,33,CASARB,,8,,1,S,A,
2015-10-26,B,1,3,37,CASARB,,9.5,,1,S,A,
2015-10-26,B,1,3,38,CASARB,,18.2,,1,S,A,
2015-10-26,B,1,3,207,SLOBER,,1,1.57,,S,A,
2015-10-26,B,1,4,44,SLOBER,,2.02,3.67,,S,A,
2015-10-26,B,1,4,51,MANBID,,30.1,,1,S,A,
2015-10-26,B,1,4,52,MANBID,51,9.1,,1,S,A,
2015-10-26,B,1,4,56,SLOBER,,3.15,4.45,,S,A,
2015-10-26,B,1,4,58,CECSCH,,17,,1,S,A,
2015-10-26,B,1,4,208,CECSCH,,8.2,2.8,,L,A,Dying Sprouting
2015-10-26,B,1,4,213,SLOBER,44,1.45,1.91,,S,A,
2015-10-26,B,1,5,60,SLOBER,,5.1,,1,S,A,
2015-10-26,B,1,5,62,ALCFLO,,17.6,,1,S,A,
2015-10-26,B,1,5,68,SLOBER,,2.3,3.43,,S,A,
2015-10-26,B,1,5,69,PREMON,,16.4,,1,S,A,
2015-10-26,B,1,5,214,SLOBER,68,0.95,1.94,,S,A,
2015-10-26,B,1,6,70,MANBID,,25,,1,S,A,
2015-10-26,B,1,6,71,HIRRUG,,5.19,,1,S,A,
2015-10-26,B,1,6,73,CASARB,,4.78,1.57,,S,A,Dying. Top dead.
2015-10-26,B,1,6,74,CASARB,,4.78,6.3,,S,A,
2015-10-26,B,1,6,75,HIRRUG,,5.9,,1,S,A,
2015-10-26,B,1,6,76,MANBID,,26.5,,1,S,A,
2015-10-26,B,1,6,77,CSSGUI,,2.6,4.39,,S,A,
2015-10-26,B,1,7,81,CASARB,,3.72,6.4,,S,A,
2015-10-26,B,1,7,85,MYRDEF,,1.5,4.03,,S,A,
2015-10-26,B,1,7,86,SCHMOR,,6.28,,1,S,A,Dying
2015-10-26,B,1,7,87,DACEXC,,19.3,,1,S,A,
2015-10-26,B,1,8,92,CECSCH,,,3.95,,S,A,Broken below 130 Sprouting
2015-10-26,B,1,8,93,CECSCH,,14.8,,1,S,A,
2015-10-26,B,1,8,95,CASARB,,14.9,,1,S,A,
2015-10-26,B,1,8,97,GUAGLA,,3.25,6.6,,S,A,
2015-10-26,B,1,8,98,MICPRA,,4.3,,1,S,A,
2015-10-26,B,1,8,100,CASARB,,18.5,,1,S,A,
2015-10-26,B,1,8,101,CASARB,,7.2,,1,S,A,
2015-10-26,B,1,8,102,MYRSPL,,1.82,4.25,,S,A,
2015-10-26,B,1,8,103,CECSCH,,18,,1,S,A,
2015-10-26,B,1,8,104,OCOLEU,,2.1,3.15,,S,A,
2015-10-26,B,1,8,209,CASARB,,2,4.43,,S,A,
2015-10-26,B,1,9,109,SCHMOR,,20.3,,1,S,A,
2015-10-26,B,1,9,110,SLOBER,,1.95,2.91,,S,A,
2015-10-26,B,1,9,114,TETBAL,,7,,1,S,A,
2015-10-26,B,1,9,119,SLOBER,,1.73,2.74,,S,A,
2015-10-26,B,1,10,121,PREMON,,14.5,,1,S,A,
2015-10-26,B,1,10,123,MANBID,,9.1,,1,S,A,
2015-10-26,B,1,10,125,DRYGLA,,7.3,,1,S,A,
2015-10-26,B,1,10,126,CECSCH,,19.2,,1,S,A,
2015-10-26,B,1,10,127,SLOBER,,8.6,,1,L,A,
2015-10-26,B,1,10,128,SLOBER,,11.9,,1,S,A,
2015-10-26,B,1,10,129,SLOBER,,2.35,3.66,,S,A,
2015-10-26,B,1,11,130,CORBOR,,7.2,,1,S,A,
2015-10-26,B,1,11,131,SLOBER,,3.3,4.07,,S,A,
2015-10-26,B,1,11,134,MANBID,,27.6,,1,S,A,
2015-10-26,B,1,11,136,TABHET,,2.5,4.42,,S,A,
2015-10-26,B,1,11,137,PREMON,,8.1,3.5,,S,A,POM:130 DTN-35
2015-10-26,B,1,11,138,SLOBER,,11.3,,1,S,A,
2015-10-26,B,1,11,141,SLOBER,138,,,,S,D,TCODS
2015-10-26,B,1,12,144,SLOBER,,1.85,2.7,,S,A,
2015-10-26,B,1,12,145,PREMON,,13.9,,1,S,A,
2015-10-26,B,1,12,146,RHEPOR,,6.1,,1,L,A,
2015-10-26,B,1,12,149,SLOBER,,3.1,5.3,,S,A,
2015-10-26,B,1,12,150,SLOBER,,2.08,3.91,,S,A,
2015-10-26,B,1,12,152,CECSCH,,13.7,,1,S,A,
2015-10-26,B,1,12,153,MYRDEF,,5.9,,1,S,A,
2015-10-26,B,1,12,155,CORBOR,,2.38,4.07,,S,A,
2015-10-26,B,1,12,156,SLOBER,,1.3,1.7,,S,A,
2015-10-26,B,1,12,157,SLOBER,,1.3,2.87,,S,A,
2015-10-26,B,1,12,158,SLOBER,,3.42,5.5,,S,A,
2015-10-26,B,1,12,159,TETBAL,,5.1,4.44,,L,A,
2015-10-26,B,1,12,211,INGLAU,,,,,S,D,TCOG
2015-10-26,B,1,13,160,TETBAL,,,0.4,,P,A,Broken below 130
2015-10-26,B,1,13,161,TETBAL,160,,1.1,,L,A,Broken below 130 Sprouting
2015-10-26,B,1,13,163,SLOBER,,2.76,5.1,,S,A,
2015-10-26,B,1,13,166,DACEXC,,34,,1,S,A,
2015-10-26,B,1,13,167,SLOBER,,2.75,4.83,,S,A,
2015-10-26,B,1,13,168,CASARB,,18.6,,1,S,A,
2015-10-26,B,1,13,169,TABHET,,27.3,,1,S,A,
2015-10-26,B,1,13,170,HIRRUG,,7.3,,1,P,A,
2015-10-26,B,1,13,212,HIRRUG,170,1.12,1.83,,S,A,
2015-10-26,B,1,14,175,PREMON,,10.7,5.8,,S,A,
2015-10-26,B,1,14,176,PREMON,,13.8,,1,S,A,
2015-10-26,B,1,15,181,SLOBER,,2.4,2.67,,S,A,
2015-10-26,B,1,15,182,SLOBER,181,1.35,2.04,,L,A,Top dead
2015-10-26,B,1,15,184,SCHMOR,,15.7,,1,S,A,
2015-10-26,B,1,15,187,RHEPOR,,4.74,4.64,,S,A,
2015-10-26,B,1,15,188,CORBOR,,2.97,5.4,,S,A,
2015-10-26,B,1,15,191,PREMON,,16.2,,1,S,A,
2015-10-26,B,1,15,193,SCHMOR,,18.6,,1,S,A,
2015-10-26,B,1,15,210,PREMON,,9.2,3.94,,S,A,DTN-10 POM:110
2015-10-26,B,1,16,197,HIRRUG,,1.4,2.21,,S,A,
2015-10-26,B,1,16,198,SLOBER,,2.05,3.18,,S,A,
2015-10-26,B,1,16,199,EUGDOM,,1.45,3.61,,S,A,
2015-10-26,B,1,16,200,PREMON,,11.7,,1,S,A,
2015-10-26,B,1,16,203,ARDGLA,,1.4,2.08,,S,A,
2015-10-26,B,1,16,204,PREMON,,16.7,,1,S,A,
2015-10-26,B,1,16,206,SLOBER,,3,4.07,,S,A,
2015-10-26,B,2,1,1,MANBID,,20.4,,1,S,A,
2015-10-26,B,2,1,2,CECSCH,,19.9,,1,S,A,
2015-10-26,B,2,1,3,MANBID,,26.7,6.8,,S,A,
2015-10-26,B,2,1,4,PREMON,,11.8,5.2,,S,A,
2015-10-26,B,2,1,126,PSYBER,,3.78,5.8,,S,A,
2015-10-26,B,2,1,129,PSYBER,,,,,S,D,TCOG
2015-10-26,B,2,1,276,PSYBER,,,,,S,D,TCODS
2015-10-26,B,2,1,318,CORBOR,,1,1.7,,S,A,Top broken
2015-10-26,B,2,1,319,CORBOR,318,1.9,2.32,,S,A,
2015-10-26,B,2,2,5,PREMON,,16.5,,1,S,A,
2015-10-26,B,2,2,6,CECSCH,,,,,S,D,
2015-10-26,B,2,2,7,CECSCH,,19.8,,1,S,A,
2015-10-26,B,2,2,130,PSYBER,,,,,S,D,TCOG
2015-10-26,B,2,2,132,PSYBER,,4.9,7,,S,A,
2015-10-26,B,2,2,133,PREMON,,12.8,7,,S,A,
2015-10-26,B,2,2,311,MANBID,,2.05,2.64,,S,A,
2015-10-26,B,2,3,8,PREMON,,15.5,,1,S,A,
2015-10-26,B,2,3,11,PREMON,,14.5,,1,S,A,
2015-10-26,B,2,3,337,MYRDEF,,1.51,2.45,,S,A,
2015-10-26,B,2,4,13,IXOFER,,4.54,7,,S,A,
2015-10-26,B,2,4,16,SLOBER,,9.3,,1,S,A,
2015-10-26,B,2,4,17,HIRRUG,,2.71,3.62,,S,A,
2015-10-26,B,2,4,19,SLOBER,,3.5,4.72,,S,A,
2015-10-26,B,2,4,20,HIRRUG,,4.3,4.13,,S,A,
2015-10-26,B,2,4,21,DACEXC,,51.1,,1,S,A,Medido con lianas
2015-10-26,B,2,4,22,HIRRUG,,3.52,3.9,,S,A,
2015-10-26,B,2,4,23,HIRRUG,,1.7,1.67,,S,A,
2015-10-26,B,2,4,24,HIRRUG,,3.6,4.89,,S,A,
2015-10-26,B,2,4,25,SLOBER,,,0.35,,S,A,Broken below 130
2015-10-26,B,2,4,135,TETBAL,,1.57,3.41,,S,A,
2015-10-26,B,2,4,281,SLOBER,19,1.29,1.93,,S,A,
2015-10-26,B,2,4,282,TETBAL,,1.82,3,,S,A,
2015-10-26,B,2,4,321,BUCTET,,,0.75,,S,A,Broken below 130
2015-10-26,B,2,4,322,SLOBER,,0.8,1.81,,S,A,
2015-10-26,B,2,4,323,SLOBER,,,1.35,,S,A,Broken below 130
2015-10-26,B,2,4,324,HIRRUG,,0.82,1.67,,S,A,
2015-10-26,B,2,5,29,RHEPOR,,7.1,4.77,,S,A,
2015-10-26,B,2,5,30,DACEXC,,20.6,,1,S,A,
2015-10-26,B,2,5,31,DACEXC,,40.6,,1,S,A,
2015-10-26,B,2,5,32,SLOBER,,3.05,4.55,,S,A,
2015-10-26,B,2,5,34,SCHMOR,,12.6,,1,S,A,
2015-10-26,B,2,5,136,SLOBER,,2.68,2.41,,S,A,Top broken
2015-10-26,B,2,5,283,OCOLEU,,,0.9,,S,A,Broken below 130 Sprouting
2015-10-26,B,2,5,284,SLOBER,,1.63,2.46,,S,A,
2015-10-26,B,2,6,35,GUTCAR,,9.6,5.3,,S,A,
2015-10-26,B,2,6,36,PREMON,,15.9,,1,S,A,
2015-10-26,B,2,6,137,CORBOR,,1.9,3.08,,S,A,
2015-10-26,B,2,6,138,CASSYL,,1.47,2.51,,S,A,
2015-10-26,B,2,7,38,SLOBER,,4.8,6.3,,S,A,
2015-10-26,B,2,7,39,PREMON,,18.2,,1,S,A,
2015-10-26,B,2,7,40,EUGSTA,,4.4,6.3,,S,A,
2015-10-26,B,2,7,41,GUTCAR,,10.7,,1,S,A,
2015-10-26,B,2,7,42,GUTCAR,41,6,,1,S,A,
2015-10-26,B,2,7,44,CORBOR,,5.8,,1,S,A,
2015-10-26,B,2,7,46,SLOBER,,12.5,4.77,,S,A,
2015-10-26,B,2,7,47,SLOBER,46,6.6,,1,S,A,
2015-10-26,B,2,7,48,SLOBER,46,,,,S,D,TCODS
2015-10-26,B,2,7,142,PSYBER,,,,,S,D,TCOG
2015-10-26,B,2,7,314,SLOBER,,1.34,2.32,,S,A,
2015-10-26,B,2,7,326,HIRRUG,,0.95,2.74,,S,A,
2015-10-26,B,2,8,49,CASARB,,11.5,,1,S,A,
2015-10-26,B,2,8,52,SLOBER,,2.66,3.27,,S,A,
2015-10-26,B,2,8,148,CASARB,49,7.5,,1,S,A,
2015-10-26,B,2,8,149,CASARB,49,3.68,7,,S,A,
2015-10-26,B,2,8,154,PSYBER,,,,,S,D,TCOG
2015-10-26,B,2,8,157,PSYBER,,3.85,1.98,,S,A,Top dead; dying
2015-10-26,B,2,8,159,PSYBER,,4.31,5.2,,S,A,
2015-10-26,B,2,8,162,PSYBER,,,,,S,D,TCODS
2015-10-26,B,2,8,166,TETBAL,,2.22,3.43,,S,A,
2015-10-26,B,2,8,290,SLOBER,,1.18,2.08,,S,A,
2015-10-26,B,2,8,327,PALRIP,,,1.2,,L,A,Broken 130 Sproting
2015-10-26,B,2,8,338,PALRIP,327,,1.62,,S,A,Broken 130 Sproting
2015-10-26,B,2,9,53,SLOBER,,6,1.35,,L,A,Top dead
2015-10-26,B,2,9,54,SLOBER,53,4.35,6.2,,S,A,
2015-10-26,B,2,9,56,PREMON,,12,7,,S,A,
2015-10-26,B,2,9,57,MATDOM,,25,,1,S,A,
2015-10-26,B,2,9,58,MATDOM,,10,6.2,,S,A,
2015-10-26,B,2,9,59,PREMON,,9.6,3.51,,S,A,
2015-10-26,B,2,9,60,DACEXC,,38.7,,1,S,A,Measured without vines
2015-10-26,B,2,9,61,SLOBER,,6.7,,1,S,A,
2015-10-26,B,2,9,62,SLOBER,,4.33,1.3,,L,A,Fue podado
2015-10-26,B,2,9,295,SLOBER,62,2.15,3.35,,S,A,
2015-10-26,B,2,9,315,SLOBER,62,1.45,2.02,,S,A,
2015-10-26,B,2,9,328,SLOBER,62,,,,S,D,TCOG
2015-10-26,B,2,9,341,CECSCH,,1.75,1.62,,S,A,
2015-10-26,B,2,10,63,MANBID,,,,,S,NF,Must be dead
2015-10-26,B,2,10,64,PREMON,,12.5,,1,S,A,
2015-10-26,B,2,10,65,PREMON,,10.2,3.62,,S,A,
2015-10-26,B,2,10,70,SCHMOR,,14.9,,1,S,A,
2015-10-26,B,2,10,296,CORBOR,,,,,S,D,TCOG
2015-10-26,B,2,11,72,GUTCAR,,11.1,2.3,,S,A,Top dying
2015-10-26,B,2,11,73,SLOBER,,4.1,4.93,,S,A,
2015-10-26,B,2,11,74,SLOBER,,2.74,3.57,,S,A,
2015-10-26,B,2,11,75,SLOBER,,5.6,3.44,,S,A,Top dead
2015-10-26,B,2,11,77,SLOBER,78,2.75,3.36,,S,A,
2015-10-26,B,2,11,78,SLOBER,,7.2,3.35,,S,A,Top dead
2015-10-26,B,2,11,173,PREMON,,13,,1,S,A,
2015-10-26,B,2,11,298,PREMON,,,,,S,D,TCODS
2015-10-26,B,2,11,330,CASARB,,1,1.45,,S,A,
2015-10-26,B,2,12,79,SLOBER,,,0.2,,L,A,Broken below 130 ON DATA
2015-10-26,B,2,12,80,SLOBER,79,4.5,6.1,,S,A,
2015-10-26,B,2,12,81,DACEXC,,21.3,,1,S,A,
2015-10-26,B,2,12,82,DACEXC,,10.2,5.7,,S,A,
2015-10-26,B,2,12,83,DACEXC,,11.3,,1,S,A,
2015-10-26,B,2,12,177,PSYBER,,4.15,6.2,,S,A,
2015-10-26,B,2,12,178,PSYBER,,3.5,1.92,,S,A,Top dead
2015-10-26,B,2,12,185,PSYBER,,,,,S,D,TCODS
2015-10-26,B,2,12,186,PSYBER,,3.81,5.1,,S,A,
2015-10-26,B,2,12,187,CECSCH,,,,,S,D,TCODS
2015-10-26,B,2,12,189,PSYBER,,3.15,3.95,,S,A,
2015-10-26,B,2,12,195,PSYBER,,,0.6,,S,A,Broken below 130; Sprouting
2015-10-26,B,2,12,196,PSYBER,,3.88,3.62,,S,A,
2015-10-26,B,2,12,201,PSYBER,,,5,,S,D,TCODS
2015-10-26,B,2,12,203,PSYBER,,,,,S,D,TCODS
2015-10-26,B,2,12,305,PALRIP,,,1.52,,S,A,Broken below 130; Sprouting
2015-10-26,B,2,13,86,SLOBER,,3.1,4.28,,S,A,
2015-10-26,B,2,13,87,SLOBER,,5.7,,1,S,A,
2015-10-26,B,2,13,89,MELHER,,2.41,2.37,,S,A,
2015-10-26,B,2,13,91,DACEXC,,44.1,,1,S,A,
2015-10-26,B,2,13,92,DACEXC,,33.2,,1,S,A,
2015-10-26,B,2,13,93,GUTCAR,,10.4,,1,S,A,
2015-10-26,B,2,13,94,GUTCAR,,4.51,3.5,,S,A,
2015-10-26,B,2,13,214,RHEPOR,,1.65,2.99,,S,A,
2015-10-26,B,2,13,333,MICPRA,,,,,S,NF,Must be dead
2015-10-26,B,2,13,334,MICPRA,,0.82,2.2,,S,A,
2015-10-26,B,2,13,335,HIRRUG,,,,,S,NF,
2015-10-26,B,2,14,96,DACEXC,,16.7,,1,S,A,Sprouting
2015-10-26,B,2,14,97,DACEXC,,8.1,,1,S,A,Sprouting
2015-10-26,B,2,14,100,DACEXC,,10.6,5,,S,A,
2015-10-26,B,2,14,101,CYRRAC,,69.4,,1,S,A,Dying
2015-10-26,B,2,14,102,CASARB,,,0.3,,S,A,Sprouting broken below 130
2015-10-26,B,2,14,103,MIRGAR,,,1.24,,S,A,Broken below 130
2015-10-26,B,2,14,104,SCHMOR,,9.5,5,,S,A,
2015-10-26,B,2,14,105,TABHET,,10.2,,1,S,A,
2015-10-26,B,2,14,106,CASARB,,,0.5,,L,A,Broken below 130
2015-10-26,B,2,14,215,CASARB,102,3.22,5,,S,A,
2015-10-26,B,2,14,216,CASARB,102,2,3.53,,S,A,
2015-10-26,B,2,14,217,CASARB,,2.4,3.15,,S,A,
2015-10-26,B,2,14,218,PSYBER,,2.22,2.34,,S,A,
2015-10-26,B,2,14,224,CASARB,,,0.8,,P,A,Broken below 130
2015-10-26,B,2,14,226,CASARB,106,5.02,7,,S,A,
2015-10-26,B,2,14,227,CASARB,106,6.2,,1,S,A,
2015-10-26,B,2,14,228,CASARB,106,3.28,6.5,,S,A,
2015-10-26,B,2,14,342,PALRIP,218,1.41,2.03,,S,A,
2015-10-26,B,2,15,107,DACEXC,,28,,1,S,A,
2015-10-26,B,2,15,109,RHEPOR,,5.5,6.8,,S,A,
2015-10-26,B,2,15,111,DACEXC,,34.7,,1,S,A,
2015-10-26,B,2,15,112,ARDGLA,,5.7,6,,P,A,
2015-10-26,B,2,15,114,DACEXC,,12.5,,1,S,A,
2015-10-26,B,2,15,115,DACEXC,,17.4,,1,S,A,
2015-10-26,B,2,15,229,TETBAL,,2.49,4,,L,A,
2015-10-26,B,2,15,236,PREMON,,12.6,5.5,,S,A,
2015-10-26,B,2,15,241,PSYBER,,,,,S,D,TCODS
2015-10-26,B,2,15,245,SCHMOR,,5.3,6.3,,S,A,
2015-10-26,B,2,15,251,CORBOR,,1.28,2.35,,L,A,
2015-10-26,B,2,15,339,CSSGUI,,1.25,1.96,,S,A,
2015-10-26,B,2,16,116,SCHMOR,,7.8,,1,S,A,
2015-10-26,B,2,16,117,DACEXC,,18.9,,1,S,A,
2015-10-26,B,2,16,118,DACEXC,,11.1,,1,S,A,
2015-10-26,B,2,16,256,SCHMOR,,3.1,3.97,,S,A,
2015-10-26,B,2,16,258,PSYBER,,2.74,2.59,,S,A,
2015-10-26,B,2,16,260,PSYBER,,3.22,1.47,,S,A,In seedling plot
2015-10-26,B,2,16,272,ALCLAT,,,,,S,D,TCODS
2015-10-26,B,2,16,336,PALRIP,,1.66,2.61,,S,A,In seedling plot
2015-10-26,B,2,16,340,SLOBER,,2.07,3.16,,S,A,
2015-10-26,B,3,1,1,PREMON,,8.2,2.9,,S,A,DTN-10
2015-10-26,B,3,1,2,MIRGAR,,32.8,,1,S,A,
2015-10-26,B,3,1,3,ALCFLO,,32,,1,S,A,
2015-10-26,B,3,1,4,MIRGAR,,12,,1,S,A,Dying
2015-10-26,B,3,1,5,ALCFLO,,35.4,,1,S,A,
2015-10-26,B,3,1,6,MATDOM,,16.8,,1,S,A,
2015-10-26,B,3,1,123,RHEPOR,,1.6,2.34,,S,A,
2015-10-26,B,3,1,124,RHEPOR,,1.1,2.35,,S,A,
2015-10-26,B,3,2,8,EUGSTA,,1.7,3.18,,S,A,POM Viejo en un nudo
2015-10-26,B,3,2,9,MATDOM,,26.4,5.3,,S,A,Top broken; sprouting
2015-10-26,B,3,2,10,BYRWAD,,17.7,,1,S,A,
2015-10-26,B,3,2,11,PREMON,,7.4,3.12,,S,A,DTN-20
2015-10-26,B,3,2,12,CASARB,,3.15,5.5,,S,A,
2015-10-26,B,3,2,14,DACEXC,,21.3,,1,S,A,
2015-10-26,B,3,2,15,MATDOM,,32.1,,1,S,A,
2015-10-26,B,3,2,17,PREMON,,13.5,,1,S,A,
