"Data set title: Christopher B. Craft. 2024. Percent cover measurements of four site-dominant species from the GCE-LTER Seawater Addition Long-Term Experiment (SALTEx) Project. Georgia Coastal Ecosystems LTER Data Catalog (data set PLT-GCED-2404; /data/PLT-GCED-2404)",,,,
,,,,,
"Date","Treatment","Replicate","Percent_Cover","Species"
2020-07-20,"Freshwater addition",4,90,"Zizaniopsis miliacea"
2020-07-20,"Freshwater addition",5,80,"Zizaniopsis miliacea"
2020-07-20,"Freshwater addition",6,90,"Zizaniopsis miliacea"
2020-07-20,"Freshwater addition",7,95,"Zizaniopsis miliacea"
2020-07-20,"Control",1,100,"Zizaniopsis miliacea"
2020-07-20,"Control",2,50,"Zizaniopsis miliacea"
2020-07-20,"Control",3,85,"Zizaniopsis miliacea"
2020-07-20,"Control",4,95,"Zizaniopsis miliacea"
2020-07-20,"Control",5,80,"Zizaniopsis miliacea"
2020-07-20,"Control",6,5,"Zizaniopsis miliacea"
2020-07-20,"Control with frame",1,90,"Zizaniopsis miliacea"
2020-07-20,"Control with frame",4,100,"Zizaniopsis miliacea"
2020-07-20,"Control with frame",5,100,"Zizaniopsis miliacea"
2020-07-20,"Control with frame",6,20,"Zizaniopsis miliacea"
2020-07-20,"Control with frame",7,100,"Zizaniopsis miliacea"
2020-07-20,"Control with frame",8,100,"Zizaniopsis miliacea"
2020-07-20,"Control with frame",9,100,"Zizaniopsis miliacea"
2021-07-14,"Press of saline addition",3,50,"Zizaniopsis miliacea"
2021-07-14,"Press of saline addition",4,60,"Zizaniopsis miliacea"
2021-07-14,"Press of saline addition",5,90,"Zizaniopsis miliacea"
2021-07-14,"Press of saline addition",6,20,"Zizaniopsis miliacea"
2021-07-14,"Press of saline addition",7,40,"Zizaniopsis miliacea"
2021-07-14,"Press of saline addition",8,90,"Zizaniopsis miliacea"
2021-07-14,"Pulse of saline addition",1,95,"Zizaniopsis miliacea"
2021-07-14,"Pulse of saline addition",2,95,"Zizaniopsis miliacea"
2021-07-14,"Pulse of saline addition",3,80,"Zizaniopsis miliacea"
2021-07-14,"Pulse of saline addition",4,95,"Zizaniopsis miliacea"
2021-07-14,"Pulse of saline addition",5,85,"Zizaniopsis miliacea"
2021-07-14,"Pulse of saline addition",6,60,"Zizaniopsis miliacea"
2021-07-14,"Freshwater addition",2,100,"Zizaniopsis miliacea"
2021-07-14,"Freshwater addition",3,95,"Zizaniopsis miliacea"
2021-07-14,"Freshwater addition",4,80,"Zizaniopsis miliacea"
2021-07-14,"Freshwater addition",5,60,"Zizaniopsis miliacea"
2021-07-14,"Freshwater addition",6,95,"Zizaniopsis miliacea"
2021-07-14,"Freshwater addition",7,100,"Zizaniopsis miliacea"
2021-07-14,"Control",1,100,"Zizaniopsis miliacea"
2021-07-14,"Control",2,60,"Zizaniopsis miliacea"
2021-07-14,"Control",3,80,"Zizaniopsis miliacea"
2021-07-14,"Control",4,80,"Zizaniopsis miliacea"
2021-07-14,"Control",5,90,"Zizaniopsis miliacea"
2021-07-14,"Control",6,10,"Zizaniopsis miliacea"
2021-07-14,"Control with frame",1,70,"Zizaniopsis miliacea"
2021-07-14,"Control with frame",4,100,"Zizaniopsis miliacea"
2021-07-14,"Control with frame",5,100,"Zizaniopsis miliacea"
2021-07-14,"Control with frame",6,20,"Zizaniopsis miliacea"
2021-07-14,"Control with frame",7,100,"Zizaniopsis miliacea"
2021-07-14,"Control with frame",8,100,"Zizaniopsis miliacea"
2021-07-14,"Control with frame",9,70,"Zizaniopsis miliacea"
2022-07-13,"Press of saline addition",3,40,"Zizaniopsis miliacea"
2022-07-13,"Press of saline addition",4,95,"Zizaniopsis miliacea"
2022-07-13,"Press of saline addition",5,90,"Zizaniopsis miliacea"
2022-07-13,"Press of saline addition",6,20,"Zizaniopsis miliacea"
2022-07-13,"Press of saline addition",7,50,"Zizaniopsis miliacea"
2022-07-13,"Press of saline addition",8,95,"Zizaniopsis miliacea"
2022-07-13,"Pulse of saline addition",1,100,"Zizaniopsis miliacea"
2022-07-13,"Pulse of saline addition",2,95,"Zizaniopsis miliacea"
2022-07-13,"Pulse of saline addition",3,100,"Zizaniopsis miliacea"
2022-07-13,"Pulse of saline addition",4,90,"Zizaniopsis miliacea"
2022-07-13,"Pulse of saline addition",5,60,"Zizaniopsis miliacea"
2022-07-13,"Pulse of saline addition",6,60,"Zizaniopsis miliacea"
2022-07-13,"Freshwater addition",2,95,"Zizaniopsis miliacea"
2022-07-13,"Freshwater addition",3,100,"Zizaniopsis miliacea"
2022-07-13,"Freshwater addition",4,85,"Zizaniopsis miliacea"
2022-07-13,"Freshwater addition",5,40,"Zizaniopsis miliacea"
2022-07-13,"Freshwater addition",6,90,"Zizaniopsis miliacea"
2022-07-13,"Freshwater addition",7,100,"Zizaniopsis miliacea"
2022-07-13,"Control",1,95,"Zizaniopsis miliacea"
2022-07-13,"Control",2,60,"Zizaniopsis miliacea"
2022-07-13,"Control",3,100,"Zizaniopsis miliacea"
2022-07-13,"Control",4,75,"Zizaniopsis miliacea"
2022-07-13,"Control",5,90,"Zizaniopsis miliacea"
2022-07-13,"Control",6,2,"Zizaniopsis miliacea"
2022-07-13,"Control with frame",1,75,"Zizaniopsis miliacea"
2022-07-13,"Control with frame",4,100,"Zizaniopsis miliacea"
2022-07-13,"Control with frame",5,100,"Zizaniopsis miliacea"
2022-07-13,"Control with frame",6,5,"Zizaniopsis miliacea"
2022-07-13,"Control with frame",7,100,"Zizaniopsis miliacea"
2022-07-13,"Control with frame",8,100,"Zizaniopsis miliacea"
2022-07-13,"Control with frame",9,60,"Zizaniopsis miliacea"
2013-07-15,"Control",1,,"Ludwigia peploides"
2013-07-15,"Control",2,,"Ludwigia peploides"
2013-07-15,"Control",3,,"Ludwigia peploides"
2013-07-15,"Control",4,,"Ludwigia peploides"
2013-07-15,"Control",5,,"Ludwigia peploides"
2013-07-15,"Control",6,,"Ludwigia peploides"
2013-07-15,"Control with frame",1,,"Ludwigia peploides"
2013-07-15,"Control with frame",2,,"Ludwigia peploides"
2013-07-15,"Control with frame",3,,"Ludwigia peploides"
2013-07-15,"Control with frame",4,,"Ludwigia peploides"
2013-07-15,"Control with frame",5,,"Ludwigia peploides"
2013-07-15,"Control with frame",6,,"Ludwigia peploides"
2013-07-15,"Freshwater addition",1,,"Ludwigia peploides"
2013-07-15,"Freshwater addition",2,,"Ludwigia peploides"
2013-07-15,"Freshwater addition",3,,"Ludwigia peploides"
2013-07-15,"Freshwater addition",4,,"Ludwigia peploides"
2013-07-15,"Freshwater addition",5,,"Ludwigia peploides"
2013-07-15,"Freshwater addition",6,,"Ludwigia peploides"
2013-07-15,"Press of saline addition",1,,"Ludwigia peploides"
2013-07-15,"Press of saline addition",2,,"Ludwigia peploides"
2013-07-15,"Press of saline addition",3,,"Ludwigia peploides"
2013-07-15,"Press of saline addition",4,,"Ludwigia peploides"
2013-07-15,"Press of saline addition",5,,"Ludwigia peploides"
2013-07-15,"Press of saline addition",6,,"Ludwigia peploides"
2013-07-15,"Pulse of saline addition",1,,"Ludwigia peploides"
2013-07-15,"Pulse of saline addition",2,,"Ludwigia peploides"
2013-07-15,"Pulse of saline addition",3,,"Ludwigia peploides"
2013-07-15,"Pulse of saline addition",4,,"Ludwigia peploides"
2013-07-15,"Pulse of saline addition",5,,"Ludwigia peploides"
2013-07-15,"Pulse of saline addition",6,,"Ludwigia peploides"
2014-07-31,"Control",1,100,"Ludwigia peploides"
2014-07-31,"Control",2,100,"Ludwigia peploides"
2014-07-31,"Control",3,100,"Ludwigia peploides"
2014-07-31,"Control",4,100,"Ludwigia peploides"
2014-07-31,"Control",5,30,"Ludwigia peploides"
2014-07-31,"Control",6,0,"Ludwigia peploides"
2014-07-31,"Control with frame",1,90,"Ludwigia peploides"
2014-07-31,"Control with frame",2,100,"Ludwigia peploides"
2014-07-31,"Control with frame",3,100,"Ludwigia peploides"
2014-07-31,"Control with frame",4,100,"Ludwigia peploides"
2014-07-31,"Control with frame",5,100,"Ludwigia peploides"
2014-07-31,"Control with frame",6,100,"Ludwigia peploides"
2014-07-31,"Freshwater addition",1,50,"Ludwigia peploides"
2014-07-31,"Freshwater addition",2,60,"Ludwigia peploides"
2014-07-31,"Freshwater addition",3,100,"Ludwigia peploides"
2014-07-31,"Freshwater addition",4,100,"Ludwigia peploides"
2014-07-31,"Freshwater addition",5,50,"Ludwigia peploides"
2014-07-31,"Freshwater addition",6,80,"Ludwigia peploides"
2014-07-31,"Press of saline addition",1,0,"Ludwigia peploides"
2014-07-31,"Press of saline addition",2,0,"Ludwigia peploides"
2014-07-31,"Press of saline addition",3,0,"Ludwigia peploides"
2014-07-31,"Press of saline addition",4,0,"Ludwigia peploides"
2014-07-31,"Press of saline addition",5,0,"Ludwigia peploides"
2014-07-31,"Press of saline addition",6,0,"Ludwigia peploides"
2014-07-31,"Pulse of saline addition",1,100,"Ludwigia peploides"
2014-07-31,"Pulse of saline addition",2,0,"Ludwigia peploides"
2014-07-31,"Pulse of saline addition",3,100,"Ludwigia peploides"
2014-07-31,"Pulse of saline addition",4,100,"Ludwigia peploides"
2014-07-31,"Pulse of saline addition",5,100,"Ludwigia peploides"
2014-07-31,"Pulse of saline addition",6,100,"Ludwigia peploides"
2015-07-20,"Control",1,0,"Ludwigia peploides"
2015-07-20,"Control",2,90,"Ludwigia peploides"
2015-07-20,"Control",3,100,"Ludwigia peploides"
2015-07-20,"Control",4,100,"Ludwigia peploides"
2015-07-20,"Control",5,100,"Ludwigia peploides"
2015-07-20,"Control",6,0,"Ludwigia peploides"
2015-07-20,"Control with frame",1,50,"Ludwigia peploides"
2015-07-20,"Control with frame",2,0,"Ludwigia peploides"
2015-07-20,"Control with frame",3,0,"Ludwigia peploides"
2015-07-20,"Control with frame",4,100,"Ludwigia peploides"
2015-07-20,"Control with frame",5,100,"Ludwigia peploides"
2015-07-20,"Control with frame",6,100,"Ludwigia peploides"
2015-07-20,"Control with frame",7,0,"Ludwigia peploides"
2015-07-20,"Freshwater addition",1,0,"Ludwigia peploides"
2015-07-20,"Freshwater addition",2,30,"Ludwigia peploides"
2015-07-20,"Freshwater addition",3,30,"Ludwigia peploides"
2015-07-20,"Freshwater addition",4,100,"Ludwigia peploides"
2015-07-20,"Freshwater addition",5,100,"Ludwigia peploides"
2015-07-20,"Freshwater addition",6,100,"Ludwigia peploides"
2015-07-20,"Press of saline addition",1,0,"Ludwigia peploides"
2015-07-20,"Press of saline addition",2,0,"Ludwigia peploides"
2015-07-20,"Press of saline addition",3,0,"Ludwigia peploides"
2015-07-20,"Press of saline addition",4,0,"Ludwigia peploides"
2015-07-20,"Press of saline addition",5,0,"Ludwigia peploides"
2015-07-20,"Press of saline addition",6,0,"Ludwigia peploides"
2015-07-20,"Pulse of saline addition",1,10,"Ludwigia peploides"
2015-07-20,"Pulse of saline addition",2,0,"Ludwigia peploides"
2015-07-20,"Pulse of saline addition",3,0,"Ludwigia peploides"
2015-07-20,"Pulse of saline addition",4,10,"Ludwigia peploides"
2015-07-20,"Pulse of saline addition",5,0,"Ludwigia peploides"
2015-07-20,"Pulse of saline addition",6,0,"Ludwigia peploides"
2016-07-13,"Control",1,0,"Ludwigia peploides"
2016-07-13,"Control ",2,100,"Ludwigia peploides"
2016-07-13,"Control",3,100,"Ludwigia peploides"
2016-07-13,"Control",4,100,"Ludwigia peploides"
2016-07-13,"Control ",5,100,"Ludwigia peploides"
2016-07-13,"Control",6,50,"Ludwigia peploides"
2016-07-13,"Control with frame",1,20,"Ludwigia peploides"
2016-07-13,"Control with frame",2,0,"Ludwigia peploides"
2016-07-13,"Control with frame",3,30,"Ludwigia peploides"
2016-07-13,"Control with frame",4,100,"Ludwigia peploides"
2016-07-13,"Control with frame",5,100,"Ludwigia peploides"
2016-07-13,"Control with frame",6,100,"Ludwigia peploides"
2016-07-13,"Control with frame",7,0,"Ludwigia peploides"
2016-07-13,"Freshwater addition",1,0,"Ludwigia peploides"
2016-07-13,"Freshwater addition",2,100,"Ludwigia peploides"
2016-07-13,"Freshwater addition",3,0,"Ludwigia peploides"
2016-07-13,"Freshwater addition",4,100,"Ludwigia peploides"
2016-07-13,"Freshwater addition",5,100,"Ludwigia peploides"
2016-07-13,"Freshwater addition",6,100,"Ludwigia peploides"
2016-07-13,"Press of saline water",1,0,"Ludwigia peploides"
2016-07-13,"Press of saline water",2,5,"Ludwigia peploides"
2016-07-13,"Press of saline water",3,0,"Ludwigia peploides"
2016-07-13,"Press of saline water",4,5,"Ludwigia peploides"
2016-07-13,"Press of saline water",5,5,"Ludwigia peploides"
2016-07-13,"Press of saline water",6,0,"Ludwigia peploides"
2016-07-13,"Pulse of saline water",1,30,"Ludwigia peploides"
2016-07-13,"Pulse of saline water",2,0,"Ludwigia peploides"
2016-07-13,"Pulse of saline water",3,0,"Ludwigia peploides"
2016-07-13,"Pulse of saline water",4,30,"Ludwigia peploides"
2016-07-13,"Pulse of saline water",5,5,"Ludwigia peploides"
2016-07-13,"Pulse of saline water",6,0,"Ludwigia peploides"
2017-07-07,"Control",1,0,"Ludwigia peploides"
2017-07-07,"Control ",2,0,"Ludwigia peploides"
2017-07-07,"Control",3,90,"Ludwigia peploides"
2017-07-07,"Control",4,85,"Ludwigia peploides"
2017-07-07,"Control ",5,90,"Ludwigia peploides"
2017-07-07,"Control",6,15,"Ludwigia peploides"
2017-07-07,"Control with frame",1,45,"Ludwigia peploides"
2017-07-07,"Control with frame",2,0,"Ludwigia peploides"
2017-07-07,"Control with frame",3,0,"Ludwigia peploides"
2017-07-07,"Control with frame",4,80,"Ludwigia peploides"
2017-07-07,"Control with frame",5,70,"Ludwigia peploides"
2017-07-07,"Control with frame",6,50,"Ludwigia peploides"
2017-07-07,"Control with frame",7,0,"Ludwigia peploides"
2017-07-07,"Freshwater addition",1,0,"Ludwigia peploides"
2017-07-07,"Freshwater addition",2,15,"Ludwigia peploides"
2017-07-07,"Freshwater addition",3,0,"Ludwigia peploides"
2017-07-07,"Freshwater addition",4,15,"Ludwigia peploides"
2017-07-07,"Freshwater addition",5,40,"Ludwigia peploides"
2017-07-07,"Freshwater addition",6,70,"Ludwigia peploides"
2017-07-07,"Press of saline water",1,0,"Ludwigia peploides"
2017-07-07,"Press of saline water",2,0,"Ludwigia peploides"
2017-07-07,"Press of saline water",3,0,"Ludwigia peploides"
2017-07-07,"Press of saline water",4,0,"Ludwigia peploides"
2017-07-07,"Press of saline water",5,1,"Ludwigia peploides"
2017-07-07,"Press of saline water",6,0,"Ludwigia peploides"
2017-07-07,"Pulse of saline water",1,5,"Ludwigia peploides"
2017-07-07,"Pulse of saline water",2,0,"Ludwigia peploides"
2017-07-07,"Pulse of saline water",3,0,"Ludwigia peploides"
2017-07-07,"Pulse of saline water",4,0,"Ludwigia peploides"
2017-07-07,"Pulse of saline water",5,10,"Ludwigia peploides"
2017-07-07,"Pulse of saline water",6,0,"Ludwigia peploides"
2018-07-17,"Control",1,0,"Ludwigia peploides"
2018-07-17,"Control",2,5,"Ludwigia peploides"
2018-07-20,"Control",3,5,"Ludwigia peploides"
2018-07-20,"Control",4,0,"Ludwigia peploides"
2018-07-17,"Control",5,1,"Ludwigia peploides"
2018-07-25,"Control",6,20,"Ludwigia peploides"
2018-07-17,"Control with frame",1,0,"Ludwigia peploides"
2018-07-17,"Control with frame",4,5,"Ludwigia peploides"
2018-07-20,"Control with frame",5,0,"Ludwigia peploides"
2018-07-20,"Control with frame",6,5,"Ludwigia peploides"
2018-07-17,"Control with frame",7,0,"Ludwigia peploides"
2018-07-17,"Control with frame",8,0,"Ludwigia peploides"
2018-07-17,"Control with frame",9,0,"Ludwigia peploides"
2018-07-20,"Freshwater addition",2,1,"Ludwigia peploides"
2018-07-17,"Freshwater addition",3,0,"Ludwigia peploides"
2018-07-17,"Freshwater addition",4,0,"Ludwigia peploides"
2018-07-25,"Freshwater addition",5,5,"Ludwigia peploides"
2018-07-20,"Freshwater addition",6,10,"Ludwigia peploides"
2018-07-17,"Freshwater addition",7,0,"Ludwigia peploides"
2018-07-20,"Pulse of saline addition",1,0,"Ludwigia peploides"
2018-07-17,"Pulse of saline addition",2,0,"Ludwigia peploides"
2018-07-20,"Pulse of saline addition",3,1,"Ludwigia peploides"
2018-07-25,"Pulse of saline addition",4,1,"Ludwigia peploides"
2018-07-25,"Pulse of saline addition",5,1,"Ludwigia peploides"
2018-07-20,"Pulse of saline addition",6,1,"Ludwigia peploides"
2018-07-20,"Press of saline addition",3,0,"Ludwigia peploides"
2018-07-20,"Press of saline addition",4,30,"Ludwigia peploides"
2018-07-20,"Press of saline addition",5,20,"Ludwigia peploides"
2018-07-20,"Press of saline addition",6,0,"Ludwigia peploides"
2018-07-17,"Press of saline addition",7,0,"Ludwigia peploides"
2018-07-20,"Press of saline addition",8,0,"Ludwigia peploides"
2019-07-24,"Press of saline addition",3,5,"Ludwigia peploides"
2019-07-24,"Press of saline addition",4,100,"Ludwigia peploides"
2019-07-24,"Press of saline addition",5,100,"Ludwigia peploides"
2019-07-24,"Press of saline addition",6,1,"Ludwigia peploides"
2019-07-24,"Press of saline addition",7,0,"Ludwigia peploides"
2019-07-24,"Press of saline addition",8,40,"Ludwigia peploides"
2019-07-24,"Pulse of saline addition",1,5,"Ludwigia peploides"
2019-07-24,"Pulse of saline addition",2,5,"Ludwigia peploides"
2019-07-24,"Pulse of saline addition",3,5,"Ludwigia peploides"
2019-07-24,"Pulse of saline addition",4,5,"Ludwigia peploides"
2019-07-24,"Pulse of saline addition",5,0,"Ludwigia peploides"
2019-07-24,"Pulse of saline addition",6,5,"Ludwigia peploides"
2019-07-24,"Freshwater addition",2,5,"Ludwigia peploides"
2019-07-24,"Freshwater addition",3,0,"Ludwigia peploides"
2019-07-24,"Freshwater addition",4,0,"Ludwigia peploides"
2019-07-24,"Freshwater addition",5,0,"Ludwigia peploides"
2019-07-24,"Freshwater addition",6,30,"Ludwigia peploides"
2019-07-24,"Freshwater addition",7,5,"Ludwigia peploides"
2019-07-24,"Control",1,0,"Ludwigia peploides"
2019-07-24,"Control",2,5,"Ludwigia peploides"
2019-07-24,"Control",3,5,"Ludwigia peploides"
2019-07-24,"Control",4,5,"Ludwigia peploides"
2019-07-24,"Control",5,0,"Ludwigia peploides"
2019-07-24,"Control",6,0,"Ludwigia peploides"
2019-07-24,"Control with frame",1,5,"Ludwigia peploides"
2019-07-24,"Control with frame",4,0,"Ludwigia peploides"
2019-07-24,"Control with frame",5,0,"Ludwigia peploides"
2019-07-24,"Control with frame",6,0,"Ludwigia peploides"
2019-07-24,"Control with frame",7,0,"Ludwigia peploides"
2019-07-24,"Control with frame",8,10,"Ludwigia peploides"
2019-07-24,"Control with frame",9,5,"Ludwigia peploides"
2020-07-20,"Press of saline addition",3,5,"Ludwigia peploides"
2020-07-20,"Press of saline addition",4,100,"Ludwigia peploides"
2020-07-20,"Press of saline addition",5,90,"Ludwigia peploides"
2020-07-20,"Press of saline addition",6,20,"Ludwigia peploides"
2020-07-20,"Press of saline addition",7,0,"Ludwigia peploides"
2020-07-20,"Press of saline addition",8,100,"Ludwigia peploides"
2020-07-20,"Pulse of saline addition",1,0,"Ludwigia peploides"
2020-07-20,"Pulse of saline addition",2,30,"Ludwigia peploides"
2020-07-20,"Pulse of saline addition",3,0,"Ludwigia peploides"
2020-07-20,"Pulse of saline addition",4,0,"Ludwigia peploides"
2020-07-20,"Pulse of saline addition",5,0,"Ludwigia peploides"
2020-07-20,"Pulse of saline addition",6,0,"Ludwigia peploides"
2020-07-20,"Freshwater addition",2,5,"Ludwigia peploides"
2020-07-20,"Freshwater addition",3,0,"Ludwigia peploides"
2020-07-20,"Freshwater addition",4,0,"Ludwigia peploides"
2020-07-20,"Freshwater addition",5,0,"Ludwigia peploides"
2020-07-20,"Freshwater addition",6,70,"Ludwigia peploides"
2020-07-20,"Freshwater addition",7,0,"Ludwigia peploides"
2020-07-20,"Control",1,0,"Ludwigia peploides"
2020-07-20,"Control",2,5,"Ludwigia peploides"
2020-07-20,"Control",3,30,"Ludwigia peploides"
2020-07-20,"Control",4,5,"Ludwigia peploides"
2020-07-20,"Control",5,80,"Ludwigia peploides"
2020-07-20,"Control",6,5,"Ludwigia peploides"
2020-07-20,"Control with frame",1,0,"Ludwigia peploides"
2020-07-20,"Control with frame",4,5,"Ludwigia peploides"
2020-07-20,"Control with frame",5,0,"Ludwigia peploides"
2020-07-20,"Control with frame",6,5,"Ludwigia peploides"
2020-07-20,"Control with frame",7,0,"Ludwigia peploides"
2020-07-20,"Control with frame",8,5,"Ludwigia peploides"
2020-07-20,"Control with frame",9,0,"Ludwigia peploides"
2021-07-14,"Press of saline addition",3,0,"Ludwigia peploides"
2021-07-14,"Press of saline addition",4,100,"Ludwigia peploides"
2021-07-14,"Press of saline addition",5,90,"Ludwigia peploides"
2021-07-14,"Press of saline addition",6,90,"Ludwigia peploides"
2021-07-14,"Press of saline addition",7,1,"Ludwigia peploides"
2021-07-14,"Press of saline addition",8,100,"Ludwigia peploides"
2021-07-14,"Pulse of saline addition",1,10,"Ludwigia peploides"
2021-07-14,"Pulse of saline addition",2,20,"Ludwigia peploides"
2021-07-14,"Pulse of saline addition",3,5,"Ludwigia peploides"
2021-07-14,"Pulse of saline addition",4,60,"Ludwigia peploides"
2021-07-14,"Pulse of saline addition",5,5,"Ludwigia peploides"
2021-07-14,"Pulse of saline addition",6,40,"Ludwigia peploides"
2021-07-14,"Freshwater addition",2,10,"Ludwigia peploides"
2021-07-14,"Freshwater addition",3,0,"Ludwigia peploides"
2021-07-14,"Freshwater addition",4,60,"Ludwigia peploides"
2021-07-14,"Freshwater addition",5,5,"Ludwigia peploides"
2021-07-14,"Freshwater addition",6,100,"Ludwigia peploides"
2021-07-14,"Freshwater addition",7,10,"Ludwigia peploides"
2021-07-14,"Control",1,0,"Ludwigia peploides"
2021-07-14,"Control",2,5,"Ludwigia peploides"
2021-07-14,"Control",3,100,"Ludwigia peploides"
2021-07-14,"Control",4,80,"Ludwigia peploides"
2021-07-14,"Control",5,90,"Ludwigia peploides"
2021-07-14,"Control",6,0,"Ludwigia peploides"
2021-07-14,"Control with frame",1,5,"Ludwigia peploides"
2021-07-14,"Control with frame",4,50,"Ludwigia peploides"
2021-07-14,"Control with frame",5,5,"Ludwigia peploides"
2021-07-14,"Control with frame",6,5,"Ludwigia peploides"
2021-07-14,"Control with frame",7,0,"Ludwigia peploides"
2021-07-14,"Control with frame",8,1,"Ludwigia peploides"
2021-07-14,"Control with frame",9,1,"Ludwigia peploides"
2022-07-13,"Press of saline addition",3,10,"Ludwigia peploides"
2022-07-13,"Press of saline addition",4,100,"Ludwigia peploides"
2022-07-13,"Press of saline addition",5,100,"Ludwigia peploides"
2022-07-13,"Press of saline addition",6,90,"Ludwigia peploides"
2022-07-13,"Press of saline addition",7,5,"Ludwigia peploides"
2022-07-13,"Press of saline addition",8,100,"Ludwigia peploides"
2022-07-13,"Pulse of saline addition",1,10,"Ludwigia peploides"
2022-07-13,"Pulse of saline addition",2,80,"Ludwigia peploides"
2022-07-13,"Pulse of saline addition",3,10,"Ludwigia peploides"
2022-07-13,"Pulse of saline addition",4,90,"Ludwigia peploides"
2022-07-13,"Pulse of saline addition",5,90,"Ludwigia peploides"
2022-07-13,"Pulse of saline addition",6,95,"Ludwigia peploides"
2022-07-13,"Freshwater addition",2,5,"Ludwigia peploides"
2022-07-13,"Freshwater addition",3,10,"Ludwigia peploides"
2022-07-13,"Freshwater addition",4,90,"Ludwigia peploides"
2022-07-13,"Freshwater addition",5,60,"Ludwigia peploides"
2022-07-13,"Freshwater addition",6,100,"Ludwigia peploides"
2022-07-13,"Freshwater addition",7,0,"Ludwigia peploides"
2022-07-13,"Control",1,10,"Ludwigia peploides"
2022-07-13,"Control",2,30,"Ludwigia peploides"
2022-07-13,"Control",3,95,"Ludwigia peploides"
2022-07-13,"Control",4,90,"Ludwigia peploides"
2022-07-13,"Control",5,100,"Ludwigia peploides"
2022-07-13,"Control",6,0,"Ludwigia peploides"
2022-07-13,"Control with frame",1,0,"Ludwigia peploides"
2022-07-13,"Control with frame",4,80,"Ludwigia peploides"
2022-07-13,"Control with frame",5,0,"Ludwigia peploides"
2022-07-13,"Control with frame",6,0,"Ludwigia peploides"
2022-07-13,"Control with frame",7,5,"Ludwigia peploides"
2022-07-13,"Control with frame",8,0,"Ludwigia peploides"
2022-07-13,"Control with frame",9,0,"Ludwigia peploides"
