"LTER_site","local_site","year","date","block","plot","code","snow","N","temp","spp","mass","notes"
"NWT","itex",2013,2013-08-05,2,30,"PNW","P","N","W","litter","115.25",""
"NWT","itex",2013,2013-08-05,2,30,"PNW","P","N","W","live","232.75",""
"NWT","itex",2013,2013-08-05,2,31,"PXX","P","X","X","litter","103.25",""
"NWT","itex",2013,2013-08-05,2,31,"PXX","P","X","X","live","220.25",""
"NWT","itex",2013,2013-08-05,2,32,"PNX","P","N","X","litter","186.5",""
"NWT","itex",2013,2013-08-05,2,32,"PNX","P","N","X","live","208.5",""
"NWT","itex",2013,2013-08-01,3,33,"XXX","X","X","X","litter","121.25",""
"NWT","itex",2013,2013-08-01,3,33,"XXX","X","X","X","live","205",""
"NWT","itex",2013,2013-08-01,3,34,"XNW","X","N","W","litter","73.25",""
"NWT","itex",2013,2013-08-01,3,34,"XNW","X","N","W","live","79.5",""
"NWT","itex",2013,2013-08-01,3,35,"XNX","X","N","X","litter","79.25",""
"NWT","itex",2013,2013-08-01,3,35,"XNX","X","N","X","live","120.5",""
"NWT","itex",2013,2013-08-01,3,36,"XNW","X","N","W","litter","157.5",""
"NWT","itex",2013,2013-08-01,3,36,"XNW","X","N","W","live","166.5",""
"NWT","itex",2013,2013-08-01,3,37,"XNX","X","N","X","litter","57.75",""
"NWT","itex",2013,2013-08-01,3,37,"XNX","X","N","X","live","125.5",""
"NWT","itex",2013,2013-08-01,3,38,"XXW","X","X","W","litter","29.75",""
"NWT","itex",2013,2013-08-01,3,38,"XXW","X","X","W","live","93",""
"NWT","itex",2013,2013-08-01,3,39,"XXX","X","X","X","litter","39.25",""
"NWT","itex",2013,2013-08-01,3,39,"XXX","X","X","X","live","118.25",""
"NWT","itex",2013,2013-08-01,3,40,"XXW","X","X","W","litter","80.25",""
"NWT","itex",2013,2013-08-01,3,40,"XXW","X","X","W","live","173.25",""
"NWT","itex",2013,2013-08-01,3,41,"PXX","P","X","X","litter","104.75",""
"NWT","itex",2013,2013-08-01,3,41,"PXX","P","X","X","live","247.5",""
"NWT","itex",2013,2013-08-02,3,42,"PNW","P","N","W","litter","179",""
"NWT","itex",2013,2013-08-02,3,42,"PNW","P","N","W","live","113.25",""
"NWT","itex",2013,2013-08-02,3,43,"PNX","P","N","X","litter","189.25",""
"NWT","itex",2013,2013-08-02,3,43,"PNX","P","N","X","live","225.75",""
"NWT","itex",2013,2013-08-02,3,44,"PXW","P","X","W","litter","13.25",""
"NWT","itex",2013,2013-08-02,3,44,"PXW","P","X","W","live","106.5",""
"NWT","itex",2013,2013-08-02,3,45,"PXW","P","X","W","litter","104.5",""
"NWT","itex",2013,2013-08-02,3,45,"PXW","P","X","W","live","200.25",""
"NWT","itex",2013,2013-08-02,3,46,"PXX","P","X","X","litter","46",""
"NWT","itex",2013,2013-08-02,3,46,"PXX","P","X","X","live","216.75",""
"NWT","itex",2013,2013-08-02,3,47,"PNX","P","N","X","litter","197.5",""
"NWT","itex",2013,2013-08-02,3,47,"PNX","P","N","X","live","381",""
"NWT","itex",2013,2013-08-02,3,48,"PNW","P","N","W","litter","85.25",""
"NWT","itex",2013,2013-08-02,3,48,"PNW","P","N","W","live","93.75",""
"NWT","itex",2014,2014-08-05,1,1,"XXW","X","X","W","litter","272.75",""
"NWT","itex",2014,2014-08-05,1,1,"XXW","X","X","W","live","233.25",""
"NWT","itex",2014,2014-08-05,1,2,"XNW","X","N","W","litter","433.75",""
"NWT","itex",2014,2014-08-05,1,2,"XNW","X","N","W","live","255.5",""
"NWT","itex",2014,2014-08-05,1,3,"XNW","X","N","W","litter","129.75",""
"NWT","itex",2014,2014-08-05,1,3,"XNW","X","N","W","live","313",""
"NWT","itex",2014,2014-08-05,1,4,"XXX","X","X","X","litter","527",""
"NWT","itex",2014,2014-08-05,1,4,"XXX","X","X","X","live","682",""
"NWT","itex",2014,2014-08-05,1,5,"XNX","X","N","X","litter","182",""
"NWT","itex",2014,2014-08-05,1,5,"XNX","X","N","X","live","340.75",""
"NWT","itex",2014,2014-08-05,1,6,"XXX","X","X","X","litter","161.75",""
"NWT","itex",2014,2014-08-05,1,6,"XXX","X","X","X","live","338",""
"NWT","itex",2014,2014-08-05,1,7,"XNX","X","N","X","litter","465.5",""
"NWT","itex",2014,2014-08-05,1,7,"XNX","X","N","X","live","463.75",""
"NWT","itex",2014,2014-08-05,1,8,"XXW","X","X","W","litter","383",""
"NWT","itex",2014,2014-08-05,1,8,"XXW","X","X","W","live","270.5",""
"NWT","itex",2014,2014-08-05,1,9,"PNW","P","N","W","litter","204.25",""
"NWT","itex",2014,2014-08-05,1,9,"PNW","P","N","W","live","455.25",""
"NWT","itex",2014,2014-08-05,1,10,"PNX","P","N","X","litter","55.75",""
"NWT","itex",2014,2014-08-05,1,10,"PNX","P","N","X","live","437.75",""
"NWT","itex",2014,2014-08-05,1,11,"PXW","P","X","W","litter","708.75",""
"NWT","itex",2014,2014-08-05,1,11,"PXW","P","X","W","live","676.5",""
"NWT","itex",2014,2014-08-05,1,12,"PXX","P","X","X","litter","40.5",""
"NWT","itex",2014,2014-08-05,1,12,"PXX","P","X","X","live","400.25",""
"NWT","itex",2014,2014-08-05,1,13,"PNW","P","N","W","litter","174.25",""
"NWT","itex",2014,2014-08-05,1,13,"PNW","P","N","W","live","337.5",""
"NWT","itex",2014,2014-08-05,1,14,"PXW","P","X","W","litter","412.25",""
"NWT","itex",2014,2014-08-05,1,14,"PXW","P","X","W","live","746",""
"NWT","itex",2014,2014-08-05,1,15,"PNX","P","N","X","litter","669.75",""
"NWT","itex",2014,2014-08-05,1,15,"PNX","P","N","X","live","596.25",""
"NWT","itex",2014,2014-08-05,1,16,"PXX","P","X","X","litter","236.5",""
"NWT","itex",2014,2014-08-05,1,16,"PXX","P","X","X","live","527",""
"NWT","itex",2014,2014-08-05,2,17,"XNX","X","N","X","litter","201.25",""
"NWT","itex",2014,2014-08-05,2,17,"XNX","X","N","X","live","329.75",""
"NWT","itex",2014,2014-08-05,2,18,"XXW","X","X","W","litter","466",""
"NWT","itex",2014,2014-08-05,2,18,"XXW","X","X","W","live","552",""
"NWT","itex",2014,2014-08-05,2,19,"XNW","X","N","W","litter","307.75",""
"NWT","itex",2014,2014-08-05,2,19,"XNW","X","N","W","live","208.75",""
"NWT","itex",2014,2014-08-05,2,20,"XNX","X","N","X","litter","421.75",""
"NWT","itex",2014,2014-08-05,2,20,"XNX","X","N","X","live","257.25",""
"NWT","itex",2014,2014-08-05,2,21,"XXW","X","X","W","litter","70.75",""
"NWT","itex",2014,2014-08-05,2,21,"XXW","X","X","W","live","212.75",""
"NWT","itex",2014,2014-08-05,2,22,"XXX","X","X","X","litter","143.25",""
"NWT","itex",2014,2014-08-05,2,22,"XXX","X","X","X","live","170.75",""
"NWT","itex",2014,2014-08-05,2,23,"XNW","X","N","W","litter","576",""
"NWT","itex",2014,2014-08-05,2,23,"XNW","X","N","W","live","332.25",""
"NWT","itex",2014,2014-08-05,2,24,"XXX","X","X","X","litter","142.5",""
"NWT","itex",2014,2014-08-05,2,24,"XXX","X","X","X","live","330",""
"NWT","itex",2014,2014-08-05,2,25,"PNX","P","N","X","litter","472",""
"NWT","itex",2014,2014-08-05,2,25,"PNX","P","N","X","live","734.25",""
"NWT","itex",2014,2014-08-05,2,26,"PXX","P","X","X","litter","183.25",""
"NWT","itex",2014,2014-08-05,2,26,"PXX","P","X","X","live","356.5",""
"NWT","itex",2014,2014-08-05,2,27,"PNW","P","N","W","litter","680.75",""
"NWT","itex",2014,2014-08-05,2,27,"PNW","P","N","W","live","413.5",""
"NWT","itex",2014,2014-08-05,2,28,"PXW","P","X","W","litter","79",""
"NWT","itex",2014,2014-08-05,2,28,"PXW","P","X","W","live","248.75",""
"NWT","itex",2014,2014-08-05,2,29,"PXW","P","X","W","litter","131",""
"NWT","itex",2014,2014-08-05,2,29,"PXW","P","X","W","live","293.75",""
"NWT","itex",2014,2014-08-05,2,30,"PNW","P","N","W","litter","606.25",""
"NWT","itex",2014,2014-08-05,2,30,"PNW","P","N","W","live","416",""
"NWT","itex",2014,2014-08-05,2,31,"PXX","P","X","X","litter","67.5",""
"NWT","itex",2014,2014-08-05,2,31,"PXX","P","X","X","live","390.5",""
"NWT","itex",2014,2014-08-05,2,32,"PNX","P","N","X","litter","461.75",""
"NWT","itex",2014,2014-08-05,2,32,"PNX","P","N","X","live","468",""
"NWT","itex",2014,2014-08-05,3,33,"XXX","X","X","X","litter","321",""
"NWT","itex",2014,2014-08-05,3,33,"XXX","X","X","X","live","368",""
"NWT","itex",2014,2014-08-05,3,34,"XNW","X","N","W","litter","288.75",""
"NWT","itex",2014,2014-08-05,3,34,"XNW","X","N","W","live","367.75",""
"NWT","itex",2014,2014-08-05,3,35,"XNX","X","N","X","litter","675.75",""
"NWT","itex",2014,2014-08-05,3,35,"XNX","X","N","X","live","444.75",""
"NWT","itex",2014,2014-08-05,3,36,"XNW","X","N","W","litter","1833.75",""
"NWT","itex",2014,2014-08-05,3,36,"XNW","X","N","W","live","563.25",""
"NWT","itex",2014,2014-08-05,3,37,"XNX","X","N","X","litter","264.25",""
"NWT","itex",2014,2014-08-05,3,37,"XNX","X","N","X","live","481.25",""
"NWT","itex",2014,2014-08-05,3,38,"XXW","X","X","W","litter","73",""
"NWT","itex",2014,2014-08-05,3,38,"XXW","X","X","W","live","296.75",""
"NWT","itex",2014,2014-08-05,3,39,"XXX","X","X","X","litter","14.25",""
"NWT","itex",2014,2014-08-05,3,39,"XXX","X","X","X","live","183.75",""
"NWT","itex",2014,2014-08-05,3,40,"XXW","X","X","W","litter","20.5",""
"NWT","itex",2014,2014-08-05,3,40,"XXW","X","X","W","live","162.75",""
"NWT","itex",2014,2014-08-05,3,41,"PXX","P","X","X","litter","147",""
"NWT","itex",2014,2014-08-05,3,41,"PXX","P","X","X","live","299.5",""
"NWT","itex",2014,2014-08-05,3,42,"PNW","P","N","W","litter","578.5",""
"NWT","itex",2014,2014-08-05,3,42,"PNW","P","N","W","live","124.5",""
"NWT","itex",2014,2014-08-05,3,43,"PNX","P","N","X","litter","313",""
"NWT","itex",2014,2014-08-05,3,43,"PNX","P","N","X","live","194.25",""
"NWT","itex",2014,2014-08-05,3,44,"PXW","P","X","W","litter","72.5",""
"NWT","itex",2014,2014-08-05,3,44,"PXW","P","X","W","live","185.75",""
"NWT","itex",2014,2014-08-05,3,45,"PXW","P","X","W","litter","169",""
"NWT","itex",2014,2014-08-05,3,45,"PXW","P","X","W","live","308.25",""
"NWT","itex",2014,2014-08-05,3,46,"PXX","P","X","X","litter","186",""
"NWT","itex",2014,2014-08-05,3,46,"PXX","P","X","X","live","456.25",""
"NWT","itex",2014,2014-08-05,3,47,"PNX","P","N","X","litter","664",""
"NWT","itex",2014,2014-08-05,3,47,"PNX","P","N","X","live","1012.25",""
"NWT","itex",2014,2014-08-05,3,48,"PNW","P","N","W","litter","533",""
"NWT","itex",2014,2014-08-05,3,48,"PNW","P","N","W","live","261",""
"NWT","itex",2015,2015-08-06,1,1,"XXW","X","X","W","litter","52.75",""
"NWT","itex",2015,2015-08-06,1,1,"XXW","X","X","W","live","377.75",""
"NWT","itex",2015,2015-08-06,1,2,"XNW","X","N","W","litter","305.25",""
"NWT","itex",2015,2015-08-06,1,2,"XNW","X","N","W","live","254.75",""
"NWT","itex",2015,2015-08-06,1,3,"XNW","X","N","W","litter","154.75",""
"NWT","itex",2015,2015-08-06,1,3,"XNW","X","N","W","live","367.75",""
"NWT","itex",2015,2015-08-06,1,4,"XXX","X","X","X","litter","257.25",""
"NWT","itex",2015,2015-08-06,1,4,"XXX","X","X","X","live","514",""
"NWT","itex",2015,2015-08-06,1,5,"XNX","X","N","X","litter","240",""
"NWT","itex",2015,2015-08-06,1,5,"XNX","X","N","X","live","238",""
"NWT","itex",2015,2015-08-06,1,6,"XXX","X","X","X","litter","60.25",""
"NWT","itex",2015,2015-08-06,1,6,"XXX","X","X","X","live","367.25",""
"NWT","itex",2015,2015-08-06,1,7,"XNX","X","N","X","litter","282.75",""
"NWT","itex",2015,2015-08-06,1,7,"XNX","X","N","X","live","311",""
"NWT","itex",2015,2015-08-06,1,8,"XXW","X","X","W","litter","179.25",""
"NWT","itex",2015,2015-08-06,1,8,"XXW","X","X","W","live","149.5",""
"NWT","itex",2015,2015-08-06,1,9,"PNW","P","N","W","litter","123.25",""
"NWT","itex",2015,2015-08-06,1,9,"PNW","P","N","W","live","198.75",""
"NWT","itex",2015,2015-08-06,1,10,"PNX","P","N","X","litter","210.5",""
"NWT","itex",2015,2015-08-06,1,10,"PNX","P","N","X","live","421.5",""
"NWT","itex",2015,2015-08-06,1,11,"PXW","P","X","W","litter","519.75",""
"NWT","itex",2015,2015-08-06,1,11,"PXW","P","X","W","live","274.75",""
"NWT","itex",2015,2015-08-06,1,12,"PXX","P","X","X","litter","20.75",""
"NWT","itex",2015,2015-08-06,1,12,"PXX","P","X","X","live","266.75",""
"NWT","itex",2015,2015-08-06,1,13,"PNW","P","N","W","litter","49",""
"NWT","itex",2015,2015-08-06,1,13,"PNW","P","N","W","live","213",""
"NWT","itex",2015,2015-08-06,1,14,"PXW","P","X","W","litter","156.5",""
"NWT","itex",2015,2015-08-06,1,14,"PXW","P","X","W","live","578",""
"NWT","itex",2015,2015-08-06,1,15,"PNX","P","N","X","litter","120",""
"NWT","itex",2015,2015-08-06,1,15,"PNX","P","N","X","live","263.5",""
"NWT","itex",2015,2015-08-06,1,16,"PXX","P","X","X","litter","109",""
"NWT","itex",2015,2015-08-06,1,16,"PXX","P","X","X","live","401",""
"NWT","itex",2015,2015-08-06,2,17,"XNX","X","N","X","litter","204.25",""
"NWT","itex",2015,2015-08-06,2,17,"XNX","X","N","X","live","291.25",""
"NWT","itex",2015,2015-08-06,2,18,"XXW","X","X","W","litter","207.25",""
"NWT","itex",2015,2015-08-06,2,18,"XXW","X","X","W","live","300.75",""
"NWT","itex",2015,2015-08-06,2,19,"XNW","X","N","W","litter","328",""
"NWT","itex",2015,2015-08-06,2,19,"XNW","X","N","W","live","183",""
"NWT","itex",2015,2015-08-06,2,20,"XNX","X","N","X","litter","250.75",""
"NWT","itex",2015,2015-08-06,2,20,"XNX","X","N","X","live","316.75",""
"NWT","itex",2015,2015-08-06,2,21,"XXW","X","X","W","litter","20.5",""
"NWT","itex",2015,2015-08-06,2,21,"XXW","X","X","W","live","149",""
"NWT","itex",2015,2015-08-06,2,22,"XXX","X","X","X","litter","220.75",""
"NWT","itex",2015,2015-08-06,2,22,"XXX","X","X","X","live","341",""
"NWT","itex",2015,2015-08-06,2,23,"XNW","X","N","W","litter","455.75",""
"NWT","itex",2015,2015-08-06,2,23,"XNW","X","N","W","live","275",""
"NWT","itex",2015,2015-08-06,2,24,"XXX","X","X","X","litter","96",""
"NWT","itex",2015,2015-08-06,2,24,"XXX","X","X","X","live","288.5",""
"NWT","itex",2015,2015-08-06,2,25,"PNX","P","N","X","litter","66.75",""
"NWT","itex",2015,2015-08-06,2,25,"PNX","P","N","X","live","258.25",""
"NWT","itex",2015,2015-08-06,2,26,"PXX","P","X","X","litter","50",""
"NWT","itex",2015,2015-08-06,2,26,"PXX","P","X","X","live","207.75",""
"NWT","itex",2015,2015-08-06,2,27,"PNW","P","N","W","litter","682.5",""
"NWT","itex",2015,2015-08-06,2,27,"PNW","P","N","W","live","275.5",""
"NWT","itex",2015,2015-08-06,2,28,"PXW","P","X","W","litter","62.75",""
"NWT","itex",2015,2015-08-06,2,28,"PXW","P","X","W","live","192.5",""
"NWT","itex",2015,2015-08-06,2,29,"PXW","P","X","W","litter","44",""
"NWT","itex",2015,2015-08-06,2,29,"PXW","P","X","W","live","233.75",""
"NWT","itex",2015,2015-08-06,2,30,"PNW","P","N","W","litter","462.5",""
"NWT","itex",2015,2015-08-06,2,30,"PNW","P","N","W","live","554.5",""
"NWT","itex",2015,2015-08-06,2,31,"PXX","P","X","X","litter","90.75",""
"NWT","itex",2015,2015-08-06,2,31,"PXX","P","X","X","live","349.5",""
"NWT","itex",2015,2015-08-06,2,32,"PNX","P","N","X","litter","128.25",""
"NWT","itex",2015,2015-08-06,2,32,"PNX","P","N","X","live","166.75",""
"NWT","itex",2015,2015-08-06,3,33,"XXX","X","X","X","litter","164.5",""
"NWT","itex",2015,2015-08-06,3,33,"XXX","X","X","X","live","204",""
"NWT","itex",2015,2015-08-06,3,34,"XNW","X","N","W","litter","185",""
"NWT","itex",2015,2015-08-06,3,34,"XNW","X","N","W","live","213.5",""
"NWT","itex",2015,2015-08-06,3,35,"XNX","X","N","X","litter","85.5",""
"NWT","itex",2015,2015-08-06,3,35,"XNX","X","N","X","live","282.75",""
"NWT","itex",2015,2015-08-06,3,36,"XNW","X","N","W","litter","144",""
"NWT","itex",2015,2015-08-06,3,36,"XNW","X","N","W","live","88.5",""
"NWT","itex",2015,2015-08-06,3,37,"XNX","X","N","X","litter","714.5",""
"NWT","itex",2015,2015-08-06,3,37,"XNX","X","N","X","live","297",""
"NWT","itex",2015,2015-08-06,3,38,"XXW","X","X","W","litter","71.25",""
"NWT","itex",2015,2015-08-06,3,38,"XXW","X","X","W","live","243.75",""
"NWT","itex",2015,2015-08-06,3,39,"XXX","X","X","X","litter","43.75",""
"NWT","itex",2015,2015-08-06,3,39,"XXX","X","X","X","live","237.25",""
"NWT","itex",2015,2015-08-06,3,40,"XXW","X","X","W","litter","70.25",""
"NWT","itex",2015,2015-08-06,3,40,"XXW","X","X","W","live","234.25",""
"NWT","itex",2015,2015-08-06,3,41,"PXX","P","X","X","litter","180.25",""
"NWT","itex",2015,2015-08-06,3,41,"PXX","P","X","X","live","323",""
"NWT","itex",2015,2015-08-06,3,42,"PNW","P","N","W","litter","535.75",""
"NWT","itex",2015,2015-08-06,3,42,"PNW","P","N","W","live","265",""
"NWT","itex",2015,2015-08-06,3,43,"PNX","P","N","X","litter","224.25",""
"NWT","itex",2015,2015-08-06,3,43,"PNX","P","N","X","live","242.75",""
"NWT","itex",2015,2015-08-06,3,44,"PXW","P","X","W","litter","106",""
"NWT","itex",2015,2015-08-06,3,44,"PXW","P","X","W","live","229.5",""
"NWT","itex",2015,2015-08-06,3,45,"PXW","P","X","W","litter","133.75",""
"NWT","itex",2015,2015-08-06,3,45,"PXW","P","X","W","live","211.5",""
"NWT","itex",2015,2015-08-06,3,46,"PXX","P","X","X","litter","386.75",""
"NWT","itex",2015,2015-08-06,3,46,"PXX","P","X","X","live","339",""
"NWT","itex",2015,2015-08-06,3,47,"PNX","P","N","X","litter","532",""
"NWT","itex",2015,2015-08-06,3,47,"PNX","P","N","X","live","328.75",""
"NWT","itex",2015,2015-08-06,3,48,"PNW","P","N","W","litter","277.5",""
"NWT","itex",2015,2015-08-06,3,48,"PNW","P","N","W","live","230.5",""
"NWT","itex",2016,2016-08-04,1,1,"XXW","X","X","W","litter","636.75",""
"NWT","itex",2016,2016-08-04,1,1,"XXW","X","X","W","live","454",""
"NWT","itex",2016,2016-08-04,1,2,"XNW","X","N","W","litter","452.25",""
"NWT","itex",2016,2016-08-04,1,2,"XNW","X","N","W","live","221.75",""
"NWT","itex",2016,2016-08-04,1,3,"XNW","X","N","W","litter","673",""
"NWT","itex",2016,2016-08-04,1,3,"XNW","X","N","W","live","868",""
"NWT","itex",2016,2016-08-04,1,4,"XXX","X","X","X","litter","1045.75",""
"NWT","itex",2016,2016-08-04,1,4,"XXX","X","X","X","live","450",""
"NWT","itex",2016,2016-08-04,1,5,"XNX","X","N","X","litter","582.25",""
"NWT","itex",2016,2016-08-04,1,5,"XNX","X","N","X","live","347.5",""
"NWT","itex",2016,2016-08-04,1,6,"XXX","X","X","X","litter","537.5",""
"NWT","itex",2016,2016-08-04,1,6,"XXX","X","X","X","live","282.25",""
"NWT","itex",2016,2016-08-04,1,7,"XNX","X","N","X","litter","467",""
"NWT","itex",2016,2016-08-04,1,7,"XNX","X","N","X","live","189",""
"NWT","itex",2016,2016-08-04,1,8,"XXW","X","X","W","litter","619",""
"NWT","itex",2016,2016-08-04,1,8,"XXW","X","X","W","live","626",""
"NWT","itex",2016,2016-08-04,1,9,"PNW","P","N","W","litter","541",""
"NWT","itex",2016,2016-08-04,1,9,"PNW","P","N","W","live","232.5",""
"NWT","itex",2016,2016-08-04,1,10,"PNX","P","N","X","litter","92.25",""
"NWT","itex",2016,2016-08-04,1,10,"PNX","P","N","X","live","378.25",""
"NWT","itex",2016,2016-08-04,1,11,"PXW","P","X","W","litter","767.75",""
"NWT","itex",2016,2016-08-04,1,11,"PXW","P","X","W","live","673.75",""
"NWT","itex",2016,2016-08-04,1,12,"PXX","P","X","X","litter","340",""
"NWT","itex",2016,2016-08-04,1,12,"PXX","P","X","X","live","334.5",""
"NWT","itex",2016,2016-08-04,1,13,"PNW","P","N","W","litter","57.25",""
"NWT","itex",2016,2016-08-04,1,13,"PNW","P","N","W","live","401",""
"NWT","itex",2016,2016-08-04,1,14,"PXW","P","X","W","litter","207",""
"NWT","itex",2016,2016-08-04,1,14,"PXW","P","X","W","live","266.25",""
"NWT","itex",2016,2016-08-04,1,15,"PNX","P","N","X","litter","428.25",""
"NWT","itex",2016,2016-08-04,1,15,"PNX","P","N","X","live","329.25",""
"NWT","itex",2016,2016-08-04,1,16,"PXX","P","X","X","litter","185",""
"NWT","itex",2016,2016-08-04,1,16,"PXX","P","X","X","live","308",""
"NWT","itex",2016,2016-08-08,2,17,"XNX","X","N","X","litter","301.5",""
"NWT","itex",2016,2016-08-08,2,17,"XNX","X","N","X","live","213.25",""
"NWT","itex",2016,2016-08-08,2,18,"XXW","X","X","W","litter","265.75",""
"NWT","itex",2016,2016-08-08,2,18,"XXW","X","X","W","live","348.75",""
"NWT","itex",2016,2016-08-08,2,19,"XNW","X","N","W","litter","1008.75",""
"NWT","itex",2016,2016-08-08,2,19,"XNW","X","N","W","live","511.5",""
"NWT","itex",2016,2016-08-08,2,20,"XNX","X","N","X","litter","442.5",""
"NWT","itex",2016,2016-08-08,2,20,"XNX","X","N","X","live","290.25",""
"NWT","itex",2016,2016-08-08,2,21,"XXW","X","X","W","litter","152.25",""
"NWT","itex",2016,2016-08-08,2,21,"XXW","X","X","W","live","307.25",""
"NWT","itex",2016,2016-08-08,2,22,"XXX","X","X","X","litter","204",""
"NWT","itex",2016,2016-08-08,2,22,"XXX","X","X","X","live","288.25",""
"NWT","itex",2016,2016-08-08,2,23,"XNW","X","N","W","litter","703",""
"NWT","itex",2016,2016-08-08,2,23,"XNW","X","N","W","live","450.75",""
"NWT","itex",2016,2016-08-08,2,24,"XXX","X","X","X","litter","480",""
"NWT","itex",2016,2016-08-08,2,24,"XXX","X","X","X","live","226.75",""
"NWT","itex",2016,2016-08-08,2,25,"PNX","P","N","X","litter","438.75",""
"NWT","itex",2016,2016-08-08,2,25,"PNX","P","N","X","live","360.5",""
"NWT","itex",2016,2016-08-08,2,26,"PXX","P","X","X","litter","315.5",""
"NWT","itex",2016,2016-08-08,2,26,"PXX","P","X","X","live","152.25",""
"NWT","itex",2016,2016-08-08,2,27,"PNW","P","N","W","litter","1124.75",""
"NWT","itex",2016,2016-08-08,2,27,"PNW","P","N","W","live","546",""
"NWT","itex",2016,2016-08-08,2,28,"PXW","P","X","W","litter","433.75",""
"NWT","itex",2016,2016-08-08,2,28,"PXW","P","X","W","live","274.25",""
"NWT","itex",2016,2016-08-08,2,29,"PXW","P","X","W","litter","264.75",""
"NWT","itex",2016,2016-08-08,2,29,"PXW","P","X","W","live","350",""
"NWT","itex",2016,2016-08-08,2,30,"PNW","P","N","W","litter","1729",""
"NWT","itex",2016,2016-08-08,2,30,"PNW","P","N","W","live","724",""
"NWT","itex",2016,2016-08-08,2,31,"PXX","P","X","X","litter","525.75",""
"NWT","itex",2016,2016-08-08,2,31,"PXX","P","X","X","live","565",""
"NWT","itex",2016,2016-08-08,2,32,"PNX","P","N","X","litter","709",""
"NWT","itex",2016,2016-08-08,2,32,"PNX","P","N","X","live","332.5",""
"NWT","itex",2016,2016-08-05,3,33,"XXX","X","X","X","litter","403.5",""
"NWT","itex",2016,2016-08-05,3,33,"XXX","X","X","X","live","405",""
"NWT","itex",2016,2016-08-05,3,34,"XNW","X","N","W","litter","756",""
"NWT","itex",2016,2016-08-05,3,34,"XNW","X","N","W","live","209.75",""
"NWT","itex",2016,2016-08-05,3,35,"XNX","X","N","X","litter","376",""
"NWT","itex",2016,2016-08-05,3,35,"XNX","X","N","X","live","191.5",""
"NWT","itex",2016,2016-08-05,3,36,"XNW","X","N","W","litter","716",""
"NWT","itex",2016,2016-08-05,3,36,"XNW","X","N","W","live","306",""
"NWT","itex",2016,2016-08-05,3,37,"XNX","X","N","X","litter","822.5",""
"NWT","itex",2016,2016-08-05,3,37,"XNX","X","N","X","live","314.5",""
"NWT","itex",2016,2016-08-05,3,38,"XXW","X","X","W","litter","323.25",""
"NWT","itex",2016,2016-08-05,3,38,"XXW","X","X","W","live","308.25",""
"NWT","itex",2016,2016-08-05,3,39,"XXX","X","X","X","litter","50.75",""
"NWT","itex",2016,2016-08-05,3,39,"XXX","X","X","X","live","114.5",""
"NWT","itex",2016,2016-08-05,3,40,"XXW","X","X","W","litter","284",""
"NWT","itex",2016,2016-08-05,3,40,"XXW","X","X","W","live","256.5",""
"NWT","itex",2016,2016-08-05,3,41,"PXX","P","X","X","litter","801.75",""
"NWT","itex",2016,2016-08-05,3,41,"PXX","P","X","X","live","499.5",""
"NWT","itex",2016,2016-08-05,3,42,"PNW","P","N","W","litter","783.25",""
"NWT","itex",2016,2016-08-05,3,42,"PNW","P","N","W","live","297.75",""
"NWT","itex",2016,2016-08-05,3,43,"PNX","P","N","X","litter","413",""
"NWT","itex",2016,2016-08-05,3,43,"PNX","P","N","X","live","185",""
"NWT","itex",2016,2016-08-05,3,44,"PXW","P","X","W","litter","150",""
"NWT","itex",2016,2016-08-05,3,44,"PXW","P","X","W","live","166.75",""
"NWT","itex",2016,2016-08-05,3,45,"PXW","P","X","W","litter","401.25",""
"NWT","itex",2016,2016-08-05,3,45,"PXW","P","X","W","live","352.5",""
"NWT","itex",2016,2016-08-05,3,46,"PXX","P","X","X","litter","369",""
"NWT","itex",2016,2016-08-05,3,46,"PXX","P","X","X","live","285.5",""
"NWT","itex",2016,2016-08-05,3,47,"PNX","P","N","X","litter","852",""
"NWT","itex",2016,2016-08-05,3,47,"PNX","P","N","X","live","401.25",""
"NWT","itex",2016,2016-08-05,3,48,"PNW","P","N","W","litter","980.25",""
"NWT","itex",2016,2016-08-05,3,48,"PNW","P","N","W","live","222.5",""
"NWT","itex",2017,2017-08-25,1,1,"XXW","X","X","W","litter","419.75",""
"NWT","itex",2017,2017-08-25,1,1,"XXW","X","X","W","live","233.75",""
"NWT","itex",2017,2017-08-25,1,2,"XNW","X","N","W","litter","814",""
"NWT","itex",2017,2017-08-25,1,2,"XNW","X","N","W","live","260.75",""
"NWT","itex",2017,2017-08-25,1,3,"XNW","X","N","W","litter","221.75",""
"NWT","itex",2017,2017-08-25,1,3,"XNW","X","N","W","live","339",""
"NWT","itex",2017,2017-08-25,1,4,"XXX","X","X","X","litter","251.5",""
"NWT","itex",2017,2017-08-25,1,4,"XXX","X","X","X","live","358.5",""
"NWT","itex",2017,2017-08-25,1,5,"XNX","X","N","X","litter","609.25",""
"NWT","itex",2017,2017-08-25,1,5,"XNX","X","N","X","live","399",""
"NWT","itex",2017,2017-08-25,1,6,"XXX","X","X","X","litter","415.75",""
"NWT","itex",2017,2017-08-25,1,6,"XXX","X","X","X","live","319.75",""
"NWT","itex",2017,2017-08-25,1,7,"XNX","X","N","X","litter","415",""
"NWT","itex",2017,2017-08-25,1,7,"XNX","X","N","X","live","331.25",""
