"","source","Date","Replicate","Treatment","Biomass"
"4100","KNZ_Biomass_1986-2021_processed.csv","2001","24","u m c","22.17"
"4101","KNZ_Biomass_1986-2021_processed.csv","2001","29","b m c","16.475"
"4102","KNZ_Biomass_1986-2021_processed.csv","2001","30","b m n+p","58.44"
"4103","KNZ_Biomass_1986-2021_processed.csv","2001","31","b m p","17.495"
"4104","KNZ_Biomass_1986-2021_processed.csv","2001","32","b m n","48.34"
"4105","KNZ_Biomass_1986-2021_processed.csv","2001","33","u m n+p","45.585"
"4106","KNZ_Biomass_1986-2021_processed.csv","2001","34","u m c","21.865"
"4107","KNZ_Biomass_1986-2021_processed.csv","2001","35","u m p","20.145"
"4108","KNZ_Biomass_1986-2021_processed.csv","2001","36","u m n","15.315"
"4109","KNZ_Biomass_1986-2021_processed.csv","2001","45","b m n","45.235"
"4110","KNZ_Biomass_1986-2021_processed.csv","2001","46","b m c","19.855"
"4111","KNZ_Biomass_1986-2021_processed.csv","2001","47","b m p","23.775"
"4112","KNZ_Biomass_1986-2021_processed.csv","2001","48","b m n+p","41.845"
"4113","KNZ_Biomass_1986-2021_processed.csv","2001","49","b m n+p","39.765"
"4114","KNZ_Biomass_1986-2021_processed.csv","2001","50","b m n","47.905"
"4115","KNZ_Biomass_1986-2021_processed.csv","2001","51","b m p","17.185"
"4116","KNZ_Biomass_1986-2021_processed.csv","2001","52","b m c","15.935"
"4117","KNZ_Biomass_1986-2021_processed.csv","2001","61","u m c","19.31"
"4118","KNZ_Biomass_1986-2021_processed.csv","2001","62","u m n+p","51.625"
"4119","KNZ_Biomass_1986-2021_processed.csv","2001","63","u m p","14.32"
"4120","KNZ_Biomass_1986-2021_processed.csv","2001","64","u m n","32.1"
"4121","KNZ_Biomass_1986-2021_processed.csv","2001","1","u u n","32.165"
"4122","KNZ_Biomass_1986-2021_processed.csv","2001","2","u u c","14.525"
"4123","KNZ_Biomass_1986-2021_processed.csv","2001","3","u u p","53.465"
"4124","KNZ_Biomass_1986-2021_processed.csv","2001","4","u u n+p","70.36"
"4125","KNZ_Biomass_1986-2021_processed.csv","2001","5","u m n","25.165"
"4126","KNZ_Biomass_1986-2021_processed.csv","2001","6","u m c","19.16"
"4127","KNZ_Biomass_1986-2021_processed.csv","2001","7","u m p","30.115"
"4128","KNZ_Biomass_1986-2021_processed.csv","2001","8","u m n+p","34.73"
"4129","KNZ_Biomass_1986-2021_processed.csv","2001","9","b m c","39.755"
"4130","KNZ_Biomass_1986-2021_processed.csv","2001","10","b m p","15.65"
"4131","KNZ_Biomass_1986-2021_processed.csv","2001","11","b m n+p","43.135"
"4132","KNZ_Biomass_1986-2021_processed.csv","2001","12","b m n","47.65"
"4133","KNZ_Biomass_1986-2021_processed.csv","2001","17","u u n+p","34.25"
"4134","KNZ_Biomass_1986-2021_processed.csv","2001","18","u u n","49.735"
"4135","KNZ_Biomass_1986-2021_processed.csv","2001","19","u u p","20.505"
"4136","KNZ_Biomass_1986-2021_processed.csv","2001","20","u u c","21.65"
"4137","KNZ_Biomass_1986-2021_processed.csv","2001","21","u m n+p","43.335"
"4138","KNZ_Biomass_1986-2021_processed.csv","2001","22","u m n","27.625"
"4139","KNZ_Biomass_1986-2021_processed.csv","2001","23","u m p","22.22"
"4140","KNZ_Biomass_1986-2021_processed.csv","2001","24","u m c","18.615"
"4141","KNZ_Biomass_1986-2021_processed.csv","2001","25","b u c","31.885"
"4142","KNZ_Biomass_1986-2021_processed.csv","2001","26","b u n+p","71.58"
"4143","KNZ_Biomass_1986-2021_processed.csv","2001","27","b u p","30.695"
"4144","KNZ_Biomass_1986-2021_processed.csv","2001","28","b u n","91.29"
"4145","KNZ_Biomass_1986-2021_processed.csv","2001","29","b m c","40.045"
"4146","KNZ_Biomass_1986-2021_processed.csv","2001","30","b m n+p","50.575"
"4147","KNZ_Biomass_1986-2021_processed.csv","2001","31","b m p","12.5"
"4148","KNZ_Biomass_1986-2021_processed.csv","2001","32","b m n","54.065"
"4149","KNZ_Biomass_1986-2021_processed.csv","2001","13","b u c","14.555"
"4150","KNZ_Biomass_1986-2021_processed.csv","2001","14","b u p","19.245"
"4151","KNZ_Biomass_1986-2021_processed.csv","2001","15","b u n+p","94.785"
"4152","KNZ_Biomass_1986-2021_processed.csv","2001","16","b u n","70.85"
"4153","KNZ_Biomass_1986-2021_processed.csv","2001","33","u m n+p","30.855"
"4154","KNZ_Biomass_1986-2021_processed.csv","2001","34","u m c","23.685"
"4155","KNZ_Biomass_1986-2021_processed.csv","2001","35","u m p","34.02"
"4156","KNZ_Biomass_1986-2021_processed.csv","2001","36","u m n","51.83"
"4157","KNZ_Biomass_1986-2021_processed.csv","2001","37","u u n+p","95.29"
"4158","KNZ_Biomass_1986-2021_processed.csv","2001","38","u u c","23.875"
"4159","KNZ_Biomass_1986-2021_processed.csv","2001","39","u u p","33.59"
"4160","KNZ_Biomass_1986-2021_processed.csv","2001","40","u u n","60.255"
"4161","KNZ_Biomass_1986-2021_processed.csv","2001","41","b u n","121.76"
"4162","KNZ_Biomass_1986-2021_processed.csv","2001","42","b u c","18.255"
"4163","KNZ_Biomass_1986-2021_processed.csv","2001","43","b u p","10.79"
"4164","KNZ_Biomass_1986-2021_processed.csv","2001","44","b u n+p","118.925"
"4165","KNZ_Biomass_1986-2021_processed.csv","2001","45","b m n","45.26"
"4166","KNZ_Biomass_1986-2021_processed.csv","2001","46","b m c","12.14"
"4167","KNZ_Biomass_1986-2021_processed.csv","2001","47","b m p","35.83"
"4168","KNZ_Biomass_1986-2021_processed.csv","2001","48","b m n+p","46.845"
"4169","KNZ_Biomass_1986-2021_processed.csv","2001","49","b m n+p","34.63"
"4170","KNZ_Biomass_1986-2021_processed.csv","2001","50","b m n","36.89"
"4171","KNZ_Biomass_1986-2021_processed.csv","2001","51","b m p","10.44"
"4172","KNZ_Biomass_1986-2021_processed.csv","2001","52","b m c","19.14"
"4173","KNZ_Biomass_1986-2021_processed.csv","2001","53","b u n+p","95.125"
"4174","KNZ_Biomass_1986-2021_processed.csv","2001","54","b u n","101.415"
"4175","KNZ_Biomass_1986-2021_processed.csv","2001","55","b u p","9.805"
"4176","KNZ_Biomass_1986-2021_processed.csv","2001","56","b u c","10.32"
"4177","KNZ_Biomass_1986-2021_processed.csv","2001","57","u u c","30.735"
"4178","KNZ_Biomass_1986-2021_processed.csv","2001","58","u u n+p","28.135"
"4179","KNZ_Biomass_1986-2021_processed.csv","2001","59","u u p","21.99"
"4180","KNZ_Biomass_1986-2021_processed.csv","2001","60","u u n","114.865"
"4181","KNZ_Biomass_1986-2021_processed.csv","2001","61","u m c","11.72"
"4182","KNZ_Biomass_1986-2021_processed.csv","2001","62","u m n+p","34.95"
"4183","KNZ_Biomass_1986-2021_processed.csv","2001","63","u m p","21.495"
"4184","KNZ_Biomass_1986-2021_processed.csv","2001","64","u m n","60.615"
"4185","KNZ_Biomass_1986-2021_processed.csv","2002","5","u m n","28.49"
"4186","KNZ_Biomass_1986-2021_processed.csv","2002","6","u m c","16.83"
"4187","KNZ_Biomass_1986-2021_processed.csv","2002","7","u m p","33"
"4188","KNZ_Biomass_1986-2021_processed.csv","2002","8","u m n+p","51.005"
"4189","KNZ_Biomass_1986-2021_processed.csv","2002","9","b m c","19.32"
"4190","KNZ_Biomass_1986-2021_processed.csv","2002","10","b m p","15.86"
"4191","KNZ_Biomass_1986-2021_processed.csv","2002","11","b m n+p","36.255"
"4192","KNZ_Biomass_1986-2021_processed.csv","2002","12","b m n","27.7"
"4193","KNZ_Biomass_1986-2021_processed.csv","2002","21","u m n+p","54.23"
"4194","KNZ_Biomass_1986-2021_processed.csv","2002","22","u m n","48.735"
"4195","KNZ_Biomass_1986-2021_processed.csv","2002","23","u m p","28.47"
"4196","KNZ_Biomass_1986-2021_processed.csv","2002","24","u m c","21.78"
"4197","KNZ_Biomass_1986-2021_processed.csv","2002","29","b m c","23.645"
"4198","KNZ_Biomass_1986-2021_processed.csv","2002","30","b m n+p","54.915"
"4199","KNZ_Biomass_1986-2021_processed.csv","2002","31","b m p","17.455"
"4200","KNZ_Biomass_1986-2021_processed.csv","2002","32","b m n","49.34"
"4201","KNZ_Biomass_1986-2021_processed.csv","2002","33","u m n+p","50.51"
"4202","KNZ_Biomass_1986-2021_processed.csv","2002","34","u m c","24.655"
"4203","KNZ_Biomass_1986-2021_processed.csv","2002","35","u m p","27.81"
"4204","KNZ_Biomass_1986-2021_processed.csv","2002","36","u m n","40.92"
"4205","KNZ_Biomass_1986-2021_processed.csv","2002","45","b m n","54.04"
"4206","KNZ_Biomass_1986-2021_processed.csv","2002","46","b m c","24.39"
"4207","KNZ_Biomass_1986-2021_processed.csv","2002","47","b m p","35.725"
"4208","KNZ_Biomass_1986-2021_processed.csv","2002","48","b m n+p","39.14"
"4209","KNZ_Biomass_1986-2021_processed.csv","2002","49","b m n+p","51.56"
"4210","KNZ_Biomass_1986-2021_processed.csv","2002","50","b m n","44.675"
"4211","KNZ_Biomass_1986-2021_processed.csv","2002","51","b m p","29.05"
"4212","KNZ_Biomass_1986-2021_processed.csv","2002","52","b m c","17.815"
"4213","KNZ_Biomass_1986-2021_processed.csv","2002","61","u m c","21.13"
"4214","KNZ_Biomass_1986-2021_processed.csv","2002","62","u m n+p","40.23"
"4215","KNZ_Biomass_1986-2021_processed.csv","2002","63","u m p","26.105"
"4216","KNZ_Biomass_1986-2021_processed.csv","2002","64","u m n","38.02"
"4217","KNZ_Biomass_1986-2021_processed.csv","2002","41","b u n","71.375"
"4218","KNZ_Biomass_1986-2021_processed.csv","2002","42","b u c","39.38"
"4219","KNZ_Biomass_1986-2021_processed.csv","2002","43","b u p","29.9"
"4220","KNZ_Biomass_1986-2021_processed.csv","2002","44","b u n+p","62.355"
"4221","KNZ_Biomass_1986-2021_processed.csv","2002","45","b m n","67.145"
"4222","KNZ_Biomass_1986-2021_processed.csv","2002","46","b m c","19.23"
"4223","KNZ_Biomass_1986-2021_processed.csv","2002","47","b m p","35.33"
"4224","KNZ_Biomass_1986-2021_processed.csv","2002","48","b m n+p","29.565"
"4225","KNZ_Biomass_1986-2021_processed.csv","2002","49","b m n+p","36.93"
"4226","KNZ_Biomass_1986-2021_processed.csv","2002","50","b m n","45.895"
"4227","KNZ_Biomass_1986-2021_processed.csv","2002","51","b m p","19.07"
"4228","KNZ_Biomass_1986-2021_processed.csv","2002","52","b m c","28.465"
"4229","KNZ_Biomass_1986-2021_processed.csv","2002","53","b u n+p","13.515"
"4230","KNZ_Biomass_1986-2021_processed.csv","2002","54","b u n","38.05"
"4231","KNZ_Biomass_1986-2021_processed.csv","2002","55","b u p","41.56"
"4232","KNZ_Biomass_1986-2021_processed.csv","2002","56","b u c","35.745"
"4233","KNZ_Biomass_1986-2021_processed.csv","2002","1","u u n","15.015"
"4234","KNZ_Biomass_1986-2021_processed.csv","2002","2","u u c","16.815"
"4235","KNZ_Biomass_1986-2021_processed.csv","2002","3","u u p","42.58"
"4236","KNZ_Biomass_1986-2021_processed.csv","2002","4","u u n+p","52.495"
"4237","KNZ_Biomass_1986-2021_processed.csv","2002","5","u m n","24.88"
"4238","KNZ_Biomass_1986-2021_processed.csv","2002","6","u m c","24.26"
"4239","KNZ_Biomass_1986-2021_processed.csv","2002","7","u m p","33.495"
"4240","KNZ_Biomass_1986-2021_processed.csv","2002","8","u m n+p","33.995"
"4241","KNZ_Biomass_1986-2021_processed.csv","2002","9","b m c","28.7"
"4242","KNZ_Biomass_1986-2021_processed.csv","2002","10","b m p","17.835"
"4243","KNZ_Biomass_1986-2021_processed.csv","2002","11","b m n+p","36.21"
"4244","KNZ_Biomass_1986-2021_processed.csv","2002","12","b m n","71.685"
"4245","KNZ_Biomass_1986-2021_processed.csv","2002","13","b u c","18.99"
"4246","KNZ_Biomass_1986-2021_processed.csv","2002","14","b u p","31.06"
"4247","KNZ_Biomass_1986-2021_processed.csv","2002","15","b u n+p","60.745"
"4248","KNZ_Biomass_1986-2021_processed.csv","2002","16","b u n","55.005"
"4249","KNZ_Biomass_1986-2021_processed.csv","2002","17","u u n+p","123.12"
"4250","KNZ_Biomass_1986-2021_processed.csv","2002","18","u u n","6.7"
"4251","KNZ_Biomass_1986-2021_processed.csv","2002","19","u u p","22.835"
"4252","KNZ_Biomass_1986-2021_processed.csv","2002","20","u u c","26.54"
"4253","KNZ_Biomass_1986-2021_processed.csv","2002","21","u m n+p","28.62"
"4254","KNZ_Biomass_1986-2021_processed.csv","2002","22","u m n","30.45"
"4255","KNZ_Biomass_1986-2021_processed.csv","2002","23","u m p","32.53"
"4256","KNZ_Biomass_1986-2021_processed.csv","2002","24","u m c","27.2"
"4257","KNZ_Biomass_1986-2021_processed.csv","2002","25","b u c","29.535"
"4258","KNZ_Biomass_1986-2021_processed.csv","2002","26","b u n+p","67.645"
"4259","KNZ_Biomass_1986-2021_processed.csv","2002","27","b u p","36.325"
"4260","KNZ_Biomass_1986-2021_processed.csv","2002","28","b u n","81.225"
"4261","KNZ_Biomass_1986-2021_processed.csv","2002","29","b m c","43.88"
"4262","KNZ_Biomass_1986-2021_processed.csv","2002","30","b m n+p","29.34"
"4263","KNZ_Biomass_1986-2021_processed.csv","2002","31","b m p","32.725"
"4264","KNZ_Biomass_1986-2021_processed.csv","2002","32","b m n","46.885"
"4265","KNZ_Biomass_1986-2021_processed.csv","2002","33","u m n+p","36.2"
"4266","KNZ_Biomass_1986-2021_processed.csv","2002","34","u m c","21.32"
"4267","KNZ_Biomass_1986-2021_processed.csv","2002","35","u m p","31.44"
"4268","KNZ_Biomass_1986-2021_processed.csv","2002","36","u m n","47.775"
"4269","KNZ_Biomass_1986-2021_processed.csv","2002","37","u u n+p","79.085"
"4270","KNZ_Biomass_1986-2021_processed.csv","2002","38","u u c","35.44"
"4271","KNZ_Biomass_1986-2021_processed.csv","2002","39","u u p","37.825"
"4272","KNZ_Biomass_1986-2021_processed.csv","2002","40","u u n","17.915"
"4273","KNZ_Biomass_1986-2021_processed.csv","2002","57","u u c","21.45"
"4274","KNZ_Biomass_1986-2021_processed.csv","2002","58","u u n+p","15.615"
"4275","KNZ_Biomass_1986-2021_processed.csv","2002","59","u u p","42.015"
"4276","KNZ_Biomass_1986-2021_processed.csv","2002","60","u u n","74.825"
"4277","KNZ_Biomass_1986-2021_processed.csv","2002","61","u m c","20.595"
"4278","KNZ_Biomass_1986-2021_processed.csv","2002","62","u m n+p","26.315"
"4279","KNZ_Biomass_1986-2021_processed.csv","2002","63","u m p","21.91"
"4280","KNZ_Biomass_1986-2021_processed.csv","2002","64","u m n","49.08"
"4281","KNZ_Biomass_1986-2021_processed.csv","2003","5","u m n","28.07"
"4282","KNZ_Biomass_1986-2021_processed.csv","2003","6","u m c","21.985"
"4283","KNZ_Biomass_1986-2021_processed.csv","2003","7","u m p","21.27"
"4284","KNZ_Biomass_1986-2021_processed.csv","2003","8","u m n+p","38.825"
"4285","KNZ_Biomass_1986-2021_processed.csv","2003","9","b m c","15.98"
"4286","KNZ_Biomass_1986-2021_processed.csv","2003","10","b m p","12.425"
"4287","KNZ_Biomass_1986-2021_processed.csv","2003","11","b m n+p","46.11"
"4288","KNZ_Biomass_1986-2021_processed.csv","2003","12","b m n","37.11"
"4289","KNZ_Biomass_1986-2021_processed.csv","2003","21","u m n+p","29.93"
"4290","KNZ_Biomass_1986-2021_processed.csv","2003","22","u m n","29.535"
"4291","KNZ_Biomass_1986-2021_processed.csv","2003","23","u m p","24.545"
"4292","KNZ_Biomass_1986-2021_processed.csv","2003","24","u m c","36.63"
"4293","KNZ_Biomass_1986-2021_processed.csv","2003","29","b m c","21.015"
"4294","KNZ_Biomass_1986-2021_processed.csv","2003","30","b m n+p","39.94"
"4295","KNZ_Biomass_1986-2021_processed.csv","2003","31","b m p","15.605"
"4296","KNZ_Biomass_1986-2021_processed.csv","2003","32","b m n","35.71"
"4297","KNZ_Biomass_1986-2021_processed.csv","2003","33","u m n+p","37.19"
"4298","KNZ_Biomass_1986-2021_processed.csv","2003","34","u m c","18.87"
"4299","KNZ_Biomass_1986-2021_processed.csv","2003","35","u m p","13.2"
"4300","KNZ_Biomass_1986-2021_processed.csv","2003","36","u m n","17.88"
"4301","KNZ_Biomass_1986-2021_processed.csv","2003","45","b m n","52.335"
"4302","KNZ_Biomass_1986-2021_processed.csv","2003","46","b m c","24.185"
"4303","KNZ_Biomass_1986-2021_processed.csv","2003","47","b m p","20.54"
"4304","KNZ_Biomass_1986-2021_processed.csv","2003","48","b m n+p","38.215"
"4305","KNZ_Biomass_1986-2021_processed.csv","2003","49","b m n+p","38.4"
"4306","KNZ_Biomass_1986-2021_processed.csv","2003","50","b m n","44.535"
"4307","KNZ_Biomass_1986-2021_processed.csv","2003","51","b m p","14.67"
"4308","KNZ_Biomass_1986-2021_processed.csv","2003","52","b m c","14.675"
"4309","KNZ_Biomass_1986-2021_processed.csv","2003","61","u m c","25.31"
"4310","KNZ_Biomass_1986-2021_processed.csv","2003","62","u m n+p","48.675"
"4311","KNZ_Biomass_1986-2021_processed.csv","2003","63","u m p","20.84"
"4312","KNZ_Biomass_1986-2021_processed.csv","2003","64","u m n","37.06"
"4313","KNZ_Biomass_1986-2021_processed.csv","2003","1","u u n","23.965"
"4314","KNZ_Biomass_1986-2021_processed.csv","2003","2","u u c","31.57"
"4315","KNZ_Biomass_1986-2021_processed.csv","2003","3","u u p","29.81"
"4316","KNZ_Biomass_1986-2021_processed.csv","2003","4","u u n+p","63.58"
"4317","KNZ_Biomass_1986-2021_processed.csv","2003","5","u m n","21.56"
"4318","KNZ_Biomass_1986-2021_processed.csv","2003","6","u m c","16.425"
"4319","KNZ_Biomass_1986-2021_processed.csv","2003","7","u m p","48.01"
"4320","KNZ_Biomass_1986-2021_processed.csv","2003","8","u m n+p","52.36"
"4321","KNZ_Biomass_1986-2021_processed.csv","2003","9","b m c","18.52"
"4322","KNZ_Biomass_1986-2021_processed.csv","2003","10","b m p","11.845"
"4323","KNZ_Biomass_1986-2021_processed.csv","2003","11","b m n+p","23.28"
"4324","KNZ_Biomass_1986-2021_processed.csv","2003","12","b m n","50.23"
"4325","KNZ_Biomass_1986-2021_processed.csv","2003","13","b u c","15.29"
"4326","KNZ_Biomass_1986-2021_processed.csv","2003","14","b u p","50.3"
"4327","KNZ_Biomass_1986-2021_processed.csv","2003","15","b u n+p","95.52"
"4328","KNZ_Biomass_1986-2021_processed.csv","2003","16","b u n","94.485"
"4329","KNZ_Biomass_1986-2021_processed.csv","2003","17","u u n+p","71.52"
"4330","KNZ_Biomass_1986-2021_processed.csv","2003","18","u u n","74.475"
"4331","KNZ_Biomass_1986-2021_processed.csv","2003","19","u u p","33.425"
"4332","KNZ_Biomass_1986-2021_processed.csv","2003","20","u u c","36.9"
"4333","KNZ_Biomass_1986-2021_processed.csv","2003","21","u m n+p","30.57"
"4334","KNZ_Biomass_1986-2021_processed.csv","2003","22","u m n","34.295"
"4335","KNZ_Biomass_1986-2021_processed.csv","2003","23","u m p","20.975"
"4336","KNZ_Biomass_1986-2021_processed.csv","2003","24","u m c","23.38"
"4337","KNZ_Biomass_1986-2021_processed.csv","2003","25","b u c","25.91"
"4338","KNZ_Biomass_1986-2021_processed.csv","2003","26","b u n+p","99.62"
"4339","KNZ_Biomass_1986-2021_processed.csv","2003","27","b u p","67.45"
"4340","KNZ_Biomass_1986-2021_processed.csv","2003","28","b u n","108.715"
"4341","KNZ_Biomass_1986-2021_processed.csv","2003","29","b m c","23.775"
"4342","KNZ_Biomass_1986-2021_processed.csv","2003","30","b m n+p","32.13"
"4343","KNZ_Biomass_1986-2021_processed.csv","2003","31","b m p","26.995"
"4344","KNZ_Biomass_1986-2021_processed.csv","2003","32","b m n","35.275"
"4345","KNZ_Biomass_1986-2021_processed.csv","2003","33","u m n+p","41.4"
"4346","KNZ_Biomass_1986-2021_processed.csv","2003","34","u m c","19.21"
"4347","KNZ_Biomass_1986-2021_processed.csv","2003","35","u m p","65.015"
"4348","KNZ_Biomass_1986-2021_processed.csv","2003","36","u m n","25.595"
"4349","KNZ_Biomass_1986-2021_processed.csv","2003","37","u u n+p","160.275"
"4350","KNZ_Biomass_1986-2021_processed.csv","2003","38","u u c","29.82"
"4351","KNZ_Biomass_1986-2021_processed.csv","2003","39","u u p","31.52"
"4352","KNZ_Biomass_1986-2021_processed.csv","2003","40","u u n","82.515"
"4353","KNZ_Biomass_1986-2021_processed.csv","2003","41","b u n","116.08"
"4354","KNZ_Biomass_1986-2021_processed.csv","2003","42","b u c","36.755"
"4355","KNZ_Biomass_1986-2021_processed.csv","2003","43","b u p","32.225"
"4356","KNZ_Biomass_1986-2021_processed.csv","2003","44","b u n+p","43.48"
"4357","KNZ_Biomass_1986-2021_processed.csv","2003","45","b m n","40.135"
"4358","KNZ_Biomass_1986-2021_processed.csv","2003","46","b m c","19.515"
"4359","KNZ_Biomass_1986-2021_processed.csv","2003","47","b m p","22.725"
"4360","KNZ_Biomass_1986-2021_processed.csv","2003","48","b m n+p","73.26"
"4361","KNZ_Biomass_1986-2021_processed.csv","2003","49","b m n+p","35.18"
"4362","KNZ_Biomass_1986-2021_processed.csv","2003","50","b m n","38.31"
"4363","KNZ_Biomass_1986-2021_processed.csv","2003","51","b m p","22.73"
"4364","KNZ_Biomass_1986-2021_processed.csv","2003","52","b m c","29.28"
"4365","KNZ_Biomass_1986-2021_processed.csv","2003","53","b u n+p","121.085"
"4366","KNZ_Biomass_1986-2021_processed.csv","2003","54","b u n","168.4"
"4367","KNZ_Biomass_1986-2021_processed.csv","2003","55","b u p","40.715"
"4368","KNZ_Biomass_1986-2021_processed.csv","2003","56","b u c","37.93"
"4369","KNZ_Biomass_1986-2021_processed.csv","2003","57","u u c","46.82"
"4370","KNZ_Biomass_1986-2021_processed.csv","2003","58","u u n+p","75.56"
"4371","KNZ_Biomass_1986-2021_processed.csv","2003","59","u u p","63.61"
"4372","KNZ_Biomass_1986-2021_processed.csv","2003","60","u u n","76.67"
"4373","KNZ_Biomass_1986-2021_processed.csv","2003","61","u m c","19.075"
"4374","KNZ_Biomass_1986-2021_processed.csv","2003","62","u m n+p","29.185"
"4375","KNZ_Biomass_1986-2021_processed.csv","2003","63","u m p","18.31"
"4376","KNZ_Biomass_1986-2021_processed.csv","2003","64","u m n","25.5"
"4377","KNZ_Biomass_1986-2021_processed.csv","2004","49","b m n+p","98.945"
"4378","KNZ_Biomass_1986-2021_processed.csv","2004","50","b m n","157.335"
"4379","KNZ_Biomass_1986-2021_processed.csv","2004","51","b m p","42.155"
"4380","KNZ_Biomass_1986-2021_processed.csv","2004","52","b m c","42.57"
"4381","KNZ_Biomass_1986-2021_processed.csv","2004","53","b u n+p","140.185"
"4382","KNZ_Biomass_1986-2021_processed.csv","2004","54","b u n","124.03"
"4383","KNZ_Biomass_1986-2021_processed.csv","2004","55","b u p","85.135"
"4384","KNZ_Biomass_1986-2021_processed.csv","2004","56","b u c","66.565"
"4385","KNZ_Biomass_1986-2021_processed.csv","2004","33","u m n+p","120.895"
"4386","KNZ_Biomass_1986-2021_processed.csv","2004","34","u m c","53.01"
"4387","KNZ_Biomass_1986-2021_processed.csv","2004","35","u m p","58.81"
"4388","KNZ_Biomass_1986-2021_processed.csv","2004","36","u m n","70.685"
"4389","KNZ_Biomass_1986-2021_processed.csv","2004","37","u u n+p","114.545"
"4390","KNZ_Biomass_1986-2021_processed.csv","2004","38","u u c","62.995"
"4391","KNZ_Biomass_1986-2021_processed.csv","2004","39","u u p","57.15"
"4392","KNZ_Biomass_1986-2021_processed.csv","2004","40","u u n","41.42"
"4393","KNZ_Biomass_1986-2021_processed.csv","2004","41","b u n","92.365"
"4394","KNZ_Biomass_1986-2021_processed.csv","2004","42","b u c","48.635"
"4395","KNZ_Biomass_1986-2021_processed.csv","2004","43","b u p","45.445"
"4396","KNZ_Biomass_1986-2021_processed.csv","2004","44","b u n+p","87.67"
"4397","KNZ_Biomass_1986-2021_processed.csv","2004","45","b m n","150.115"
"4398","KNZ_Biomass_1986-2021_processed.csv","2004","46","b m c","46.9"
"4399","KNZ_Biomass_1986-2021_processed.csv","2004","47","b m p","44.875"
"4400","KNZ_Biomass_1986-2021_processed.csv","2004","48","b m n+p","184.255"
"4401","KNZ_Biomass_1986-2021_processed.csv","2004","57","u u c","58.435"
"4402","KNZ_Biomass_1986-2021_processed.csv","2004","58","u u n+p","63.055"
"4403","KNZ_Biomass_1986-2021_processed.csv","2004","59","u u p","45.005"
"4404","KNZ_Biomass_1986-2021_processed.csv","2004","60","u u n","94.59"
"4405","KNZ_Biomass_1986-2021_processed.csv","2004","61","u m c","33.395"
"4406","KNZ_Biomass_1986-2021_processed.csv","2004","62","u m n+p","38.035"
"4407","KNZ_Biomass_1986-2021_processed.csv","2004","63","u m p","91.925"
"4408","KNZ_Biomass_1986-2021_processed.csv","2004","64","u m n","108.065"
"4409","KNZ_Biomass_1986-2021_processed.csv","2004","1","u u n","90.775"
"4410","KNZ_Biomass_1986-2021_processed.csv","2004","2","u u c","50.695"
"4411","KNZ_Biomass_1986-2021_processed.csv","2004","3","u u p","38.49"
"4412","KNZ_Biomass_1986-2021_processed.csv","2004","4","u u n+p","86.54"
"4413","KNZ_Biomass_1986-2021_processed.csv","2004","5","u m n","45.84"
"4414","KNZ_Biomass_1986-2021_processed.csv","2004","6","u m c","29.47"
"4415","KNZ_Biomass_1986-2021_processed.csv","2004","7","u m p","78.62"
"4416","KNZ_Biomass_1986-2021_processed.csv","2004","8","u m n+p","121.035"
"4417","KNZ_Biomass_1986-2021_processed.csv","2004","9","b m c","42.46"
"4418","KNZ_Biomass_1986-2021_processed.csv","2004","10","b m p","32.13"
"4419","KNZ_Biomass_1986-2021_processed.csv","2004","11","b m n+p","84.07"
"4420","KNZ_Biomass_1986-2021_processed.csv","2004","12","b m n","157.64"
"4421","KNZ_Biomass_1986-2021_processed.csv","2004","13","b u c","53.355"
"4422","KNZ_Biomass_1986-2021_processed.csv","2004","14","b u p","45.05"
"4423","KNZ_Biomass_1986-2021_processed.csv","2004","15","b u n+p","116.755"
"4424","KNZ_Biomass_1986-2021_processed.csv","2004","16","b u n","97.715"
"4425","KNZ_Biomass_1986-2021_processed.csv","2004","17","u u n+p","58.32"
"4426","KNZ_Biomass_1986-2021_processed.csv","2004","18","u u n","38.43"
"4427","KNZ_Biomass_1986-2021_processed.csv","2004","19","u u p","45.12"
"4428","KNZ_Biomass_1986-2021_processed.csv","2004","20","u u c","65.71"
"4429","KNZ_Biomass_1986-2021_processed.csv","2004","21","u m n+p","109.67"
"4430","KNZ_Biomass_1986-2021_processed.csv","2004","22","u m n","57.22"
"4431","KNZ_Biomass_1986-2021_processed.csv","2004","23","u m p","50.86"
"4432","KNZ_Biomass_1986-2021_processed.csv","2004","24","u m c","59.2"
"4433","KNZ_Biomass_1986-2021_processed.csv","2004","25","b u c","69.085"
"4434","KNZ_Biomass_1986-2021_processed.csv","2004","26","b u n+p","102.705"
"4435","KNZ_Biomass_1986-2021_processed.csv","2004","27","b u p","103.755"
"4436","KNZ_Biomass_1986-2021_processed.csv","2004","28","b u n","100.13"
"4437","KNZ_Biomass_1986-2021_processed.csv","2004","29","b m c","50.82"
"4438","KNZ_Biomass_1986-2021_processed.csv","2004","30","b m n+p","128.025"
"4439","KNZ_Biomass_1986-2021_processed.csv","2004","31","b m p","65.925"
"4440","KNZ_Biomass_1986-2021_processed.csv","2004","32","b m n","168.8"
"4441","KNZ_Biomass_1986-2021_processed.csv","2005","1","u u n","27.455"
"4442","KNZ_Biomass_1986-2021_processed.csv","2005","2","u u c","24.765"
"4443","KNZ_Biomass_1986-2021_processed.csv","2005","3","u u p","38.78"
"4444","KNZ_Biomass_1986-2021_processed.csv","2005","4","u u n+p","37.74"
